UCL_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
UCL314001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,6,42,89,16,25,5,5,11,15,0,214,0,0,0,0,0,0,0,0,0,4,29,30,14,18,4,4,0,5,0,105,31,22,33,28,3,4,5,8,3,138,120,73,467,50,10,26,121,92,10,975,6,14,3,8,0,4,4,4,0,42,6,16,10,10,3,3,7,8,0,55,3,3,3,0,0,0,0,0,0,18,10,4,19,7,3,3,4,5,10,60,250,281,562,150,37,55,159,147,22,1660,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,7,27,0,3,4,3,0,0,0,49,0,7,0,0,0,0,0,0,0,5
UCL314002,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,5,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,21,78,9,8,3,6,0,6,0,128,0,0,0,0,0,0,0,0,0,0,5,12,4,6,6,5,0,5,0,44,12,15,5,14,8,0,0,6,0,60,53,17,206,32,16,31,59,61,4,481,3,0,0,0,0,0,0,12,0,13,0,3,0,8,0,0,0,3,0,15,3,0,4,0,0,0,0,0,0,9,3,0,6,10,0,0,5,15,0,40,105,152,235,77,32,40,71,114,7,840,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,4,3,23,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
UCL314003,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,25,78,3,9,0,3,0,8,0,131,0,0,0,0,0,0,0,0,0,3,8,4,8,3,0,0,0,0,0,26,17,9,13,12,3,3,3,6,0,74,88,16,364,20,14,22,95,89,10,715,5,0,4,0,0,0,4,3,0,17,7,0,4,3,0,3,9,5,0,28,0,0,0,0,0,0,5,0,0,12,5,4,4,0,0,8,11,6,3,53,159,133,409,53,19,38,129,127,16,1091,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3
UCL314004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,30,7,4,5,4,6,3,0,56,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,4,6,0,21,6,3,7,6,3,3,0,4,0,41,30,6,154,14,6,8,53,57,3,334,0,0,0,0,0,3,4,6,0,14,0,0,0,5,0,0,7,8,0,21,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,4,11,9,6,39,46,67,183,33,19,26,82,85,6,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL314005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,9,31,9,3,3,0,5,3,0,63,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,0,0,22,14,11,8,3,8,5,3,6,0,52,37,14,186,14,10,11,44,62,4,388,0,0,3,0,0,0,3,3,0,12,3,0,5,10,0,0,3,4,0,26,0,0,3,0,0,0,3,3,0,9,7,7,10,3,0,3,3,7,0,38,79,75,232,38,24,31,69,83,6,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3
UCL314006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,24,63,19,8,6,0,7,3,0,135,0,0,0,0,0,0,0,0,0,3,0,4,13,3,0,3,0,0,0,24,10,8,22,3,0,3,4,7,3,57,33,10,370,8,11,10,85,52,3,579,0,0,4,0,0,0,0,7,0,20,0,0,3,0,0,3,5,7,0,20,3,0,3,0,0,0,0,5,0,12,4,0,8,0,0,3,12,22,5,51,91,114,444,24,18,19,115,96,17,941,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL314007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,3,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,20,51,6,6,0,0,3,23,3,116,0,0,0,0,0,0,0,0,0,0,6,8,4,10,3,0,0,5,0,40,19,10,12,13,3,0,11,4,0,69,72,20,328,11,19,21,140,86,10,701,0,3,3,3,0,5,6,3,0,25,7,3,3,3,0,0,12,9,0,38,5,0,0,0,0,0,3,7,0,18,10,0,12,3,0,3,16,51,7,106,130,120,372,49,32,33,191,198,23,1147,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,16,0,0,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL314008,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,16,81,8,12,3,3,0,0,3,125,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,3,0,0,24,12,11,8,9,0,0,4,3,0,38,51,18,233,22,12,13,73,47,8,473,0,0,7,5,0,7,3,11,0,29,4,0,4,0,0,3,3,5,0,24,0,0,0,0,0,0,0,0,0,4,3,3,3,10,0,7,8,6,0,43,103,144,264,58,23,39,100,72,10,815,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,23,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
UCL314009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,51,14,4,0,3,0,4,0,101,0,0,0,0,0,0,0,0,0,0,10,8,6,0,0,0,3,0,0,40,7,4,19,3,3,0,8,6,0,50,45,12,283,13,11,12,77,55,17,522,0,0,3,3,0,3,3,4,0,16,0,0,0,0,0,0,9,4,3,23,0,0,0,0,0,0,0,0,0,4,3,6,5,0,0,0,6,8,7,40,92,102,330,26,18,22,107,82,29,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
UCL314010,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,7,6,3,0,0,0,3,6,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,19,40,4,3,3,0,8,53,0,125,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,21,9,3,9,7,3,7,3,6,0,49,33,9,135,15,4,16,36,48,0,302,0,0,0,0,0,0,3,6,0,18,4,0,0,4,0,0,0,10,0,25,3,0,0,0,0,0,3,12,0,23,6,0,6,3,0,0,9,19,7,45,84,85,158,36,17,29,66,170,10,647,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,11,0,0,4,0,0,7,0,31,0,0,0,0,0,0,0,0,0,0
UCL314011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,52,12,6,3,3,7,5,0,117,0,0,0,0,0,0,0,0,0,0,8,10,3,0,3,3,3,4,0,28,13,15,10,6,3,4,8,6,0,58,55,10,231,6,9,14,41,38,0,413,0,0,0,0,0,3,4,7,0,12,5,3,9,0,0,0,3,5,0,27,0,0,0,0,0,0,0,0,0,4,3,0,9,3,0,3,4,11,5,39,112,116,273,31,19,36,65,83,3,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
UCL314012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,14,42,9,5,3,3,0,0,0,86,0,0,0,0,0,0,0,0,0,0,8,14,10,7,3,0,0,0,0,40,10,9,17,13,4,8,3,0,3,63,53,15,329,14,13,17,69,53,3,571,0,0,4,0,0,0,3,3,0,10,3,0,0,3,0,0,0,3,0,20,0,0,3,0,0,0,0,0,0,5,0,0,9,0,3,0,4,5,0,31,88,105,380,45,27,29,82,66,7,844,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,0,0,0,0,18,0,3,0,0,0,0,0,0,0,6
UCL314013,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,18,24,45,3,3,3,0,0,0,0,85,0,0,0,0,0,0,0,0,0,3,9,18,0,8,4,0,0,0,0,34,8,5,0,0,5,0,0,0,0,13,72,188,11,18,15,8,0,0,4,318,0,0,0,0,0,0,0,0,0,0,18,25,17,18,0,0,6,3,0,93,44,34,29,36,17,9,6,6,0,168,106,27,393,34,33,38,75,57,7,763,0,3,0,0,3,4,4,5,0,24,7,0,3,4,0,3,6,5,0,35,0,0,12,0,0,0,0,3,0,16,0,0,8,3,0,5,7,3,0,32,298,360,477,127,70,72,102,85,8,1604,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,11,11,58,0,3,4,0,0,0,0,82,0,3,0,0,0,0,0,0,0,7
UCL314014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,64,5,7,3,3,0,14,0,109,0,0,0,0,0,0,0,3,0,3,8,11,3,5,0,4,0,3,0,27,7,7,11,17,4,0,0,12,0,63,57,12,195,18,11,15,39,69,5,420,0,0,0,0,4,3,3,8,0,23,4,0,3,4,0,3,0,11,0,24,0,0,4,0,0,0,5,3,0,13,9,0,4,0,0,0,10,16,0,50,109,121,226,47,24,37,64,146,13,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,0,5,3,0,6,0,36,0,0,0,0,0,0,0,0,0,4
UCL314015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,31,3,3,8,0,3,0,0,57,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,5,5,0,0,34,17,10,16,10,7,3,6,6,3,76,51,16,282,24,16,28,74,63,9,561,0,0,4,0,0,0,8,3,0,20,3,0,3,0,0,3,4,4,0,20,0,0,0,0,0,0,0,3,0,6,0,0,7,0,0,0,13,5,4,31,86,78,326,49,38,47,114,82,16,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4
UCL314016,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,14,39,11,10,7,5,3,15,0,98,0,0,0,0,0,0,0,0,0,0,7,5,0,10,3,0,0,8,0,38,14,10,16,22,6,3,3,6,0,73,39,11,210,32,17,12,38,59,5,421,10,0,7,0,0,3,7,14,0,34,4,0,3,0,4,0,3,8,0,25,0,0,4,0,0,0,3,9,0,16,4,3,8,3,3,3,9,18,3,48,91,93,249,83,33,29,71,130,11,790,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,3,13,0,0,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0
UCL314017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,0,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,8,14,3,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,50,114,30,14,6,0,16,4,3,237,0,0,0,0,0,0,0,0,0,0,12,6,22,0,3,0,11,0,0,61,27,12,35,3,5,0,16,3,3,102,45,26,650,9,7,6,235,40,9,1033,0,0,7,0,0,0,11,9,0,30,0,0,11,0,0,0,17,3,0,34,0,0,0,0,0,0,3,0,0,7,0,5,16,3,3,0,27,9,3,64,164,199,782,39,35,10,334,60,15,1634,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,14,0,3,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
UCL314018,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,15,19,26,0,0,5,0,0,0,0,46,0,3,0,0,0,0,0,0,0,3,3,6,0,8,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,9,46,87,8,12,13,5,4,4,0,181,0,0,0,0,0,0,0,0,0,0,20,14,17,7,3,3,0,3,3,63,39,21,24,22,4,6,5,3,3,124,87,28,327,19,29,32,59,43,4,622,0,3,3,0,0,0,4,3,0,16,4,0,0,3,0,4,5,3,0,26,0,0,0,0,0,0,0,0,0,5,3,3,6,0,0,0,0,5,3,22,228,193,384,73,55,53,79,64,10,1140,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,8,8,34,0,0,0,3,0,0,0,50,0,3,0,0,0,0,0,0,0,3
UCL314019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,25,86,29,13,12,8,0,3,0,182,0,0,0,0,0,0,0,0,0,0,13,10,11,5,6,3,0,4,0,44,17,15,32,19,3,0,8,3,0,94,85,20,310,18,17,19,86,61,3,623,0,0,3,3,0,3,9,4,0,25,3,4,4,0,0,0,3,3,0,21,0,0,3,0,0,0,0,0,0,7,3,3,10,4,0,3,13,9,4,54,154,163,399,65,39,48,119,91,16,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,6,9,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
UCL314020,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,13,62,11,5,3,4,3,3,0,100,0,0,0,0,0,0,0,0,0,0,10,12,18,10,3,3,4,0,0,61,12,21,17,16,4,4,11,5,0,88,63,25,329,29,27,36,73,84,7,657,0,0,0,0,3,0,3,3,0,12,4,3,0,0,4,5,0,11,0,30,0,0,0,0,0,0,3,3,0,11,3,8,13,3,0,0,6,9,3,48,109,137,387,62,52,60,106,112,15,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3
UCL314021,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,26,16,35,3,6,6,0,0,0,3,66,0,0,0,0,0,0,0,0,0,3,5,15,0,0,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,8,56,135,13,20,11,6,5,5,3,265,0,0,0,0,0,0,0,0,0,5,17,17,13,4,3,5,0,3,0,66,21,23,10,21,9,3,0,10,0,94,57,23,210,27,21,29,29,39,14,448,5,0,0,0,0,0,0,0,0,10,4,8,11,4,0,5,0,4,0,39,0,0,0,0,0,3,3,0,0,12,8,6,8,0,0,3,3,10,3,41,188,293,273,78,53,67,56,73,27,1102,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,28,9,61,0,0,6,3,0,0,0,79,0,3,0,0,0,0,0,0,0,3
UCL314022,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,6,17,18,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,25,3,0,3,0,0,0,0,0,0,6,38,98,22,13,5,3,9,3,3,193,0,0,0,0,0,0,0,0,0,4,19,23,18,4,0,0,3,4,0,82,37,12,23,10,5,3,10,10,4,121,80,41,616,16,23,17,178,73,15,1054,0,0,6,0,3,3,4,8,0,25,3,3,5,0,0,0,12,12,0,40,0,0,3,0,0,0,8,3,0,19,11,3,7,0,3,3,11,8,3,40,216,223,711,45,50,30,229,113,27,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3
UCL315001,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,16,4,0,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,12,7,8,11,4,0,0,0,0,0,34,21,5,154,10,4,7,28,17,0,254,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,56,51,172,20,13,15,34,18,3,386,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
UCL315002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,11,3,56,3,3,0,21,13,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,9,17,27,60,5,7,3,26,16,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL315003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,10,0,22,3,0,0,3,8,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,4,3,0,6,15,12,21,15,5,3,7,9,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
