UCL_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL315057,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,64,0,0,0,66,3,0,63,6,3,0,0,7,0,0,0,7,0,0,9,17,0,0,0,18,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,32,0,0,0,34,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,28,4,0,0,31,0,0,0,37,0,0,34,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,36,0,0,0,43,0,0,39,16,0,0,0,16,0,0,0,16,0,0,16,17,0,0,0,17,0,0,0,17,0,0,16
UCL315058,12,0,0,0,12,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,48,5,0,3,60,0,0,0,62,0,0,62,9,0,0,0,11,0,0,3,15,0,0,15,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,3,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,0,0,0,20,0,0,5,25,0,0,25,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,20,3,0,3,30,0,0,25,20,0,0,0,23,0,0,0,23,0,0,23,23,3,0,0,28,0,0,0,28,0,0,30
UCL315059,21,0,0,0,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,3,100,0,0,0,100,8,0,107,15,4,0,0,12,0,0,0,18,0,0,14,20,0,0,0,20,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,35,0,0,0,32,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,35,0,0,0,32,0,0,35,7,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,47,0,0,0,42,0,0,44,13,0,0,0,11,0,0,0,11,0,0,12,27,3,0,0,31,0,0,0,31,0,0,31
UCL315060,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0,0,55,0,0,0,55,0,0,55,3,0,0,0,4,0,0,0,4,0,0,4,15,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,21,0,0,0,21,0,0,21,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,29,0,0,0,29,0,0,29,4,3,0,0,6,0,0,0,6,0,0,6,15,3,0,0,15,0,0,0,15,0,0,15
UCL315061,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,3,26,0,0,0,26,5,0,33,4,0,0,0,3,0,0,0,3,0,0,6,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,4,0,19,5,0,0,0,8,0,0,0,8,0,0,8,12,3,0,0,10,0,0,0,10,0,0,10
UCL315062,10,0,0,0,10,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,38,0,0,0,38,7,0,39,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,8,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,21,0,0,0,20,0,0,20,9,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,8
UCL315063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,15,0,0,0,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
UCL315064,22,0,0,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,75,7,3,3,89,3,0,3,92,7,0,92,13,0,0,0,13,0,0,0,13,3,0,15,32,8,0,0,35,0,0,0,35,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,44,5,0,0,51,0,0,0,51,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,53,0,0,0,53,5,0,58,7,0,0,0,7,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,60,0,0,0,60,6,0,64,12,0,0,0,14,3,0,3,18,0,0,13,26,0,0,0,26,0,0,0,24,4,0,33
UCL315065,14,7,0,7,16,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,37,4,0,4,50,6,0,55,5,3,0,0,7,0,0,0,7,0,0,4,6,0,0,0,9,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16,0,0,0,14,3,0,19,3,0,0,0,3,5,0,5,8,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,16,9,0,9,26,6,0,30,7,3,0,0,8,0,0,0,8,0,0,13,8,5,0,0,14,0,0,0,14,0,0,13
UCL315066,6,4,0,4,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,3,27,4,0,4,26,4,0,29,4,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,7,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,12,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,11,3,0,0,14,0,0,0,20,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,19,0,0,0,18,0,0,22,6,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6
UCL315067,7,0,0,0,10,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,25,0,0,0,21,16,0,35,3,0,0,0,6,0,0,0,6,0,0,6,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,0,0,0,13,5,0,18,6,4,0,0,7,0,0,0,7,0,0,11,3,0,0,0,4,0,0,0,4,0,0,4
UCL315068,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,39,3,0,3,39,4,0,41,3,0,0,0,3,0,0,0,3,0,0,3,9,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,16,0,0,0,16,0,0,16,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,3,5,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3
UCL315069,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,0,0,0,24,0,0,30,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,15,0,0,0,15,0,3,0,17,0,0,17,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,3,0,24,0,0,24,4,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,11
UCL315070,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,29,3,0,3,35,0,0,33,7,0,0,0,7,0,0,0,7,0,0,7,0,3,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,0,0,0,12,0,0,16,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,13,0,0,0,13,0,0,18,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3
UCL315071,11,0,0,0,11,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,35,0,0,0,35,7,0,42,3,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,12,0,0,0,12,0,0,12,3,0,0,0,7,0,0,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,15,0,0,0,15,6,0,23,9,0,0,0,9,0,0,0,9,0,0,9,9,3,0,0,12,0,0,0,12,0,0,13
UCL315072,14,0,0,3,12,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,0,57,0,0,4,58,19,0,78,3,0,0,0,3,0,0,0,3,3,0,5,12,3,0,0,16,0,0,0,16,0,0,15,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,22,0,0,0,24,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,23,0,0,0,25,3,0,28,3,3,0,0,3,0,4,3,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,29,4,4,3,35,6,0,40,11,0,0,0,11,0,0,0,11,3,0,13,6,0,0,0,8,0,0,0,8,0,0,5
UCL315073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,3,7,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13,0,0,0,13,0,0,13,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
UCL315074,32,3,0,3,32,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,77,15,0,3,92,4,0,5,100,10,0,114,26,0,0,0,27,0,0,0,27,0,0,27,15,3,0,0,20,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,3,53,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,3,55,0,0,0,56,0,0,56,17,3,0,0,16,0,0,0,20,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,58,12,0,3,69,0,0,0,71,6,0,74,20,0,3,0,22,0,0,0,28,0,0,28,22,3,0,0,24,0,0,0,24,0,0,24
UCL315075,11,0,0,0,16,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,28,0,4,4,36,27,0,59,4,3,0,0,5,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,9,3,0,13,0,7,0,0,7,3,0,8,16,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,19,3,0,8,25,17,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,6
UCL315076,23,0,0,0,30,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,104,27,3,0,135,3,3,5,141,8,0,153,18,4,0,0,25,0,0,0,20,0,0,20,30,5,0,0,39,0,0,0,40,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,3,0,57,0,0,0,58,4,0,65,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,50,9,3,0,64,0,0,0,67,4,0,69,11,3,0,0,8,0,0,0,11,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,62,13,3,0,76,0,4,0,76,6,0,85,36,3,0,0,41,0,0,0,41,3,0,41,27,3,0,0,28,3,0,6,34,0,0,36
UCL315077,23,0,0,0,25,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,0,70,0,0,0,69,5,0,82,20,0,0,0,20,0,0,0,20,0,0,20,17,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,40,0,0,0,40,0,0,40,5,0,0,0,6,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,43,0,0,0,48,3,0,52,16,0,0,0,16,0,0,0,20,0,0,18,21,0,0,0,21,0,0,0,21,0,0,25
UCL315078,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,33,0,0,0,33,7,0,43,4,0,0,0,7,0,0,0,7,0,0,10,8,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,18,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,0,0,19,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,17,0,0,0,20,3,0,20,11,3,0,0,9,0,0,0,9,3,0,12,9,0,0,0,10,0,0,0,11,0,0,11
UCL315079,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,12,3,0,49,0,0,0,46,6,0,51,11,3,0,0,14,0,0,0,14,0,0,14,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,24,0,0,0,24,0,0,27,8,0,0,0,6,0,0,0,6,0,0,10,11,3,0,0,10,0,0,0,10,0,0,10
UCL315080,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,0,71,5,0,5,74,0,0,79,11,3,0,0,14,0,0,0,14,0,0,14,18,3,0,0,22,3,0,3,22,3,0,25,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,8,4,0,41,3,0,3,40,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,4,0,43,3,0,3,44,3,0,47,3,0,0,0,3,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,7,4,0,46,4,0,4,52,6,0,55,17,5,0,0,18,0,0,0,18,0,0,18,31,6,4,0,36,0,0,0,36,0,0,33
UCL315081,8,0,0,0,8,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,3,0,3,19,3,0,22,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,0,0,14,3,0,13,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,0,0,0,18,3,0,22,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,8,0,0,0,12,3,0,8
