UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL222075,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7,0,3,0,3,5,0,22,0,3,4,3,0,3,3,4,0,14,4,3,0,5,0,3,3,3,0,24,4,0,5,0,0,3,3,6,0,23,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,8,15,17,7,11,14,13,0,110
UCL222076,0,0,0,7,0,3,0,0,0,13,0,4,3,0,0,0,0,0,0,14,5,3,13,0,0,0,0,0,0,22,9,15,14,4,7,3,3,4,0,49,8,12,13,7,5,3,3,9,0,45,3,8,3,7,6,0,3,3,0,31,0,4,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,41,23,18,7,12,18,3,189
UCL222077,0,0,0,0,0,3,0,4,0,9,0,3,0,0,0,0,0,3,0,14,3,4,7,0,0,0,0,3,0,13,0,5,6,0,3,0,0,0,0,14,5,10,10,0,5,3,3,4,0,38,0,13,4,3,3,0,3,3,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,36,25,10,8,7,4,15,3,117
UCL222078,0,0,0,0,0,3,0,3,0,5,0,0,3,0,0,0,0,3,0,4,3,6,3,0,3,0,0,0,0,16,4,3,7,0,3,0,7,0,0,24,6,0,8,7,11,0,4,7,3,38,10,9,4,6,5,3,0,7,0,49,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,26,14,20,11,14,19,4,148
UCL222079,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,3,3,0,17,3,4,5,0,4,3,6,6,0,32,3,0,3,3,3,3,9,4,0,29,9,0,3,4,3,0,7,4,0,36,0,4,0,0,10,3,0,7,0,29,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,18,12,18,13,26,33,4,150
UCL222080,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,9,0,3,4,6,0,0,0,0,0,14,6,7,3,0,4,0,0,3,0,22,0,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,10,16,5,0,7,9,0,75
UCL222081,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,8,5,7,3,3,0,0,0,0,0,21,5,4,0,4,0,0,0,3,0,29,3,7,4,3,0,3,0,11,0,37,8,5,3,0,8,0,0,10,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,20,15,7,4,4,22,3,135
UCL222082,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,3,0,4,3,3,5,0,3,3,0,21,3,0,11,4,3,3,3,3,0,28,4,0,3,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,9,13,3,16,17,0,86
UCL222083,0,0,4,0,0,3,0,0,0,6,0,0,4,3,4,0,0,3,0,12,4,0,8,0,0,0,8,3,0,22,0,3,12,3,10,3,8,3,0,41,5,4,8,8,10,3,8,10,4,54,0,6,3,7,3,3,11,0,0,25,6,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,43,22,23,14,26,24,3,183
UCL222084,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,4,3,5,0,0,0,3,11,0,27,8,4,8,4,0,0,0,10,0,33,9,3,3,3,3,5,4,7,0,29,8,0,0,5,3,0,13,4,0,37,3,0,0,3,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,14,19,17,9,4,14,35,3,152
UCL222085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,3,0,3,0,0,4,0,17,3,0,0,0,0,0,0,7,0,14,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,6,0,6,18,0,54
UCL222086,0,0,0,3,0,0,0,0,0,6,0,0,6,3,0,0,0,3,0,11,4,5,0,3,3,0,0,3,0,18,13,5,0,9,0,3,5,3,0,39,12,6,0,0,5,0,6,0,0,30,9,5,3,3,3,6,4,9,0,45,4,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,31,15,24,12,12,16,19,3,161
UCL222087,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,8,4,0,0,7,4,0,3,3,0,25,5,0,6,4,4,0,0,3,0,24,0,5,0,5,0,0,0,3,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,21,5,8,9,11,3,80
UCL222088,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,0,4,0,17,3,3,0,0,0,3,0,0,0,12,8,15,0,4,3,3,0,3,0,37,9,19,9,7,8,3,3,3,0,61,0,20,3,5,6,0,3,8,0,53,0,4,0,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,65,23,28,29,12,8,21,0,206
UCL222089,0,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,5,3,4,7,3,3,3,0,0,0,21,4,5,7,5,3,4,0,0,0,32,4,3,8,11,6,7,3,4,0,45,11,9,10,8,7,11,4,6,0,64,0,6,4,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,41,33,25,31,9,23,5,197
UCL222090,0,0,0,0,0,0,0,7,0,6,3,3,3,0,0,0,0,3,0,13,5,4,5,0,3,0,0,0,0,16,3,7,0,0,0,0,0,4,0,19,8,5,0,8,3,3,0,0,0,28,4,3,0,3,0,3,3,6,0,24,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,18,16,15,5,5,5,17,3,116
UCL222091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,10,0,3,3,0,0,0,0,17,0,0,0,3,3,0,3,3,0,13,3,5,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,24,5,11,13,0,3,10,3,71
UCL222092,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,5,0,0,0,3,0,4,3,0,16,5,4,4,0,0,3,3,0,0,27,10,3,3,3,0,0,3,3,3,22,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,15,8,8,6,12,11,4,95
UCL222093,0,0,0,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,9,7,6,0,0,0,0,0,26,6,0,5,0,0,3,0,0,0,21,3,3,5,3,4,3,3,0,0,23,4,0,8,3,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,11,14,9,8,5,0,100
UCL222094,0,0,3,0,0,3,0,0,0,10,0,0,8,0,4,0,0,3,0,13,0,4,3,0,0,0,0,0,0,12,0,6,10,0,3,0,0,0,0,18,12,9,10,0,0,0,4,3,0,43,14,25,15,3,3,3,0,4,3,70,8,7,4,0,3,0,0,0,3,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,31,57,44,8,17,10,5,17,7,196
UCL222095,0,0,3,0,0,6,0,4,0,13,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,3,0,0,15,0,3,3,3,0,4,6,4,3,23,0,3,7,4,3,4,3,4,0,24,3,4,3,5,0,5,5,3,0,30,4,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,18,17,7,21,18,20,5,127
UCL222096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,0,5,0,5,0,4,0,0,0,17,3,3,6,0,0,0,0,6,0,22,5,3,4,3,7,0,0,3,0,31,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,18,14,11,10,0,9,3,88
UCL222097,0,0,0,3,0,4,0,3,0,13,0,0,0,0,0,5,0,3,3,11,0,3,9,0,3,0,0,7,0,17,3,4,4,3,0,4,3,7,0,27,3,4,5,4,3,3,0,5,0,31,3,3,0,0,7,0,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,13,21,16,10,16,6,29,3,125
UCL222098,0,0,3,4,3,0,0,0,0,11,0,0,7,8,0,3,0,0,0,16,3,10,5,8,3,0,0,0,0,36,6,6,3,8,8,3,0,0,0,27,6,10,11,3,6,3,0,4,0,46,3,10,4,0,9,4,7,8,0,40,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,42,38,29,30,13,11,18,0,193
UCL222099,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,4,0,15,4,5,5,3,0,0,0,3,0,23,0,0,0,3,0,3,3,7,0,14,4,3,9,9,8,3,3,12,0,50,6,3,6,3,8,5,3,11,0,42,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,16,30,21,19,10,13,41,0,161
UCL222100,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,8,3,7,7,3,3,5,0,0,0,37,11,7,6,13,3,3,0,3,0,46,3,3,10,7,0,4,3,0,4,33,0,5,9,3,4,0,0,8,5,42,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,22,38,34,16,18,7,14,6,180
UCL222101,0,0,0,0,0,3,0,0,0,5,0,0,4,3,0,0,0,6,0,11,0,0,3,0,0,0,0,4,0,9,0,3,0,0,0,4,0,7,0,12,0,0,0,0,9,0,3,0,0,18,4,0,3,3,4,0,3,5,0,28,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,10,16,8,5,19,3,85
UCL222102,0,0,0,0,0,7,0,3,0,6,3,0,3,0,0,4,0,0,0,12,0,6,3,3,4,0,4,3,0,19,0,0,0,3,0,0,0,3,0,8,3,3,0,5,0,4,4,5,0,27,5,3,3,3,4,0,4,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,15,12,14,12,14,10,18,0,95
UCL222103,0,0,0,0,0,5,0,3,0,7,0,0,3,0,0,0,0,3,0,8,3,5,10,3,6,0,0,5,0,26,0,5,8,0,3,0,0,4,4,27,6,5,8,4,3,3,0,0,0,27,9,3,0,3,11,7,7,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27,8,21,15,6,17,3,141
UCL222104,0,0,0,0,0,5,0,3,0,13,0,0,0,3,0,3,0,3,0,8,3,5,4,0,0,4,0,3,0,24,8,9,3,8,8,3,4,6,0,53,0,4,9,7,4,10,9,5,0,47,3,4,3,0,7,0,0,0,3,22,4,3,3,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,19,17,19,24,23,26,8,185
UCL222105,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,4,3,3,0,3,0,3,0,0,23,8,7,7,6,3,6,0,5,0,35,4,8,12,5,6,0,4,5,0,46,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,23,23,13,9,5,11,3,132
UCL222106,0,0,3,0,0,5,0,0,0,9,0,3,0,0,0,4,0,0,0,12,3,7,6,4,9,0,0,0,0,33,3,8,9,6,7,0,6,4,0,43,3,5,8,5,7,6,3,4,0,42,0,5,6,3,3,0,0,11,0,32,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,39,12,32,13,12,26,0,176
UCL222107,0,0,3,4,0,5,0,0,0,15,0,0,0,0,0,0,0,3,0,14,4,9,20,9,8,5,7,8,4,76,3,4,6,0,3,0,3,4,0,29,3,7,4,7,4,7,5,7,3,48,4,7,7,0,4,3,4,3,0,38,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,44,22,26,23,20,36,4,223
UCL222108,0,0,3,0,0,4,0,3,0,14,3,0,3,0,0,0,0,3,0,13,3,0,9,3,0,3,3,9,0,21,3,4,3,3,4,0,4,3,0,22,3,0,5,6,3,0,8,6,0,37,3,8,7,9,3,0,8,9,0,35,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,28,21,12,12,22,30,0,157
UCL222109,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,6,3,0,4,3,0,5,0,6,0,23,3,0,0,4,0,0,0,0,0,8,6,0,3,3,3,4,6,4,3,31,4,0,0,0,5,0,9,12,0,27,3,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,12,7,17,21,22,0,116
UCL222110,0,0,0,3,0,0,0,3,0,7,0,0,0,3,3,0,0,3,0,12,3,3,3,9,0,4,0,8,3,37,3,8,13,9,3,4,6,3,0,49,6,6,8,5,3,5,4,0,0,45,5,6,8,9,8,0,4,6,0,45,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,38,26,25,15,17,29,3,202
UCL222111,0,0,0,0,0,0,0,0,0,6,0,0,5,5,0,4,0,0,0,15,0,4,3,3,3,3,4,3,0,25,7,4,0,0,4,0,0,0,0,21,4,6,9,3,6,7,5,7,0,39,3,4,3,4,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,22,15,13,9,16,21,0,126
UCL222112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,9,4,4,0,3,3,0,3,0,0,21,6,0,0,3,0,0,3,0,0,16,4,0,3,4,0,0,0,3,0,18,9,0,0,0,0,0,0,3,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,9,6,13,6,0,3,6,0,84
UCL222113,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,3,7,4,3,0,0,11,0,22,10,4,3,0,3,3,0,0,0,31,3,6,3,6,3,3,0,5,0,38,8,6,3,3,3,4,0,4,4,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,21,14,12,11,5,24,4,137
UCL222114,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,14,3,0,7,3,3,3,3,3,0,30,0,0,3,0,0,0,3,0,0,9,0,0,3,0,3,3,3,0,0,16,0,0,3,3,0,0,0,5,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,3,10,7,21,15,0,91
UCL222115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,0,6,5,0,21,3,0,5,7,0,0,0,9,0,24,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,11,3,4,3,18,0,64
UCL222116,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,3,3,3,0,0,0,0,3,0,12,3,4,0,3,3,0,0,3,0,17,0,4,3,5,3,0,0,0,0,30,3,0,4,0,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,19,8,19,7,5,12,0,96
UCL222117,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,9,3,3,5,7,0,3,0,6,0,27,0,9,3,3,3,6,3,4,0,28,3,9,13,5,6,0,0,10,0,48,0,8,4,6,6,8,4,5,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,37,24,13,19,14,26,3,165
UCL222118,0,0,3,0,0,0,0,3,0,6,3,0,3,0,0,0,0,0,0,11,0,3,0,0,0,3,0,0,0,11,0,8,5,0,3,0,0,0,0,20,4,10,0,0,3,0,0,0,0,22,0,7,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,26,13,7,12,7,0,4,0,94
UCL222119,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,3,0,0,12,3,0,3,3,4,3,4,6,0,23,3,3,3,7,3,0,0,6,0,25,3,0,0,3,5,3,9,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,15,12,10,7,15,14,0,91
UCL222120,0,0,3,0,0,0,0,0,0,11,0,0,0,4,0,4,0,3,0,7,3,0,3,4,3,4,0,0,0,15,3,0,8,0,4,0,0,5,0,23,0,0,0,3,3,0,4,8,0,25,0,3,4,6,3,0,3,6,0,24,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,21,20,14,9,9,20,0,118
UCL222121,0,0,0,0,0,0,0,7,0,9,0,3,3,0,0,0,0,0,0,10,0,4,3,0,0,3,3,7,0,22,0,0,3,0,0,0,3,5,0,16,0,0,0,0,3,0,4,7,0,19,0,0,5,0,3,0,6,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,21,7,10,3,14,23,3,100
UCL222122,0,0,3,0,3,3,0,0,0,10,0,3,3,0,3,3,0,0,0,13,0,0,3,0,0,0,0,0,0,11,0,0,7,0,0,8,3,0,0,18,0,3,11,0,3,0,7,0,0,27,6,8,5,3,4,3,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,27,10,15,18,8,10,0,105
UCL231777,381,160,1915,1644,407,3588,243,2748,237,11331,1060,1061,3510,2194,1056,1755,712,2252,257,13855,4097,4404,5047,2505,2650,1538,1595,3165,363,25363,8202,6453,5616,2991,4528,1935,2446,3351,604,36129,12066,8163,6853,4535,6684,2825,3920,4993,820,50857,11914,7308,5019,3470,4929,2246,3406,4548,711,43557,6860,1879,1037,614,1280,581,807,1204,366,14633,2039,176,93,49,138,54,67,193,146,2963,309,26,26,13,28,16,16,45,45,520,46932,29621,29124,18031,21702,14545,13209,22505,3548,199216
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,23
UCL299994,6,0,9,15,0,16,4,10,0,64,20,28,35,79,16,31,9,66,5,289,52,183,113,99,60,39,48,104,13,726,38,74,62,38,33,21,55,51,20,386,36,52,37,26,23,17,48,44,14,300,22,53,30,19,26,10,30,28,5,215,5,4,3,4,9,4,3,0,0,42,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,178,405,297,277,182,134,200,307,57,2033
UCL301001,837,1527,5429,10266,3718,19455,1784,10515,820,54355,5053,15008,15748,18399,13580,17011,5361,12339,1634,104138,23887,66274,35206,24923,33225,17487,13172,20129,4067,238375,32848,64134,27557,20151,33455,13164,12767,15632,3731,223433,31573,49502,23201,19117,34535,13043,13708,16433,3047,204156,17212,29286,14454,11901,22724,8970,10106,12126,1726,128503,3731,6653,2631,2075,4730,2514,2307,2750,570,27962,394,672,210,114,330,247,125,273,223,2589,40,68,21,19,30,28,5,19,80,317,115568,233135,124457,106953,146329,91918,59344,90225,15898,983828
UCL302001,229,313,1519,2747,798,5659,418,2792,254,14730,1327,2904,3962,4609,2673,4579,960,2946,403,24358,6237,11835,9952,7001,6669,5219,2485,5050,882,55320,8276,12498,8870,6089,7873,4688,2686,4430,1011,56426,8173,10040,7504,5948,8558,5213,3082,4732,898,54143,5131,6673,4593,3632,6044,4033,2401,3676,562,36762,1561,1921,1053,708,1612,1457,740,1016,256,10325,198,198,63,57,137,136,47,109,80,1033,23,18,5,7,10,12,3,4,33,109,31156,46404,37516,30798,34368,31006,12823,24755,4379,253203
UCL303001,61,80,405,692,196,1556,75,658,61,3774,245,673,1083,1070,563,862,207,649,90,5436,1276,3122,2563,2181,1634,1146,661,1126,229,13932,1822,3476,2309,2187,2199,1197,788,1266,253,15499,2051,3206,1952,1917,2265,1307,935,1381,275,15286,1400,2074,1253,1100,1621,917,722,1079,158,10317,303,473,257,196,375,287,232,279,60,2460,43,42,13,8,30,25,16,32,23,222,8,4,3,0,0,9,0,3,8,33,7208,13152,9824,9350,8883,7306,3631,6466,1143,66957
UCL303002,96,135,833,1496,321,2583,157,1461,96,7177,469,846,1822,1742,905,1569,306,1088,126,8873,1934,4169,4138,2573,2176,1732,772,1704,250,19441,3316,5625,3865,2589,3099,1862,944,1789,381,23478,3701,5682,3565,2847,3942,2406,1182,2110,332,25766,2418,3689,2234,1831,2792,1896,976,1738,228,17807,732,933,345,291,599,560,284,399,92,4234,78,101,25,14,34,43,25,49,35,402,8,4,3,0,4,3,0,4,20,42,12756,21188,16827,13389,13868,12658,4637,10350,1557,107220
UCL303003,41,53,415,553,215,1014,46,613,27,2968,229,567,969,780,607,674,202,669,49,4745,824,2317,1762,1161,1259,730,524,1016,105,9707,948,2186,1182,932,1194,586,508,840,101,8485,1109,2128,1040,979,1411,598,569,932,104,8876,754,1577,757,709,1078,527,555,764,87,6812,233,366,177,152,218,151,145,211,35,1687,29,27,18,15,14,11,6,22,25,176,3,0,0,0,3,0,5,0,3,20,4176,9232,6322,5291,5991,4305,2549,5069,531,43469
UCL303004,52,87,527,1139,274,1963,156,988,61,5249,395,1079,1676,2573,952,1416,539,938,135,9709,1499,4391,3408,2902,2222,1277,1262,1296,269,18521,1980,3794,2436,1980,2427,1044,1214,1279,266,16425,2050,3246,2009,1953,2614,1057,1277,1417,207,15835,1186,2047,1227,1114,1701,714,990,1157,141,10274,223,406,217,184,326,165,213,270,25,2031,26,34,26,11,21,20,22,29,13,188,3,5,0,0,4,0,0,4,3,26,7410,15087,11536,11847,10541,7646,5676,7374,1128,78252
UCL311001,24,11,119,203,83,573,39,305,22,1373,123,131,330,276,167,292,98,399,25,1844,351,638,656,443,447,364,264,681,62,3908,389,685,515,438,445,315,295,438,69,3592,380,662,502,491,632,299,363,557,50,3938,277,447,433,385,412,252,310,454,31,3002,76,76,61,54,91,35,68,87,8,558,18,11,3,3,5,6,5,11,13,81,0,0,0,0,0,3,0,0,3,15,1644,2663,2623,2291,2283,2138,1436,2928,289,18295
UCL311002,12,10,114,195,60,474,34,231,18,1160,54,164,223,257,93,222,58,186,16,1279,246,645,521,467,276,277,132,294,45,2898,384,794,538,550,405,312,185,347,51,3572,441,797,507,614,555,376,257,462,57,4063,356,562,395,449,386,271,223,360,37,3039,78,137,62,51,65,80,43,81,18,622,7,14,5,3,9,5,4,4,14,67,0,3,0,0,0,0,0,0,0,10,1580,3117,2369,2596,1857,2024,933,1965,259,16694
