UCL_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL422064,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,3,0,8
UCL422065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,13
UCL422066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422067,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,9
UCL422068,0,0,0,0,0,4,5,3,8,3,0,0,5,0,0,0,5,6,3,18
UCL431777,3,37,0,3,3,35,22,29,92,995,866,106,1966,105,82,182,2151,1312,51,3519
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,100,344,41,26,62,404,484,329,1215,22534,17280,1879,41701,2768,2320,5088,46788,24951,649,72391
UCL511001,3,11,0,3,4,15,23,10,57,849,845,81,1775,116,115,235,2012,1051,37,3096
UCL512001,3,8,0,0,0,8,13,4,25,297,366,28,692,34,33,66,758,467,7,1234
UCL512002,0,0,0,0,0,0,12,3,19,264,318,24,611,33,41,73,679,347,7,1038
UCL512003,0,5,0,0,0,6,29,17,50,431,348,41,825,77,63,139,960,598,28,1584
UCL512004,0,7,0,5,5,14,10,6,31,378,186,27,587,42,27,65,655,323,18,995
UCL513001,3,8,0,0,0,13,10,16,35,190,100,14,301,19,20,38,338,215,23,577
UCL513002,0,3,0,0,0,3,7,6,16,96,113,13,220,13,4,24,239,154,15,410
UCL513003,0,3,0,0,0,3,11,7,13,171,44,15,225,23,5,27,254,136,9,402
UCL513004,0,0,4,0,4,4,11,3,14,123,48,12,189,15,5,22,207,146,3,366
UCL514001,0,0,0,0,0,0,4,3,6,50,73,4,135,22,14,34,166,163,5,335
UCL514002,0,4,0,0,0,4,0,0,3,45,77,11,134,4,3,12,150,44,0,193
UCL514003,0,0,0,0,0,0,3,0,4,95,112,10,219,6,4,8,229,77,0,311
UCL514004,0,0,0,3,3,4,7,3,11,83,65,3,147,12,13,22,176,146,3,325
UCL514005,0,4,0,0,0,0,4,3,10,94,79,18,187,16,18,29,220,154,3,378
UCL515001,0,0,0,0,0,0,0,0,0,6,10,0,14,3,3,3,18,13,0,33
UCL515002,0,0,0,0,0,0,0,0,0,4,19,0,27,3,3,4,32,9,0,47
UCL515003,0,0,0,0,0,0,0,0,0,22,17,3,38,0,4,4,43,18,0,67
UCL515004,0,0,0,0,0,0,0,0,3,27,27,0,50,0,5,9,59,28,0,84
UCL515005,0,0,0,0,0,0,0,0,3,16,26,4,53,0,3,4,52,60,4,117
UCL515006,0,3,0,0,0,3,9,5,19,55,30,11,92,7,3,11,103,82,7,194
UCL515007,0,0,0,0,0,0,0,0,0,9,22,3,32,3,0,3,34,11,0,47
UCL515008,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,9,9,0,17
UCL515009,0,0,0,0,0,0,0,0,0,16,47,0,62,3,3,10,73,38,0,112
UCL515010,0,0,0,0,0,0,0,4,3,43,11,3,62,3,3,8,66,96,6,166
UCL515011,0,0,0,0,0,0,0,0,0,15,18,4,39,5,10,12,49,31,0,81
UCL515012,0,0,0,0,0,0,0,0,0,23,17,7,45,3,0,3,50,16,0,70
UCL515013,0,3,0,0,0,0,0,0,6,23,21,3,45,3,3,3,52,15,0,70
UCL515014,0,0,0,0,0,0,0,0,0,15,7,3,22,0,0,0,21,43,5,66
UCL515015,0,0,0,0,0,0,0,0,3,26,27,6,59,4,3,7,67,47,0,113
UCL515016,0,0,0,0,0,0,0,0,0,11,18,0,29,3,0,7,36,21,0,54
UCL515017,0,0,0,0,0,0,0,0,0,8,13,0,27,0,0,0,29,13,0,45
UCL515018,0,3,0,0,0,3,0,0,0,27,4,0,38,3,0,5,42,31,0,72
UCL515019,0,0,0,0,0,0,7,3,9,24,35,5,63,8,3,6,72,64,5,136
UCL515020,0,0,0,0,0,0,13,8,19,52,36,3,88,5,7,11,103,84,8,196
UCL515021,0,0,0,0,0,0,0,0,0,14,10,3,24,0,3,3,27,20,0,51
UCL515022,0,0,0,0,0,0,0,4,4,50,48,7,100,9,6,14,115,84,3,203
UCL515023,0,0,0,0,0,0,3,0,3,21,21,0,49,7,3,7,56,40,3,99
UCL515024,0,0,0,0,0,0,3,0,3,13,17,3,28,3,3,5,42,33,0,72
UCL515025,0,0,0,0,0,0,0,0,0,15,23,3,46,4,3,4,50,48,0,95
UCL515026,0,0,0,0,0,0,7,0,11,48,48,3,107,3,6,6,109,95,6,210
UCL515027,0,0,0,0,0,0,0,0,0,48,9,3,56,0,0,0,58,16,0,72
UCL515028,0,0,0,0,0,0,0,0,0,22,5,0,27,0,0,0,27,0,0,28
UCL515029,0,0,0,0,0,0,0,3,4,28,40,3,73,10,12,22,96,90,3,188
UCL515030,0,0,0,0,0,0,0,0,0,17,24,3,45,6,5,16,58,40,3,92
UCL515031,0,0,0,0,0,0,0,3,3,34,8,5,44,0,4,3,46,5,3,59
UCL515032,0,0,0,0,0,0,0,0,5,27,18,3,48,3,7,11,61,33,3,97
UCL515033,0,0,0,0,0,0,0,0,0,12,14,0,22,3,4,10,26,33,0,64
UCL515034,0,0,0,0,0,0,4,3,6,24,29,8,60,7,7,14,74,38,3,114
UCL515035,0,0,0,0,0,0,0,0,0,23,4,6,37,0,0,0,38,11,0,45
UCL515036,0,0,0,0,0,0,0,0,0,24,31,3,56,7,6,6,63,41,3,111
UCL521001,0,0,0,0,0,0,0,0,0,7,6,0,14,0,0,0,16,3,0,13
UCL521002,0,0,0,0,0,0,0,0,0,12,5,0,14,0,0,0,14,12,0,31
UCL521003,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,15,19,0,31
UCL521004,0,0,0,0,0,0,0,0,0,3,3,0,6,3,3,12,13,32,0,46
UCL521005,0,0,0,0,0,0,0,0,0,20,8,3,28,0,0,3,32,16,4,53
UCL521006,0,0,0,0,0,0,0,0,0,10,8,0,20,0,3,3,22,4,0,32
UCL521007,0,0,0,0,0,0,0,0,0,0,12,4,12,0,0,0,15,6,0,23
UCL521008,0,0,0,0,0,0,0,0,3,3,3,0,9,3,4,3,11,15,3,22
UCL521009,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,6,0,20
UCL521010,0,0,0,0,0,0,0,0,0,7,19,4,25,3,0,3,28,19,0,46
UCL521011,0,0,0,0,0,0,0,0,0,3,9,0,6,0,0,0,12,6,0,13
UCL521012,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,10,0,0,15
UCL521013,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,9,4,0,12
UCL521014,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,5,0,11
UCL521015,0,0,0,0,0,0,0,0,0,17,17,3,33,0,0,0,33,9,0,41
UCL521016,0,0,0,0,0,0,0,0,3,9,5,0,19,4,0,4,22,22,0,49
UCL521017,0,0,0,0,0,0,0,0,0,13,4,0,13,0,3,3,19,13,0,28
UCL521018,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,3,17,12,0,26
UCL521019,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,6,0,0,12
UCL521020,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,9,3,0,14
UCL521021,0,0,0,0,0,0,0,0,0,4,10,0,9,0,0,0,9,3,0,17
UCL521022,0,0,0,0,0,0,0,0,0,6,14,0,20,0,0,0,22,11,0,27
UCL521023,0,0,0,0,0,0,0,0,0,9,10,0,19,0,0,0,24,0,0,24
UCL521024,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,3,8,13,0,22
UCL521025,0,0,0,0,0,0,0,0,0,5,4,0,11,0,3,3,10,10,0,16
UCL521026,0,0,0,0,0,0,3,3,9,18,9,3,29,0,3,5,38,77,3,115
UCL521027,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,11,3,0,14
UCL521028,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,3,5,0,11
UCL521029,0,0,0,0,0,0,0,0,0,8,6,0,15,0,0,3,15,10,0,32
UCL521030,0,0,0,0,0,0,0,0,0,10,3,0,8,3,0,3,9,5,0,24
UCL521031,0,0,0,0,0,0,0,0,0,4,12,0,17,3,0,4,22,20,0,48
UCL521032,0,0,0,0,0,0,0,0,0,16,7,0,23,0,0,0,23,27,0,49
UCL521033,0,0,0,0,0,0,0,0,0,6,7,0,10,0,0,0,10,9,0,16
UCL521034,0,0,0,0,0,0,0,0,0,7,3,0,17,0,0,0,13,5,0,22
UCL521035,0,0,0,0,0,0,0,0,0,10,3,0,10,3,0,3,9,11,0,25
UCL521036,0,0,0,0,0,0,0,0,3,3,0,3,3,0,7,5,12,33,0,41
UCL521037,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,10,7,0,12
UCL521038,0,0,0,0,0,0,0,3,3,3,6,0,8,3,0,3,13,17,3,35
UCL521039,0,0,0,0,0,0,0,0,0,7,6,0,12,0,0,3,12,12,0,27
UCL521040,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,12,11,0,18
UCL521041,0,0,0,0,0,0,0,0,0,13,10,0,24,9,0,9,30,21,0,53
UCL521042,0,0,0,0,0,0,0,0,0,4,8,0,11,0,3,3,14,10,0,27
UCL521043,0,0,0,0,0,0,3,0,4,6,7,0,14,3,0,3,20,12,0,32
UCL521044,0,0,0,0,0,0,3,0,3,13,10,0,24,0,0,4,29,32,0,66
UCL521045,0,0,0,0,0,0,0,0,0,7,3,0,10,3,0,3,9,10,0,21
UCL521046,0,0,0,0,0,0,0,0,0,9,7,0,19,0,0,0,19,16,0,30
UCL521047,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,0,8,10,0,25
UCL521048,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,0,0,12
UCL521049,0,0,0,0,0,0,0,0,0,12,7,0,19,0,0,0,22,10,0,34
UCL521050,0,0,0,0,0,0,0,0,3,7,8,3,12,3,3,8,19,24,0,40
UCL521051,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,16,0,29
UCL521052,0,0,0,0,0,0,0,0,0,10,4,0,15,3,3,4,18,23,4,41
UCL521053,0,0,0,0,0,0,0,0,0,5,8,4,19,4,0,7,20,18,0,41
UCL521054,0,0,0,0,0,0,0,3,4,11,0,4,17,5,0,4,19,13,3,37
UCL521055,0,0,0,0,0,0,3,0,3,13,13,0,27,0,0,3,31,21,0,48
UCL521056,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,8,15,20,0,31
UCL521057,0,0,0,0,0,0,0,0,0,6,7,0,14,0,3,3,13,15,0,30
UCL521058,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,6,0,14
UCL521059,0,0,0,0,0,0,0,0,3,18,9,3,38,3,0,3,40,19,0,56
UCL521060,0,0,0,0,0,0,3,3,3,10,5,0,17,0,0,0,16,20,3,42
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5
UCL522002,0,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,9,3,0,14
UCL522003,0,0,0,0,0,0,0,0,0,4,3,0,7,7,0,9,14,18,0,31
UCL522004,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,24,0,30
UCL522005,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,7,19,0,31
UCL522006,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,4,0,10
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,17
UCL522009,0,0,0,0,0,0,0,0,0,9,9,0,13,0,0,0,15,7,0,21
UCL522010,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,6,0,10
UCL522011,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,6
UCL522012,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,7
UCL522013,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,3,0,11
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522015,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,7,0,10
UCL522016,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,5
UCL522017,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,5
UCL522018,0,0,0,0,0,0,0,0,0,5,6,0,10,0,3,3,16,4,0,22
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,10
UCL522020,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,9,9,0,21
UCL522021,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,13,0,16
UCL522022,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
UCL522023,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,6,5,6,0,15
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
UCL522025,0,0,0,0,0,0,0,0,0,6,0,3,11,0,0,0,11,14,0,20
UCL522026,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,0,0,9
UCL522027,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,8,5,0,21
UCL522028,0,0,0,0,0,0,0,3,3,4,4,0,11,0,0,0,12,0,3,18
UCL522029,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,16,0,25
UCL522030,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,8,12,21,0,34
UCL522031,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,11,14,0,24
UCL522032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,0,16
UCL522033,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,9,5,0,11
UCL522034,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,7,6,0,11
UCL522035,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,11
UCL522036,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,0,13
UCL522037,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,3,12,4,0,11
UCL522038,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6
UCL522039,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,8,4,0,4
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,13
UCL522042,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,6,10,0,13
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
UCL522044,0,0,0,0,0,0,0,0,0,12,0,3,16,0,0,0,15,10,0,29
UCL522045,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,0,0,7
UCL522046,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,0,9
UCL522047,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5
UCL522048,0,0,0,0,0,0,3,13,14,0,0,0,3,0,0,0,3,10,13,20
UCL522049,0,0,0,0,0,0,0,0,0,9,7,4,12,0,0,0,12,0,0,17
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
UCL522052,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,6
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522054,0,0,0,0,0,0,3,0,7,3,0,0,3,0,0,0,4,16,3,19
UCL522055,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,6,0,10
UCL522056,0,0,0,0,0,0,0,0,0,9,3,3,9,0,0,0,10,3,0,15
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11
UCL522058,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,0,6
UCL522059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,13
UCL522060,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,12,0,15
UCL522061,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,3,13,18,0,28
UCL522062,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,7,3,0,9
UCL522063,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,5,6,0,19
UCL522064,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,6,5,0,16
UCL522065,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0,0,14,3,0,18
UCL522066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7
UCL522067,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3
UCL522068,0,0,0,0,0,0,0,0,0,6,5,0,6,4,3,4,14,15,0,31
UCL531777,7,30,0,4,4,34,46,47,127,1008,782,128,1910,153,114,262,2180,1360,80,3615
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,6,33,4,7,8,48,81,42,166,2478,2289,248,5007,200,239,440,5447,3502,81,9031
UCL611001,3,21,0,0,3,25,41,21,87,916,972,111,1998,116,108,224,2227,1492,39,3758
UCL612001,0,9,0,4,4,12,16,5,34,252,315,35,601,38,42,86,686,626,17,1328
UCL613001,0,0,0,0,0,5,18,10,32,240,233,31,508,44,42,83,597,504,12,1110
UCL613002,0,3,0,0,0,7,6,3,14,137,161,13,314,19,17,37,353,261,10,617
UCL614001,0,3,0,0,0,3,5,3,12,65,84,14,162,12,14,22,185,173,3,362
UCL614002,0,3,0,0,0,3,3,3,8,53,60,6,121,15,3,22,146,103,3,251
UCL615001,0,0,0,0,0,0,0,0,3,3,9,0,15,0,0,5,20,38,0,62
UCL615002,0,0,0,0,0,0,0,0,0,6,12,0,23,4,0,3,26,26,3,57
UCL615003,0,0,0,0,0,0,0,0,0,11,13,3,28,0,3,0,33,14,0,46
UCL615004,0,0,0,0,0,0,3,0,3,22,28,0,51,5,0,5,50,54,0,111
UCL615005,0,0,0,0,0,0,0,0,0,68,82,8,154,6,9,15,172,78,0,255
UCL615006,0,0,0,0,0,0,0,0,0,15,20,3,34,7,0,5,36,21,0,60
UCL615007,0,0,0,0,0,0,0,0,4,32,45,9,81,14,12,29,110,138,3,252
UCL615008,0,0,0,0,0,0,0,0,0,35,24,4,66,0,0,0,67,27,0,92
UCL615009,0,0,0,0,0,0,3,0,3,20,27,5,56,3,4,6,58,58,0,117
UCL615010,0,3,0,0,0,3,0,0,5,47,45,5,102,7,8,10,110,75,7,196
UCL615011,0,0,0,0,0,0,0,0,0,29,29,5,61,3,3,7,70,30,0,104
UCL615012,0,0,0,0,0,3,0,0,4,33,31,0,62,5,9,12,75,84,0,164
UCL615013,0,0,0,0,0,0,0,0,0,32,31,0,70,0,3,3,69,33,0,105
UCL615014,0,0,0,0,0,0,0,0,3,45,42,10,98,3,0,7,98,61,0,157
UCL615015,0,0,0,0,0,0,0,0,3,33,29,5,71,7,8,16,83,48,0,136
UCL615016,0,0,0,0,0,0,0,0,0,28,21,3,47,3,0,6,50,32,4,92
UCL615017,0,5,0,0,0,5,0,3,3,35,28,8,70,7,0,6,80,47,0,126
UCL615018,0,0,0,0,0,0,0,0,0,15,11,0,33,0,0,3,35,36,3,75
UCL615019,0,0,0,0,0,0,3,3,7,8,18,0,29,14,0,16,41,40,3,86
UCL615020,0,0,0,0,0,0,0,0,0,17,17,0,38,3,5,6,41,30,0,71
UCL615021,0,0,0,0,0,0,0,0,0,8,10,5,18,0,3,3,26,21,0,43
UCL615022,0,3,0,0,0,3,3,3,12,28,43,0,78,4,3,11,90,54,3,144
UCL615023,0,0,0,0,0,0,0,0,0,16,24,0,39,0,0,0,43,7,0,53
UCL615024,0,0,0,0,0,0,0,0,3,34,44,5,78,3,4,3,82,45,0,132
UCL615025,0,0,0,0,0,0,3,0,3,14,20,3,33,0,5,8,40,46,3,88
UCL615026,0,0,0,0,0,0,0,0,0,11,10,0,24,0,3,6,31,29,0,59
UCL621001,0,0,0,0,0,0,0,0,0,9,6,0,14,0,0,0,13,11,0,19
UCL621002,0,0,0,0,0,0,0,0,0,3,10,0,19,0,0,3,20,15,0,37
UCL621003,0,0,0,0,0,0,0,0,0,7,7,0,14,0,0,0,14,4,0,17
UCL621004,0,0,0,0,0,0,0,0,0,11,10,0,16,0,0,0,16,0,0,16
UCL621005,0,0,0,0,0,0,0,0,0,6,13,0,19,0,0,0,19,9,0,33
UCL621006,0,0,0,0,0,0,0,0,0,9,4,0,16,0,0,0,15,3,0,22
UCL621007,0,0,0,0,0,0,0,0,0,9,19,0,24,0,4,4,27,23,0,51
UCL621008,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,10,0,17
UCL621009,0,0,0,0,0,0,0,0,0,8,8,0,14,0,0,0,14,0,0,17
UCL621010,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,15,0,25
UCL621011,0,0,0,0,0,0,0,0,0,5,10,3,10,0,0,0,10,8,0,20
UCL621012,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,9,0,16
UCL621013,0,0,0,0,0,0,0,0,0,5,10,0,14,0,0,0,14,0,0,18
UCL621014,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,0,13,10,0,27
UCL621015,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,10,19,0,31
UCL621016,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,11,10,0,19
UCL621017,0,0,0,0,0,0,3,0,3,8,6,0,20,0,0,5,20,32,0,54
UCL621018,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,3,12,10,0,26
UCL621019,0,0,0,0,0,0,0,0,0,14,11,0,26,0,0,0,22,4,0,27
UCL621020,0,0,0,0,0,0,0,0,0,3,7,0,12,0,3,3,14,15,3,32
UCL621021,0,0,0,0,0,0,0,0,0,4,4,3,8,0,0,0,13,6,0,17
UCL621022,0,0,0,0,0,0,0,0,0,8,4,3,10,0,0,0,17,0,0,16
UCL621023,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,3,13,11,0,20
UCL621024,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,3,15,3,0,15
UCL621025,0,0,0,0,0,0,0,0,0,6,3,3,16,0,0,0,13,9,0,21
UCL621026,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,11,7,0,19
UCL621027,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,0,10,25,3,35
UCL621028,0,0,0,0,0,0,0,0,3,9,3,0,8,0,0,3,12,23,0,35
UCL622001,0,0,0,0,0,0,0,0,0,3,9,0,16,0,0,0,18,5,3,28
UCL622002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL622003,0,0,0,0,0,0,3,0,3,5,0,0,8,0,0,0,5,9,0,17
UCL622004,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,5,0,0,7
UCL622005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,5
UCL622006,0,0,0,0,0,0,0,0,0,8,6,0,15,0,0,0,16,6,0,23
UCL622007,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,3,0,14
UCL622008,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,0,0,8
UCL622009,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4
UCL622010,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,8,4,0,17
UCL622011,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,7,3,0,8
UCL622012,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,5
UCL622013,0,0,0,0,0,0,0,0,0,5,5,3,15,0,0,0,15,5,0,22
UCL622014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,8
UCL622015,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,10,0,0,10
UCL622016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13
UCL622017,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,3,0,9
UCL622018,0,0,0,0,0,0,0,3,3,6,4,0,10,0,0,0,10,6,3,16
UCL622019,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,10,8,0,16
UCL622020,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,7,6,0,17
UCL622021,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,0,6
UCL622022,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,9,0,12
UCL622023,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,12,4,0,12
UCL622024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
UCL622025,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,8,4,0,15
UCL622026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,15
UCL622027,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,10,0,0,17
UCL622028,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,6,9,0,14
UCL622029,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,6,9,0,12
UCL622030,0,0,0,0,0,0,0,0,0,4,9,0,12,0,0,0,11,8,0,15
UCL622031,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,3,9,7,0,22
UCL622032,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,8,10,0,16
UCL622033,0,0,0,0,0,0,0,0,0,11,4,0,14,0,0,0,14,3,0,15
UCL622034,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,5
UCL622035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,7
UCL622036,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,10,0,17
UCL631777,4,24,0,0,0,22,21,14,56,745,735,82,1561,76,75,152,1711,1173,46,2927
UCL679997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL699994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL703001,10,31,0,0,3,34,42,41,126,1838,603,138,2583,116,73,185,2765,1230,69,4061
UCL712001,3,4,0,0,0,4,11,19,32,412,137,36,582,20,16,38,620,262,23,907
UCL714001,0,0,0,0,0,4,7,0,11,86,20,4,117,6,3,15,126,101,8,235
UCL715001,0,0,0,0,0,0,0,0,3,17,27,0,39,0,3,3,44,111,7,162
UCL715002,0,0,0,0,0,0,0,0,0,16,4,6,24,3,0,5,29,30,0,60
UCL715003,0,0,0,0,0,0,0,3,5,15,4,0,19,5,4,7,24,65,3,93
UCL715004,0,0,0,0,0,0,0,0,0,7,17,0,26,5,0,6,35,66,0,101
