UCL_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL215008,4,0,0,0,4,0,0,4,93,7,0,0,102,0,0,0,102,3,3,107,173,16,14,4,206,3,0,3,207,5,0,213,11,0,0,0,13,0,0,0,13,0,0,13,6,0,0,3,4,0,0,0,4,0,0,4,275,30,14,3,318,3,0,3,326,13,3,339,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,13,0,0,0,13,0,0,13,17,0,0,0,21,0,0,0,21,0,0,21,292,30,14,4,339,3,0,3,342,13,3,358,75,8,6,5,94,3,0,3,97,7,0,108,3,0,0,0,3,0,0,0,3,0,0,3,366,32,18,15,433,9,0,9,444,21,3,463
UCL215009,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,7,56,10,0,0,69,0,0,0,69,3,0,69,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,77,0,0,0,77,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,77,0,0,0,77,7,0,80,16,0,0,0,15,0,0,0,15,0,0,19,4,0,0,0,4,0,0,0,4,0,0,4,77,16,0,0,95,0,0,0,95,8,0,98
UCL215010,21,0,0,0,23,3,0,22,102,5,0,0,110,0,0,3,111,10,0,120,263,28,0,0,289,0,0,0,292,3,0,298,12,6,3,7,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,372,39,3,9,422,3,0,6,426,8,0,436,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,6,0,0,0,6,0,0,10,12,0,0,0,10,0,0,0,10,0,0,13,383,44,3,9,434,3,0,6,440,17,0,449,79,7,4,0,93,0,0,0,89,8,0,98,3,0,0,0,3,0,0,0,3,0,4,6,463,44,6,12,522,5,0,4,530,20,4,555
UCL215011,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,16,3,0,14,44,3,0,0,46,0,0,0,46,0,0,46,4,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,62,4,3,0,67,0,0,0,67,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,65,4,3,0,67,0,0,0,67,3,0,75,33,3,0,0,35,0,0,0,34,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,92,7,3,0,102,0,0,0,107,11,0,117
UCL215012,4,0,0,0,4,0,0,4,95,18,0,0,116,0,3,7,120,3,0,117,150,30,3,0,182,0,0,0,186,12,3,202,13,0,0,3,13,0,0,0,13,0,0,13,5,0,0,0,3,0,0,0,3,0,0,3,261,51,3,3,315,3,3,6,322,12,3,341,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,3,257,51,3,3,319,5,3,8,328,12,3,338,23,11,0,0,35,0,0,0,35,0,0,36,3,0,0,0,3,0,0,0,3,0,0,3,283,68,3,3,359,5,3,8,362,17,3,385
UCL215013,3,0,0,0,3,0,0,4,116,15,0,0,132,5,0,5,138,6,0,149,141,6,0,0,148,4,0,4,151,0,0,151,20,3,3,0,29,0,0,0,29,0,0,29,0,0,0,5,5,0,0,0,5,0,0,5,276,32,3,5,314,9,0,9,320,6,0,325,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,287,32,3,5,320,9,0,9,327,6,0,340,100,17,3,0,126,0,0,0,129,23,0,152,7,0,0,0,7,0,0,0,7,0,0,7,392,52,5,5,450,11,0,11,462,34,0,493
UCL215014,0,0,0,0,0,0,0,0,39,0,3,0,43,0,0,0,43,0,0,41,87,12,0,0,98,3,0,3,106,6,0,108,4,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,6,0,0,0,6,0,0,6,127,15,4,5,159,3,0,3,162,7,0,168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,131,15,4,5,156,3,0,3,162,7,0,166,44,7,0,0,58,0,0,0,58,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,179,30,4,3,215,3,0,3,222,12,0,229
UCL215015,0,0,0,0,0,0,0,0,61,11,3,0,75,0,0,0,75,5,0,79,92,19,0,0,110,0,0,0,110,8,0,118,3,4,0,0,5,0,0,0,5,0,0,5,9,0,0,4,7,0,0,0,7,0,0,7,162,29,3,4,199,0,0,0,199,12,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,29,3,4,199,0,0,0,199,12,0,209,35,18,3,0,51,0,3,7,57,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,192,48,12,4,256,0,3,7,257,14,0,273
UCL215016,4,0,0,0,4,0,0,4,100,9,3,0,112,3,0,3,115,18,0,133,202,30,7,6,243,0,0,0,243,9,0,249,18,3,8,0,25,0,0,0,26,0,0,28,0,0,0,3,3,0,0,0,3,0,0,3,313,44,10,10,386,3,0,0,389,30,0,415,6,0,0,0,6,0,0,0,6,3,0,6,4,0,0,0,8,0,0,0,8,3,0,9,12,0,0,0,15,0,0,0,15,7,0,20,330,44,10,11,396,3,0,0,399,34,0,433,167,14,0,5,188,4,0,7,198,26,4,226,0,0,0,0,0,0,0,0,0,0,7,7,496,57,10,20,583,6,3,12,593,60,4,661
UCL215017,13,0,0,0,13,0,0,14,55,11,0,0,61,4,0,4,64,5,0,74,183,18,0,0,204,3,0,3,206,9,0,210,14,0,5,0,20,0,0,0,20,3,0,18,0,0,0,0,3,0,0,0,3,0,0,3,256,26,5,0,281,4,0,4,292,15,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,3,251,26,5,0,286,4,0,4,288,18,0,304,82,4,0,6,89,5,0,5,99,11,3,110,0,0,0,0,0,0,0,0,0,0,0,0,334,29,5,7,374,14,0,14,389,26,3,412
UCL215018,3,0,0,0,3,0,0,3,56,17,3,0,78,4,0,4,76,0,0,76,160,13,3,3,175,0,0,0,175,5,0,177,8,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,3,0,0,0,3,7,0,8,226,26,8,0,266,4,0,4,265,8,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,26,8,0,267,4,0,4,267,8,0,272,63,8,0,0,76,14,0,14,88,7,0,94,0,0,0,0,0,0,0,0,0,0,0,0,293,36,8,0,344,14,0,14,358,12,0,369
UCL215019,0,0,0,0,0,0,0,0,50,16,0,0,68,0,0,0,71,9,0,77,85,17,0,3,108,0,0,0,108,3,0,108,10,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,142,43,4,3,183,0,0,0,183,11,0,200,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,142,42,4,3,186,0,0,0,191,11,0,199,54,25,6,4,89,0,0,0,89,6,0,98,0,0,0,0,0,0,0,0,0,0,0,0,196,69,3,7,271,5,0,5,276,19,0,299
UCL215020,0,0,0,0,0,0,0,0,18,0,0,0,23,0,0,0,23,4,0,23,52,3,8,0,62,3,0,3,68,6,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,10,8,0,88,3,0,3,87,9,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,10,8,0,88,3,0,3,87,9,0,99,30,0,0,0,30,0,3,3,37,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,106,10,8,0,121,3,3,11,128,16,0,145
UCL215021,0,0,0,0,0,0,0,0,34,3,0,3,40,0,0,0,40,3,0,43,74,20,0,0,88,0,0,0,88,4,0,91,4,3,0,0,5,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,106,22,0,3,136,0,0,0,137,6,0,140,0,0,0,0,0,4,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,7,0,0,7,113,22,0,3,140,6,0,6,143,6,0,151,27,3,4,4,34,0,0,0,34,15,0,48,0,0,0,0,0,0,0,0,0,0,0,0,136,31,4,5,173,6,0,6,180,20,0,196
UCL215022,5,0,0,0,5,0,0,9,60,17,0,0,75,3,0,3,79,9,0,85,153,18,8,0,183,4,0,4,186,21,0,214,10,3,3,0,17,3,0,3,21,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,226,39,9,0,268,14,0,14,282,34,0,316,3,4,0,0,8,0,0,0,8,0,0,11,14,0,0,0,15,3,0,3,18,3,0,17,14,5,0,0,23,3,0,3,27,3,0,32,238,41,9,0,293,15,0,15,310,33,0,344,110,19,0,4,133,15,3,25,155,53,0,205,0,0,0,0,0,0,0,0,0,0,7,7,347,60,9,6,429,31,3,37,458,91,8,558
UCL215023,0,0,0,0,0,0,0,0,55,4,0,0,59,0,0,0,59,0,0,59,80,0,0,0,85,0,0,0,85,6,0,89,5,3,0,0,13,0,3,4,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,142,14,0,0,155,0,3,4,161,6,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,145,14,0,0,159,0,3,4,165,6,0,170,40,9,0,3,50,4,0,4,56,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,181,23,6,3,213,8,3,6,218,16,0,237
UCL215024,0,0,0,0,0,0,0,0,45,3,0,0,55,0,0,0,55,3,0,56,88,3,4,4,101,0,0,0,104,0,0,99,0,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,131,10,7,4,155,0,0,0,157,3,0,162,7,0,0,0,7,3,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,3,8,0,0,8,143,10,7,4,165,3,0,3,170,3,0,168,31,8,3,0,43,0,0,0,43,7,0,42,0,0,0,0,0,0,0,0,0,0,4,4,176,16,6,4,208,3,0,3,208,5,4,222
UCL215025,0,0,0,0,0,0,0,0,19,0,0,0,23,0,0,0,23,0,0,26,44,3,0,0,44,4,0,4,45,3,0,53,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,3,70,4,0,3,78,4,0,4,83,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,3,78,4,0,4,84,3,0,87,26,9,0,3,39,0,0,0,39,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,102,16,0,9,121,4,0,4,123,10,0,131
UCL215026,4,0,0,0,4,0,0,4,96,10,0,3,113,0,0,0,109,3,0,112,194,30,0,0,225,11,0,11,235,18,0,250,16,0,3,0,21,0,0,0,21,0,0,21,3,0,0,3,11,0,0,0,11,0,0,11,310,43,3,3,366,7,0,7,372,18,0,393,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,11,9,0,0,0,11,0,0,0,11,0,0,11,324,43,8,3,375,7,0,7,384,18,0,407,51,29,0,4,82,0,4,6,86,4,3,98,6,0,0,0,6,0,0,0,6,0,0,3,380,74,8,8,463,7,4,15,475,23,3,502
UCL215027,0,0,0,0,0,0,0,0,37,5,7,0,45,0,0,0,50,5,0,56,114,14,0,0,136,5,0,5,139,3,0,143,12,3,3,0,20,0,0,0,20,0,0,20,6,0,0,0,10,0,0,0,10,0,0,10,169,26,13,0,208,5,0,6,214,11,0,224,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,177,26,13,0,216,5,0,6,217,11,0,229,84,4,0,0,94,4,0,4,99,20,0,114,3,0,0,0,3,0,0,0,3,0,0,3,265,29,15,3,308,7,0,14,319,26,0,347
UCL215028,0,0,0,0,0,0,0,0,52,16,0,0,62,0,0,0,68,3,0,73,116,40,0,0,161,0,0,0,162,11,0,170,14,0,0,0,16,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,180,55,0,0,247,0,0,3,246,15,0,263,0,4,0,0,4,0,0,0,4,0,0,4,6,4,0,0,11,0,0,0,11,0,0,11,6,7,0,0,12,0,0,0,12,0,0,14,185,65,0,0,256,0,0,3,255,16,0,273,51,17,7,4,72,0,0,0,75,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0,234,84,6,7,327,0,0,3,332,23,0,359
UCL215029,10,0,0,0,10,0,0,11,53,6,0,0,62,0,0,0,62,10,0,65,115,6,3,0,128,0,0,0,128,3,0,135,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,180,13,3,3,199,0,0,0,199,9,0,208,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,8,0,0,0,8,0,0,8,185,18,3,3,210,0,0,0,210,9,0,214,82,4,5,0,94,0,0,0,95,22,0,124,0,0,0,0,0,0,0,0,0,0,0,0,272,26,9,3,304,0,0,0,308,31,0,342
UCL215030,3,0,0,0,3,3,0,3,24,0,0,0,24,0,0,0,24,0,0,29,37,8,0,4,53,0,0,0,53,9,0,59,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,4,84,0,0,0,84,9,0,96,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,4,0,0,4,4,0,0,0,5,3,0,3,8,0,0,8,75,12,0,4,91,3,0,3,92,9,0,98,45,0,0,0,42,0,0,0,47,18,0,62,0,0,0,0,0,0,0,0,0,0,0,0,119,9,0,4,134,3,0,3,141,25,0,163
UCL215031,0,0,0,0,0,0,0,0,23,6,0,0,28,0,0,0,28,3,0,29,76,11,7,0,98,0,3,3,99,0,0,99,0,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,107,23,10,0,133,0,3,3,131,3,0,138,0,0,0,0,0,3,0,3,3,0,0,3,3,0,0,0,3,0,0,0,3,3,0,6,3,0,0,0,3,3,0,3,5,3,0,4,108,23,10,0,138,3,3,3,136,4,0,143,26,5,3,0,32,3,0,3,32,7,0,40,3,0,0,0,3,0,0,0,3,0,0,3,130,30,8,0,169,3,3,4,173,14,0,185
UCL215032,0,0,0,0,0,0,0,0,85,18,0,0,102,0,0,0,102,0,0,100,122,17,0,0,137,0,0,0,139,0,0,139,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,215,32,0,0,248,0,0,0,249,4,0,254,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,4,6,0,0,0,6,0,0,0,8,0,0,7,221,32,0,0,259,3,0,3,259,4,0,262,51,13,3,0,62,0,0,0,62,6,0,70,0,0,0,5,5,0,0,0,5,0,0,5,271,46,4,7,327,3,0,3,328,12,0,341
UCL215033,11,0,0,0,8,0,0,8,210,15,3,0,226,5,0,5,233,4,0,237,289,10,6,3,312,0,0,0,312,0,4,312,36,0,3,0,47,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,539,23,8,6,577,5,0,5,587,4,4,593,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,12,0,0,0,12,0,0,12,16,0,0,0,14,0,0,0,14,0,0,14,556,26,8,6,595,5,0,5,604,4,4,613,127,12,3,4,143,3,0,3,148,11,0,161,0,0,0,0,0,0,0,0,0,0,0,0,683,34,17,6,742,6,0,6,749,14,4,766
UCL215034,0,0,0,0,0,0,0,0,10,0,3,0,11,0,0,0,11,3,0,17,52,3,3,0,64,0,0,0,64,10,0,68,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,4,4,0,0,0,4,0,0,4,75,3,6,4,87,0,0,0,87,6,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,9,6,4,93,0,0,0,93,6,0,101,18,0,0,0,14,0,0,0,14,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,92,5,6,4,107,0,0,0,107,12,0,119
UCL215035,7,0,0,0,7,0,0,5,37,0,0,3,40,0,0,0,40,0,0,40,144,12,0,0,155,0,0,0,153,0,0,159,13,0,0,0,13,0,0,0,13,0,0,13,4,0,0,0,8,0,0,0,8,0,0,8,198,11,0,4,213,0,0,0,212,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,3,11,0,0,11,5,0,0,0,5,3,0,3,11,0,0,11,203,11,0,4,219,3,0,3,221,0,0,222,68,3,7,0,76,0,0,0,76,9,0,88,0,0,0,0,0,0,0,0,0,0,0,0,268,16,5,8,294,3,0,3,300,5,0,308
UCL215036,0,0,0,0,0,0,0,0,40,4,0,0,42,0,0,0,42,0,0,42,115,7,0,0,128,0,0,0,125,0,0,125,13,3,3,0,19,0,0,0,19,0,0,20,0,0,0,5,4,0,0,0,4,0,0,4,162,19,3,5,192,0,0,0,197,0,0,197,3,0,0,0,3,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,169,19,3,5,202,6,0,6,202,0,0,205,49,10,0,0,62,3,0,3,68,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,221,32,3,5,261,7,0,7,272,3,0,277
UCL215037,0,0,0,0,0,0,0,0,17,3,3,4,27,0,0,0,31,3,0,35,26,3,0,0,32,0,0,0,32,0,0,32,3,0,3,3,8,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,49,11,3,9,64,5,0,5,72,3,0,77,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,49,14,3,9,67,5,0,5,74,3,0,75,25,10,0,3,38,0,0,0,38,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,71,21,3,6,107,5,0,5,107,9,0,120
UCL215038,4,0,0,0,4,0,0,4,44,5,0,0,46,0,0,0,46,4,0,54,70,3,0,0,74,0,0,0,74,7,0,85,3,3,0,0,8,6,0,6,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,119,10,0,0,133,6,0,6,138,18,0,156,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,124,10,0,0,140,6,0,6,146,18,0,159,45,3,0,0,53,0,0,0,53,21,0,70,0,0,0,0,0,3,0,3,3,0,0,3,173,12,5,0,191,9,0,9,201,35,0,233
UCL215039,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,24,0,0,24,45,5,4,0,53,0,0,0,53,6,0,59,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74,5,3,0,86,0,0,0,86,6,0,90,3,0,0,0,4,7,0,7,4,0,0,4,0,3,0,0,3,0,0,0,3,0,0,3,4,3,0,0,7,7,0,7,7,0,0,7,77,11,3,0,92,7,0,7,96,6,0,99,27,7,3,4,32,0,0,0,39,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,104,16,5,4,126,3,0,3,131,17,0,148
UCL215040,3,0,0,0,3,0,0,3,73,8,3,0,80,3,0,8,93,0,0,93,192,15,0,0,200,0,0,0,200,7,0,211,18,0,3,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,278,18,6,0,306,3,0,8,316,7,0,325,4,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,5,5,3,0,0,3,11,0,0,0,11,0,5,5,14,0,0,14,286,18,6,0,319,3,3,7,323,13,0,336,117,20,3,4,139,3,0,3,146,11,0,152,0,0,0,0,0,0,0,0,0,0,0,0,399,41,11,5,453,9,3,16,470,21,0,495
UCL215041,0,0,0,0,0,0,0,0,67,12,0,0,79,0,0,0,84,3,0,85,170,3,3,0,182,0,0,0,182,0,0,184,26,0,3,0,32,0,0,0,32,0,0,32,3,0,0,3,6,0,0,0,6,7,0,11,275,15,5,4,296,3,0,3,298,16,0,315,0,0,0,0,0,3,0,3,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,3,0,3,11,0,0,11,277,15,5,4,304,3,0,3,307,16,0,318,100,12,3,8,128,0,3,3,131,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,380,31,12,9,429,3,3,8,434,21,0,455
UCL215042,0,0,0,0,0,0,0,0,39,7,0,0,48,0,0,0,48,3,0,52,137,20,4,3,159,0,0,0,159,4,0,166,11,0,6,3,15,0,0,0,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,182,26,8,4,229,0,0,0,229,6,0,230,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,3,0,0,3,188,26,8,4,230,0,0,0,230,6,0,236,26,9,0,0,40,0,0,0,42,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,217,42,10,4,270,3,0,3,275,9,0,287
UCL215043,3,0,0,0,3,0,0,3,57,6,0,0,68,0,3,7,74,3,0,70,159,31,3,0,192,0,0,3,193,7,0,200,14,0,9,0,26,0,3,3,24,3,0,31,3,3,0,0,9,0,0,0,9,0,0,9,228,47,12,4,286,3,7,10,298,12,0,310,8,0,0,0,8,0,0,0,9,3,0,10,8,3,0,0,8,0,0,0,6,0,0,12,11,3,0,0,12,3,0,3,18,0,0,17,237,49,12,4,304,8,7,14,310,16,0,329,101,11,0,3,116,10,3,7,126,14,0,147,0,0,0,0,0,0,0,0,0,0,0,0,339,60,12,4,417,10,11,19,439,34,0,471
