SED_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED30038,7,101,5,30,13,3,0,0,0,161,7,34,0,3,9,0,0,0,0,56,147,944,51,186,300,92,13,61,12,1804,0,0,3,10,6,3,0,0,0,23,23,81,13,94,64,18,7,22,4,328,86,103,41,336,264,97,14,47,13,1008,101,79,158,565,368,153,40,119,19,1598,8,9,7,36,38,42,9,24,5,180,22,13,13,77,76,26,16,30,0,269,4,10,6,12,24,12,3,5,3,81,3,17,10,46,35,18,4,29,21,184,449,1646,318,1435,1251,463,97,362,78,6104,0,10,0,4,0,0,0,0,0,16,15,107,0,3,0,0,0,3,0,138,78,341,19,39,75,30,20,37,11,653,3,13,0,0,4,0,0,0,0,27,25,148,7,33,28,6,0,0,0,252,21,48,3,8,14,3,0,0,0,89,308,1595,189,278,416,141,86,141,27,3186,0,3,5,12,5,5,0,3,3,40
SED30039,45,299,5,19,52,7,0,3,10,450,15,74,0,3,10,3,0,0,0,112,418,2307,95,328,539,208,13,76,36,4015,0,0,0,4,3,0,0,0,0,5,49,136,11,50,78,30,3,11,3,363,62,85,19,143,132,63,0,12,12,539,43,47,80,167,163,97,0,37,5,644,3,5,3,32,29,24,4,0,0,97,13,17,3,27,45,25,0,11,0,143,6,20,5,4,18,3,0,0,0,67,13,40,3,8,12,12,0,3,10,107,869,4278,255,875,1256,506,24,180,98,8338,13,31,0,0,3,3,0,0,0,57,119,1123,17,7,19,6,0,4,5,1312,510,1577,75,103,255,72,10,74,37,2707,17,66,0,3,6,3,3,0,0,101,108,470,18,23,81,20,4,12,8,741,28,110,5,11,22,5,0,0,5,177,1168,4581,286,524,799,388,52,210,107,8115,0,0,0,4,3,0,0,0,0,5
SED30040,15,140,6,35,8,11,0,0,3,216,4,41,0,3,8,0,0,0,0,59,121,1053,20,153,185,53,11,25,18,1642,3,0,0,9,0,0,0,0,0,8,49,99,16,86,72,17,0,13,0,360,97,139,36,351,257,93,8,43,16,1032,117,119,210,713,533,219,45,139,15,2122,9,5,6,40,57,62,0,27,0,205,12,20,14,104,79,42,3,14,4,296,3,12,0,10,16,12,0,8,0,70,12,16,6,36,32,32,7,24,24,197,470,1865,329,1545,1274,552,77,293,77,6498,3,4,0,0,0,0,0,0,0,12,5,53,3,0,3,0,0,3,0,66,76,291,10,16,30,16,3,8,4,454,3,13,0,0,3,0,0,0,0,21,23,198,10,44,25,10,0,0,3,316,11,54,3,3,10,4,0,0,0,89,269,1587,95,229,264,99,38,71,23,2671,0,0,0,6,0,0,0,0,0,16
SED30041,19,116,3,32,16,0,0,0,5,203,8,46,0,7,7,0,0,0,0,66,143,1013,33,127,194,43,5,23,14,1594,0,0,0,0,0,0,0,3,0,6,36,116,16,85,90,11,6,11,8,366,118,149,29,340,271,74,8,37,10,1042,161,128,237,715,547,215,52,165,18,2229,18,11,9,31,64,52,9,25,0,223,19,25,20,98,83,40,8,32,0,325,5,4,3,15,16,8,0,8,0,53,16,18,13,49,30,15,0,37,20,192,588,1858,373,1514,1338,479,91,327,78,6625,4,8,4,0,0,0,0,0,0,13,9,67,0,0,0,0,0,0,0,79,83,273,7,20,32,6,0,0,4,422,4,17,0,0,3,3,0,0,0,24,33,171,6,41,21,0,0,3,5,287,12,59,5,7,9,3,0,0,0,102,299,1506,91,201,240,76,17,46,23,2495,0,3,4,3,0,0,0,4,3,22
SED30042,19,152,4,31,25,7,0,3,0,245,9,54,0,0,3,3,0,0,3,80,146,1095,47,164,264,84,3,39,10,1856,3,0,0,4,4,3,0,0,0,17,55,107,25,106,108,20,3,11,0,431,126,124,51,405,337,103,15,45,9,1209,163,138,249,713,623,251,31,134,25,2331,9,6,9,35,68,50,10,21,0,222,24,13,6,99,106,46,5,20,3,315,10,14,4,11,30,11,8,3,3,92,7,22,11,42,41,32,3,19,14,193,610,1935,410,1626,1651,616,81,302,72,7311,3,5,0,0,0,3,0,0,0,12,8,53,3,0,0,0,0,0,0,70,83,271,16,19,50,10,9,9,11,480,13,15,0,0,3,0,0,0,0,32,36,197,5,41,35,13,0,3,4,336,23,66,0,8,11,7,0,0,3,112,339,1696,124,228,375,128,47,81,21,3035,3,0,4,3,4,3,3,3,0,21
SED30043,14,143,6,29,27,3,0,0,0,220,13,52,0,0,10,0,0,0,0,80,178,1293,55,201,285,100,3,31,10,2154,0,3,0,6,0,3,0,0,0,16,59,142,16,115,130,42,4,12,3,522,106,147,47,338,286,110,12,28,7,1078,148,99,219,648,502,270,20,99,12,2021,19,15,13,42,57,60,0,23,0,229,22,37,9,82,99,54,5,22,0,338,9,11,6,14,24,12,0,8,3,84,12,21,6,43,41,44,3,23,18,211,633,2250,382,1526,1491,699,54,249,62,7343,3,6,0,0,0,0,0,0,0,16,3,115,0,0,3,0,0,0,0,127,118,371,11,19,43,10,0,11,4,586,3,32,0,3,0,0,0,0,0,38,30,206,11,30,29,4,3,4,4,325,29,72,0,8,9,4,0,0,0,128,429,2092,158,291,358,168,18,81,26,3619,0,6,0,6,0,3,0,3,0,22
SED30044,23,166,0,27,20,5,0,3,3,254,4,57,0,7,17,0,0,0,0,83,183,1411,55,164,214,51,5,32,12,2125,0,5,0,9,0,3,0,0,0,18,49,125,12,86,71,15,0,8,7,381,95,127,28,277,195,53,3,20,7,809,132,126,261,577,553,199,38,97,19,2003,25,12,9,54,60,53,8,22,0,240,22,17,8,82,73,36,0,20,3,261,4,20,0,14,7,4,0,5,0,52,18,29,9,50,42,32,6,37,17,243,604,2359,395,1354,1276,457,67,247,67,6823,3,19,0,0,0,0,0,0,0,25,15,153,0,0,3,0,0,0,0,173,93,311,13,27,26,0,4,3,0,492,4,26,4,0,3,3,0,0,0,37,42,251,14,38,29,5,0,9,0,389,25,66,3,11,20,0,0,3,3,130,375,2062,165,250,275,76,36,74,17,3334,0,8,0,7,0,3,0,3,0,22
SED30045,27,108,3,28,15,3,4,0,0,183,7,33,3,0,8,3,0,0,0,57,141,989,53,119,185,50,3,111,10,1666,0,3,0,7,3,3,0,0,0,13,55,103,7,98,81,20,6,19,4,386,144,130,52,301,247,62,7,59,6,1017,138,112,261,582,521,186,43,160,15,2012,12,6,15,33,67,49,3,37,0,226,17,13,11,90,89,45,9,32,4,315,5,9,4,3,16,7,3,27,7,85,30,36,14,53,53,36,3,45,21,278,615,1752,431,1324,1307,460,87,502,76,6543,3,10,0,0,5,0,0,0,0,14,13,82,0,0,5,0,0,0,0,100,77,236,11,10,23,3,4,22,0,395,4,12,0,0,3,0,0,0,0,21,36,149,7,38,17,5,4,3,3,254,10,43,3,6,15,3,0,0,0,83,316,1367,109,167,226,84,22,199,20,2512,0,4,3,6,3,3,0,3,0,21
SED30046,12,78,0,36,11,0,0,0,0,142,6,27,0,4,9,0,0,0,0,43,111,763,35,119,216,64,8,49,8,1378,0,3,0,9,8,4,0,0,0,25,47,94,17,71,91,19,0,24,5,366,96,98,43,324,294,71,13,43,16,1005,120,119,211,563,551,186,52,150,17,1973,9,10,5,43,70,37,6,25,0,202,13,26,14,73,108,51,8,19,6,318,12,15,9,11,28,12,4,6,0,100,15,20,11,40,47,25,6,18,25,209,486,1387,363,1306,1452,481,101,338,84,5994,0,8,0,0,3,0,0,0,0,12,6,35,3,0,5,0,0,0,0,55,58,165,13,16,29,16,9,8,4,330,3,16,0,0,3,0,0,0,0,24,25,98,8,40,18,3,0,0,0,198,10,37,0,4,6,0,0,0,0,62,239,1095,102,154,292,107,58,106,25,2170,4,3,0,9,8,4,0,0,0,30
SED30047,26,189,4,27,38,8,0,0,3,296,28,76,0,4,16,0,0,0,0,118,291,1475,61,213,390,91,13,43,20,2600,3,0,0,7,8,0,0,0,0,19,64,152,21,85,127,31,5,12,4,502,139,162,56,299,353,89,6,36,17,1155,111,126,185,468,428,150,31,122,19,1650,9,14,7,26,41,24,0,14,3,139,22,21,10,51,105,41,12,28,3,301,3,16,0,13,17,7,0,5,0,64,15,26,5,29,40,26,3,18,24,179,823,2657,367,1238,1629,480,74,276,103,7645,3,22,0,0,5,0,0,0,0,32,27,147,0,0,6,0,0,0,0,185,240,515,25,34,90,25,8,9,7,950,5,24,0,0,5,3,0,0,0,42,62,270,18,34,47,9,0,3,5,446,38,95,3,9,18,6,3,0,3,182,708,2433,189,301,533,165,47,88,39,4506,3,0,3,11,8,3,0,0,0,34
SED30048,15,123,0,15,12,3,0,0,0,164,4,46,0,5,4,0,0,0,0,59,105,1071,25,126,153,51,10,51,8,1594,0,0,0,3,0,0,0,0,0,8,21,93,13,66,53,20,4,12,0,277,73,103,36,191,171,42,7,33,3,660,103,99,196,437,403,178,56,131,12,1612,10,8,8,38,40,40,6,20,0,174,16,9,5,53,48,29,10,19,0,198,4,10,3,6,14,4,0,6,0,48,19,11,18,42,22,28,3,26,14,188,393,1724,310,1004,938,407,95,297,42,5213,0,8,0,0,0,0,0,0,0,12,5,52,0,0,0,0,0,0,0,64,54,211,17,24,20,6,4,4,0,337,3,10,0,0,3,0,0,0,0,22,27,157,9,18,13,5,4,3,0,235,9,58,3,5,6,0,0,3,0,82,230,1583,133,182,188,76,54,83,18,2551,0,0,0,3,0,0,0,0,0,13
SED30049,32,208,3,23,28,13,0,3,3,306,11,77,0,0,9,0,0,0,0,103,295,1784,63,255,487,155,13,81,49,3186,0,3,0,7,0,0,0,0,0,10,58,141,15,67,108,49,0,14,5,461,98,108,43,191,237,68,0,30,10,792,77,71,98,279,289,103,24,54,8,1010,8,11,9,24,46,33,3,12,0,137,18,16,8,66,84,35,4,23,0,247,8,26,3,7,25,7,0,3,3,91,7,32,8,33,39,13,0,7,18,147,731,3074,257,1013,1502,523,40,246,103,7485,3,18,0,3,4,0,0,0,0,32,36,286,3,4,10,0,3,0,3,349,341,924,46,66,175,95,23,38,13,1724,18,37,0,0,7,4,0,0,0,70,67,319,15,34,39,11,3,6,7,496,33,105,7,5,17,0,3,0,0,166,777,3233,222,382,732,289,102,202,94,6033,3,3,0,10,4,0,0,3,0,17
SED30050,28,197,3,37,23,8,0,0,0,292,15,63,0,5,6,0,0,0,0,91,226,1564,58,271,311,99,3,66,20,2628,0,0,0,14,3,0,0,3,0,24,80,156,32,125,118,55,0,20,11,587,124,175,58,361,244,103,7,52,10,1127,153,103,283,595,445,276,20,128,15,2031,12,3,17,37,52,48,4,14,3,192,37,21,17,93,101,62,0,24,3,349,13,21,4,17,29,15,0,6,5,107,18,33,13,45,39,44,0,14,24,229,766,2708,493,1620,1424,730,47,347,94,8231,3,29,0,0,3,4,0,0,0,35,17,130,0,0,8,3,0,0,0,160,110,469,15,32,73,27,3,42,12,778,11,23,3,3,3,3,0,0,0,43,51,291,13,49,30,17,0,5,0,455,17,76,7,10,8,3,3,0,0,126,547,2551,170,391,387,203,42,122,45,4466,3,0,0,16,3,4,0,4,0,30
SED30051,4,98,0,17,9,0,0,0,0,136,6,30,0,3,3,0,0,0,0,44,86,743,14,90,96,19,3,15,3,1070,0,7,0,8,0,3,0,0,0,19,29,106,8,83,63,22,0,13,0,327,68,80,27,213,165,33,4,32,4,622,88,94,175,597,386,151,17,123,15,1638,14,3,9,50,69,59,0,30,5,233,17,9,20,75,52,28,0,21,3,226,4,17,0,6,12,10,0,3,0,51,22,22,9,66,40,29,4,32,21,241,343,1327,259,1210,902,350,35,279,54,4760,0,3,0,0,0,0,0,0,0,3,8,23,0,0,0,0,0,0,0,39,30,150,0,3,11,6,0,3,0,199,0,11,0,0,0,0,0,0,0,10,12,131,0,27,20,0,0,0,3,198,14,41,0,3,3,0,0,0,0,67,154,1023,31,132,119,28,11,28,9,1532,0,9,0,8,0,3,0,3,0,23
SED30052,28,151,0,23,18,13,0,0,5,244,11,34,0,3,9,3,0,0,0,59,319,1535,60,283,390,167,14,64,27,2856,5,0,0,10,3,7,0,0,0,20,114,158,12,118,155,77,3,17,4,659,145,161,53,383,303,189,10,46,12,1295,150,115,240,450,446,232,12,61,10,1718,13,13,10,37,50,34,0,16,0,173,23,30,10,75,110,66,0,30,0,349,13,27,3,20,34,23,0,8,3,141,24,49,6,31,48,34,6,24,19,245,939,2809,402,1468,1625,871,53,280,87,8541,0,24,0,0,0,0,0,0,0,30,11,197,4,0,7,0,0,4,3,222,209,730,33,57,91,67,4,26,8,1221,7,42,0,3,0,0,0,0,0,55,59,229,7,34,27,13,5,3,3,385,14,51,3,9,9,3,0,0,0,100,730,2699,202,424,545,327,51,154,61,5193,5,4,0,11,3,7,0,0,0,27
SED30053,6,103,0,20,13,0,0,0,0,148,3,51,0,4,6,0,0,0,0,60,139,928,38,75,133,21,15,33,3,1386,0,4,0,5,3,0,0,0,0,8,54,97,16,60,59,10,9,16,4,320,84,98,36,194,178,45,18,32,13,687,138,86,249,432,494,168,107,136,12,1821,13,11,9,31,60,44,9,34,0,225,26,21,15,69,68,32,23,25,3,290,11,5,7,14,10,3,4,3,0,55,24,25,24,42,47,35,14,53,20,288,515,1533,392,952,1081,369,204,336,63,5434,0,9,0,0,0,0,0,0,0,6,3,24,0,0,0,0,0,0,0,26,49,143,6,10,18,3,3,3,0,233,0,9,0,0,0,0,0,0,0,12,23,135,7,18,21,0,0,3,0,208,13,52,3,6,8,0,4,0,0,83,268,1244,100,97,153,32,45,47,12,1995,3,4,0,5,3,0,0,0,0,11
SED30054,66,327,7,22,57,12,0,4,3,497,20,90,0,7,15,3,0,0,3,134,411,2130,73,249,542,159,4,47,38,3659,0,3,0,3,0,0,0,0,0,5,67,218,30,92,129,47,3,18,14,617,105,137,27,186,230,81,4,29,5,797,78,67,112,227,235,105,10,27,10,871,7,14,6,18,40,24,3,3,0,125,19,15,8,50,77,22,0,7,0,204,9,23,8,16,26,7,0,3,0,87,11,31,0,20,28,17,0,6,9,129,1023,4065,286,940,1509,504,21,156,97,8601,8,31,0,0,0,3,0,0,0,50,122,826,14,6,22,4,0,4,5,1000,543,1243,42,52,183,42,8,16,14,2141,24,56,0,7,10,0,0,0,0,93,133,497,14,34,73,14,0,10,3,778,49,123,5,8,24,5,0,3,5,221,1244,3946,210,359,762,268,43,104,85,7025,0,3,0,3,0,0,0,0,0,6
SED30055,19,107,4,42,22,0,0,0,0,200,8,44,0,0,9,0,0,0,0,62,105,955,28,132,189,51,5,60,12,1533,0,3,0,13,8,3,0,0,0,26,58,110,19,124,101,25,7,19,6,449,109,127,42,414,294,92,8,54,9,1163,165,129,249,786,625,277,42,171,14,2465,7,4,4,43,71,64,3,26,3,239,27,16,13,98,90,44,6,26,4,319,3,11,4,10,23,9,3,8,0,70,15,18,10,46,42,35,0,28,24,229,547,1680,382,1719,1472,618,74,412,71,6967,0,3,0,3,0,0,0,0,0,8,3,40,0,0,4,0,0,0,0,52,62,199,9,7,21,17,0,5,3,326,5,8,0,0,0,0,0,0,0,18,37,157,9,50,22,4,0,6,0,283,10,55,0,7,8,0,0,0,0,88,231,1343,100,170,235,90,25,108,21,2315,3,3,3,13,6,4,0,0,0,37
SED30056,82,365,3,21,61,5,0,6,4,546,38,86,0,9,22,0,0,0,0,159,620,3031,101,348,652,241,4,53,37,5092,0,3,0,3,3,0,0,0,0,9,66,119,14,45,91,28,6,4,3,384,97,132,48,149,173,87,6,14,9,714,85,68,111,196,206,103,3,34,5,809,8,7,4,25,23,20,0,4,0,88,14,22,8,15,42,17,0,3,0,124,6,35,5,5,16,8,0,4,0,82,13,26,3,17,12,14,0,9,12,100,1292,5172,318,902,1460,564,23,152,92,9959,14,41,0,0,3,0,0,0,0,55,81,775,3,7,19,8,0,0,11,907,582,1674,49,85,228,65,7,44,24,2752,19,61,0,0,3,8,0,0,4,95,147,574,10,31,93,10,4,5,4,884,55,129,4,8,23,5,0,0,0,232,1450,5777,297,534,994,462,60,171,83,9838,3,3,0,3,3,0,0,3,0,14
SED30057,20,78,3,22,12,0,0,0,0,131,4,31,0,4,3,0,0,0,0,43,114,703,32,118,106,27,13,33,10,1146,3,0,0,8,0,0,0,0,0,10,41,51,8,49,43,11,3,10,3,204,54,72,18,122,110,25,13,22,7,434,103,81,138,239,270,81,53,98,17,1083,14,14,7,25,31,23,5,21,0,139,22,11,9,33,25,21,3,24,0,139,3,10,6,7,6,0,4,5,0,34,24,16,12,34,35,19,7,18,13,186,429,1188,237,667,647,207,103,232,49,3762,0,4,0,0,0,0,0,0,0,8,4,22,0,0,0,0,0,0,0,27,79,187,14,16,12,4,3,4,3,324,6,13,0,0,0,0,0,0,0,18,20,103,5,23,12,0,0,0,0,169,8,34,3,7,3,0,0,0,0,61,220,1051,87,168,125,38,30,50,13,1790,6,0,0,8,0,0,0,0,0,12
SED30058,40,264,10,35,49,7,0,0,4,417,17,81,4,9,26,0,0,3,0,139,357,2012,92,266,495,151,10,53,39,3478,0,3,0,8,3,0,0,0,0,16,56,148,29,110,145,38,0,14,0,542,84,133,57,228,272,79,3,24,14,892,72,81,135,313,337,113,14,46,13,1121,4,7,3,30,34,29,0,9,0,121,13,18,12,38,82,27,4,9,0,215,10,30,4,8,33,3,0,0,0,89,14,24,4,26,32,12,0,9,11,135,817,3515,358,1104,1618,478,45,172,97,8207,12,36,0,0,0,0,0,0,0,47,62,513,10,6,23,3,0,5,4,627,328,936,35,67,134,32,13,24,16,1594,18,31,0,0,4,4,0,0,0,60,82,420,15,46,64,15,3,7,7,661,32,106,7,9,33,3,0,3,3,196,943,3591,259,406,738,282,68,122,76,6494,3,4,3,7,3,0,0,0,0,22
SED30059,25,198,5,55,33,5,0,0,0,312,9,53,0,0,12,5,0,0,3,81,291,1483,66,239,325,159,10,38,22,2631,3,0,0,3,3,3,0,0,0,15,92,205,27,148,149,54,3,29,6,704,139,199,52,441,327,125,13,49,33,1380,171,127,247,537,506,261,24,110,14,1998,17,13,16,35,62,39,7,16,5,206,38,30,15,102,107,73,9,16,0,384,9,29,4,13,41,13,0,8,0,114,28,27,15,51,47,45,0,23,17,258,914,2822,446,1650,1647,816,69,286,110,8755,3,26,0,0,0,0,0,0,0,29,18,168,0,3,0,3,0,0,0,199,204,592,20,39,61,39,4,9,11,970,6,40,0,0,3,0,0,0,0,57,53,286,8,65,37,6,0,7,0,463,15,71,4,7,17,5,0,0,3,112,669,2402,197,349,445,258,39,90,48,4498,10,3,0,9,3,3,0,0,0,24
SED30060,11,114,0,44,9,8,0,3,0,192,9,32,0,0,5,0,0,0,0,43,113,1020,32,146,167,48,6,47,6,1586,4,0,0,3,4,0,0,0,0,13,53,124,15,119,71,24,4,26,6,439,79,133,29,292,241,69,3,46,8,902,128,124,232,624,570,203,26,131,22,2047,12,12,6,45,73,63,3,28,0,241,24,21,7,110,86,44,0,24,0,314,3,16,3,11,12,8,0,11,0,64,22,37,11,52,43,36,4,45,35,277,482,1774,343,1456,1299,510,46,356,87,6345,0,10,0,0,0,0,0,0,0,13,3,32,0,0,0,0,0,0,0,36,44,189,5,15,23,9,0,11,4,310,7,8,0,3,0,0,0,3,0,23,20,151,3,57,13,7,3,3,0,264,9,40,0,0,5,0,0,0,0,59,247,1418,95,214,199,69,16,86,16,2365,3,0,0,7,4,0,0,0,0,18
SED30061,14,155,4,36,19,0,0,5,0,226,4,61,0,3,10,0,0,0,4,79,155,1499,42,185,209,65,3,46,7,2212,0,0,0,3,0,0,0,0,0,4,34,123,5,80,73,12,0,8,5,337,89,91,35,260,162,49,4,21,5,716,88,77,172,458,365,134,28,88,17,1428,9,7,4,40,53,53,3,14,0,179,10,16,6,72,46,28,3,15,0,195,3,11,3,11,19,10,0,3,0,60,5,41,7,27,23,13,3,18,9,152,468,2479,281,1192,999,371,46,228,57,6119,4,30,0,0,3,0,0,0,0,35,26,265,0,3,0,0,0,0,0,296,129,417,28,37,36,13,3,18,11,688,5,28,0,5,0,0,0,0,0,39,29,225,7,40,27,6,0,4,0,337,18,76,3,8,12,0,0,3,4,111,341,2316,135,285,287,107,44,95,18,3629,0,0,0,3,0,0,0,0,0,8
