SED_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED40037,16679,16928,33608,7298,4273,11574,1983,4033,6016,471,518,989,1001,789,1792,10755,9611,20368,5070,6541,11612,9.3,8.2,8.8,64.5,56.8,60.6,58.5,52.1,55.3,712,645,1359,167,281,455,1650,2307,3958,1260,1555,2820,3750,1961,5709,193,269,468,271,334,601,4216,2566,6778,15580,15862,31445,3099,3077,6179,10049,10241,20295,7805,7858,15663
SED40038,15108,15547,30655,5400,2751,8153,1783,3101,4887,393,385,781,1168,839,2004,8743,7081,15829,5529,7647,13169,13.4,11.8,12.7,57.9,45.5,51.6,50.1,40.1,45.1,218,189,411,51,118,171,805,1130,1934,723,1000,1725,3277,1948,5230,249,342,592,245,341,580,3772,2629,6402,14757,15093,29849,2508,2495,5005,10246,10386,20629,6122,6348,12466
SED40039,13739,14596,28332,4930,2619,7548,1742,3330,5071,392,464,852,892,653,1547,7949,7065,15014,4899,6536,11441,11.2,9.2,10.3,57.9,48.4,53,51.4,43.9,47.5,147,174,317,81,162,248,686,1124,1810,776,1262,2044,4009,2205,6208,222,364,580,236,398,638,4465,2960,7429,13103,13518,26619,2120,2214,4333,9470,9554,19026,5164,5556,10718
SED40040,14222,14478,28697,6521,3065,9586,1704,4040,5748,450,473,922,450,376,829,9125,7959,17084,4223,5681,9908,4.9,4.7,4.9,64.2,55,59.5,61,52.3,56.6,228,249,477,140,280,425,988,1585,2571,993,1468,2466,3989,1915,5900,157,287,449,314,400,712,4466,2596,7063,14373,14216,28590,1848,1998,3840,10319,10081,20407,5133,5441,10575
SED40041,14249,13209,27463,5391,2762,8151,1420,3075,4494,452,453,906,686,425,1116,7950,6715,14668,5139,5458,10599,8.6,6.3,7.6,55.8,50.8,53.4,51,47.6,49.3,90,138,224,96,195,293,543,1206,1749,581,1067,1640,3614,1506,5120,188,302,486,236,257,491,4032,2067,6104,12953,12638,25591,1731,1779,3514,9776,9283,19058,4268,4467,8739
SED40042,15592,15698,31287,7174,3613,10790,1835,3894,5736,481,513,994,1006,838,1839,10499,8860,19364,4214,6034,10250,9.6,9.5,9.5,67.3,56.4,61.9,60.9,51.1,56,133,146,277,49,124,179,610,1012,1625,742,1190,1932,3769,2365,6129,228,411,641,215,331,548,4217,3103,7323,16232,16089,32318,2429,2492,4926,11169,10957,22126,6334,6570,12903
SED40043,15205,16590,31804,6623,4071,10692,2181,4006,6182,367,537,901,792,715,1507,9957,9328,19285,4524,6480,11004,8,7.7,7.8,65.5,56.2,60.6,60.3,51.9,55.9,1008,1005,2017,233,402,627,2544,3282,5827,1335,1575,2913,2815,1538,4353,176,226,398,223,300,518,3212,2059,5273,14270,15293,29564,2963,3096,6059,8740,9398,18131,7603,8145,15743
SED40044,13520,15774,29297,5862,3841,9705,2062,4021,6084,267,454,722,560,489,1047,8758,8804,17562,4099,6242,10345,6.4,5.6,6,64.8,55.8,59.9,60.6,52.7,56.4,1626,1422,3042,428,737,1167,3676,4286,7962,1098,1525,2617,1365,806,2170,70,113,180,179,303,483,1618,1219,2835,12426,14136,26560,2573,2960,5534,8188,9390,17582,6466,7406,13876
SED40045,13574,14987,28562,5689,3356,9043,2146,4272,6415,330,493,819,565,427,994,8732,8542,17275,4245,5783,10029,6.5,5,5.8,64.3,57,60.5,60.2,54.2,57,1310,1098,2412,374,671,1047,3116,3807,6926,1219,1549,2772,2028,937,2959,88,119,212,216,310,522,2328,1364,3692,13367,14527,27894,1980,2096,4078,9636,10336,19975,5284,5886,11170
SED40046,15073,15983,31055,6131,3990,10123,2388,3918,6303,344,472,817,829,647,1477,9697,9027,18725,4521,5976,10489,8.5,7.2,7.9,64.3,56.5,60.3,58.8,52.4,55.5,848,917,1765,230,419,646,2489,3158,5648,1266,1373,2643,2755,1370,4127,144,196,342,193,293,487,3091,1861,4952,13267,13915,27180,2960,3087,6046,8585,9193,17781,7098,7313,14404
SED40047,13461,14666,28125,6653,3726,10380,1694,4250,5947,317,435,752,706,562,1276,9375,8976,18347,3619,5189,8802,7.5,6.3,7,69.6,61.2,65.2,64.4,57.4,60.7,335,304,636,178,272,450,1140,1770,2909,1192,1496,2684,3726,1991,5720,162,286,446,247,339,584,4137,2614,6753,13853,14751,28600,1700,1840,3536,10358,10929,21284,4732,5191,9927
SED49494,1627,1016,2648,266,131,404,139,107,250,60,27,82,199,106,301,669,367,1038,587,454,1040,29.7,28.9,29,41.1,36.1,39.2,28.6,26.1,27.8,38,26,59,7,17,24,99,111,219,65,82,145,305,102,402,16,11,25,22,28,47,345,137,482,366,183,552,899,699,1592,251,122,372,958,720,1680
SED49797,6,0,3,6,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,4,4,0,3
SED50106,14522,15282,29805,5772,3110,8877,1930,4131,6063,532,520,1051,516,351,868,8751,8108,16853,4806,6226,11035,5.9,4.3,5.2,60.3,53.1,56.5,56.7,50.8,53.7,229,279,509,167,338,506,1020,1831,2856,1011,1627,2639,3882,1959,5844,206,339,543,253,416,667,4339,2714,7050,13427,14115,27541,2583,2790,5376,8886,9232,18118,6557,7168,13728
SED50205,13640,15243,28885,6223,3500,9721,2037,4165,6200,333,401,730,623,494,1120,9209,8563,17776,3688,5862,9552,6.8,5.8,6.3,67.5,56.2,61.5,63,52.9,57.6,1241,998,2239,366,650,1020,3397,3908,7313,1386,1615,2998,2104,899,2997,64,123,188,181,399,580,2354,1410,3763,12931,14123,27053,2413,2675,5087,8361,9255,17619,6551,7239,13788
SED50302,17471,18139,35612,7690,3851,11536,1943,4003,5942,567,562,1127,1265,1093,2359,11459,9504,20960,4587,7238,11825,11,11.5,11.3,65.6,52.4,58.9,58.4,46.4,52.2,294,334,620,99,184,289,1064,1610,2670,1129,1640,2770,4624,2527,7152,244,381,622,312,472,783,5177,3372,8548,16615,16797,33410,3364,3647,7010,10106,10146,20251,8652,9186,17843
SED50404,16076,17184,33255,7720,4852,12568,2196,4126,6314,432,538,968,836,681,1519,11178,10192,21369,3797,5830,9632,7.5,6.7,7.1,69.5,59.3,64.3,64.4,55.4,59.7,845,781,1624,269,424,693,2908,3624,6531,1466,1741,3206,3341,1429,4769,120,194,311,195,421,616,3648,2046,5696,14195,15200,29398,3011,3082,6089,8881,9795,18671,7701,7850,15550
SED50502,15323,15815,31135,6802,3912,10716,2011,3889,5901,473,468,935,974,725,1704,10267,8994,19260,4069,5862,9929,9.5,8.1,8.8,67,56.9,61.9,60.6,52.3,56.4,384,460,842,203,329,532,1621,2260,3881,1135,1418,2550,3801,1709,5507,158,259,419,225,393,615,4183,2361,6537,14753,15029,29784,2288,2301,4587,10424,10586,21013,5921,6100,12018
SED50605,14058,15301,29361,5883,3310,9195,2130,4013,6141,332,374,706,793,557,1356,9136,8254,17391,4236,6240,10483,8.7,6.7,7.8,65,53.9,59.2,59.4,50.3,54.6,1179,858,2039,328,538,871,3333,3727,7059,1323,1620,2943,2095,919,3015,93,156,250,191,390,575,2383,1463,3842,13360,14293,27653,2297,2424,4719,9182,10013,19197,6109,6243,12347
SED50702,17844,17326,35168,8055,4811,12864,2256,3589,5842,586,494,1081,1065,827,1892,11957,9726,21681,3978,5872,9848,8.9,8.5,8.7,67,56.1,61.6,61.1,51.3,56.3,749,683,1431,217,353,575,2336,3025,5359,1499,1550,3050,3818,1612,5429,145,189,334,256,376,636,4216,2179,6394,14337,14118,28452,4134,3843,7975,8440,8651,17092,9198,8502,17692
SED50806,14426,15313,29735,6018,3105,9124,1550,3878,5434,518,450,964,849,664,1515,8938,8100,17034,4325,6090,10415,9.5,8.2,8.9,62,52.9,57.3,56.1,48.5,52.2,278,276,554,166,314,472,1178,1754,2934,939,1370,2311,3965,2022,5984,159,335,500,242,417,661,4366,2774,7148,12837,13664,26501,2535,2839,5380,8391,8789,17180,6372,7151,13519
SED50904,27808,29708,57513,14004,7594,21600,3296,7807,11103,1123,1073,2200,1841,1752,3596,20268,18230,38492,5269,9211,14487,9.1,9.6,9.3,72.9,61.4,66.9,66.3,55.5,60.7,517,561,1075,247,486,731,2033,3616,5647,2224,3430,5656,8325,4269,12596,316,598,918,455,849,1309,9100,5726,14821,26383,27163,53549,6949,7546,14500,12799,12919,25716,18275,19615,37892
SED51005,19679,18921,38600,8236,4391,12624,3157,4351,7502,606,545,1155,1423,1155,2582,13422,10449,23865,5003,7405,12407,10.6,11.1,10.8,68.2,55.2,61.8,61,49.1,55.1,1073,1009,2080,225,393,619,3115,3685,6795,1711,1706,3418,3769,1601,5372,179,231,413,258,389,649,4205,2224,6429,16946,16449,33393,4845,4516,9358,9887,9867,19756,10845,10054,20898
SED51104,13318,14079,27396,6544,3190,9735,1859,4571,6436,367,426,799,560,451,1015,9333,8644,17983,3406,4917,8323,6,5.2,5.6,70.1,61.4,65.6,65.9,58.2,61.9,902,691,1591,347,612,961,2926,3461,6390,1449,1629,3085,2640,970,3613,72,162,240,178,427,602,2890,1563,4454,13798,14420,28220,1984,2000,3989,9899,10355,20253,5344,5559,10908
SED51201,14465,13428,27888,6123,2926,9047,1291,3096,4385,507,445,956,562,386,951,8480,6848,15333,4596,5345,9939,6.6,5.6,6.2,58.6,51,55,54.8,48.2,51.6,122,134,249,75,209,279,640,1291,1932,617,1104,1722,3231,1405,4638,135,307,444,198,331,534,3568,2049,5612,13275,12683,25963,2029,2057,4078,9205,8656,17854,5269,5268,10538
SED51304,15949,17149,33098,7489,4019,11514,2573,5062,7633,326,480,808,694,576,1265,11085,10135,21215,3983,6110,10096,6.3,5.7,6,69.5,59.1,64.1,65.1,55.8,60.3,1903,1463,3361,499,795,1296,4633,5247,9876,1481,1794,3273,1757,733,2490,57,142,200,152,356,503,1967,1232,3194,15528,16089,31618,3247,3377,6619,9897,10445,20335,8308,8456,16771
SED51405,18716,19450,38161,10199,5513,15707,2056,5423,7477,634,723,1352,1054,888,1947,13938,12547,26483,3604,5828,9432,7.6,7.1,7.4,74.5,64.5,69.4,68.9,59.9,64.3,582,636,1219,200,453,649,2088,3171,5262,1546,2022,3567,5337,2260,7593,161,349,507,290,509,799,5788,3116,8909,17931,18434,36371,3647,3911,7559,10980,11163,22144,9456,10018,19478
SED51506,15308,15848,31154,7302,3208,10509,1511,4600,6107,643,509,1150,813,655,1473,10268,8972,19238,3939,5838,9781,7.9,7.3,7.7,67.1,56.6,61.8,61.8,52.5,57,196,198,396,129,253,383,907,1730,2638,918,1411,2328,4853,2356,7206,183,428,610,241,464,703,5276,3246,8520,15383,15596,30976,2514,2823,5341,9986,9925,19911,6916,7578,14492
SED51604,14789,16401,31193,6442,3645,10092,2275,4298,6576,333,419,750,532,470,995,9582,8829,18410,3989,6316,10306,5.6,5.3,5.4,64.8,53.8,59,61.2,51,55.8,1866,1536,3402,364,767,1132,4544,5089,9633,1134,1685,2821,1251,570,1820,57,105,157,150,334,483,1452,1013,2462,13227,14343,27569,2982,3265,6242,8051,8954,17010,7767,8389,16155
SED51702,23765,23768,47529,13195,6818,20009,2675,6706,9383,824,840,1663,1172,1145,2314,17867,15508,33372,4606,7196,11798,6.6,7.4,6.9,75.2,65.2,70.2,70.2,60.4,65.3,789,801,1593,281,537,819,2579,3805,6382,2017,2718,4741,7060,3155,10219,202,439,645,356,664,1023,7626,4259,11885,23299,23178,46472,4878,5177,10059,12509,12257,24766,13898,14495,28390
SED51806,16252,17370,33622,6029,3019,9050,1712,4042,5754,588,499,1084,938,825,1758,9264,8387,17650,5838,8030,13868,10.1,9.8,10,57,48.3,52.5,51.2,43.5,47.3,270,218,484,121,302,426,1087,1756,2841,1293,1806,3093,5019,2132,7151,156,285,438,282,560,841,5456,2978,8435,14661,15341,29994,3171,3597,6764,8704,8818,17522,8654,9566,18221
SED51903,21315,19314,40632,11388,5442,16831,1626,4506,6132,914,726,1643,833,668,1499,14760,11350,26104,3994,5976,9968,5.6,5.9,5.7,69.2,58.8,64.2,65.3,55.3,60.6,344,284,625,148,323,473,1241,1996,3233,1004,1537,2544,6011,2202,8210,212,426,639,297,479,772,6515,3110,9622,18878,17654,36538,4268,4019,8291,11505,10470,21974,10280,9910,20189
SED52002,17082,17176,34259,8735,4565,13306,1918,4240,6160,594,545,1134,1003,823,1827,12248,10179,22421,3759,6043,9800,8.2,8.1,8.1,71.7,59.3,65.4,65.8,54.4,60.1,383,382,764,151,262,413,1385,2105,3491,1185,1656,2844,4884,2060,6946,158,302,467,280,472,751,5327,2834,8161,16795,16829,33624,2741,2744,5483,10990,10988,21976,7598,7759,15356
SED52105,16422,17947,34377,7209,4600,11808,2258,4711,6972,523,571,1087,845,640,1479,10833,10515,21345,4047,5845,9895,7.8,6.1,6.9,66,58.6,62.1,60.8,55.1,57.8,1173,1302,2473,409,831,1235,3135,4402,7540,1472,1768,3233,3034,1233,4273,101,182,286,273,337,616,3419,1750,5167,14102,15346,29440,3121,3374,6496,8752,9586,18334,7998,8684,16677
SED52201,14926,15294,30221,6352,3703,10060,1562,3777,5338,585,523,1110,965,629,1593,9466,8631,18103,4122,5425,9545,10.2,7.3,8.8,63.4,56.4,59.9,56.9,52.3,54.6,208,187,391,122,315,435,784,1564,2351,855,1323,2177,4304,1919,6225,240,362,608,229,359,594,4779,2643,7423,13777,14128,27897,2705,2981,5689,8984,9025,18009,6643,7303,13945
SED52304,18571,19109,37679,9018,4762,13781,2487,5149,7637,593,643,1242,1094,916,2005,13190,11475,24668,4480,6796,11276,8.3,8,8.1,71,60.1,65.5,65.1,55.2,60.1,494,446,938,183,324,508,2104,2732,4836,1478,1910,3391,4312,2007,6324,204,303,505,286,494,782,4799,2807,7607,18942,19299,38242,3176,3268,6439,12572,12776,25348,8396,8634,17033
SED52402,16547,16974,33519,7357,3835,11191,1985,3849,5829,515,451,975,1171,881,2053,11027,9017,20043,4446,6940,11387,10.6,9.8,10.2,66.6,53.1,59.8,59.6,47.9,53.7,414,375,788,139,234,372,1344,1908,3247,1190,1542,2727,4258,1921,6180,209,323,537,239,440,675,4710,2684,7391,16173,16396,32574,2658,2712,5373,10983,11150,22134,6991,7139,14130
SED52504,13439,13981,27422,6519,3291,9814,1923,4389,6312,390,452,842,661,476,1129,9492,8603,18099,3355,4837,8190,7,5.5,6.2,70.6,61.5,66,65.7,58.2,61.9,730,509,1238,262,493,759,2399,3003,5400,1358,1715,3072,3294,1167,4461,70,177,243,201,414,615,3571,1754,5322,13589,13996,27590,1854,1944,3799,9814,10140,19955,5231,5369,10603
SED52605,15748,16260,32009,8317,4442,12764,2080,4965,7043,465,509,978,865,636,1500,11735,10555,22283,3301,5048,8346,7.4,6,6.7,74.5,64.9,69.6,69,61,64.9,786,643,1430,301,503,797,2527,3210,5736,1385,1818,3201,3797,1575,5372,137,251,389,237,429,672,4175,2259,6430,15957,16311,32270,2650,2639,5293,10978,11286,22260,6889,6906,13790
SED52704,15053,15263,30318,7427,4098,11525,2052,4482,6533,535,550,1087,927,718,1645,10938,9848,20788,3307,4731,8035,8.5,7.3,7.9,72.7,64.5,68.6,66.5,59.8,63.1,515,473,986,192,394,590,1818,2538,4357,1368,1838,3204,4360,1818,6176,163,248,410,225,411,637,4747,2473,7225,14140,14281,28421,2602,2651,5247,9550,9710,19260,6577,6737,13313
SED52802,14722,14929,29650,6414,3043,9460,1912,3832,5735,439,444,879,759,579,1340,9523,7888,17416,4256,6122,10379,8,7.3,7.7,64.7,52.8,58.7,59.5,49,54.2,556,540,1095,257,422,684,1832,2319,4154,1331,1721,3055,3625,1435,5066,127,223,349,208,435,648,3967,2099,6062,14660,14692,29354,2027,2164,4190,10302,10390,20692,5818,5895,11716
SED52903,2330,1488,3818,989,368,1360,127,131,259,104,46,158,104,93,201,1332,643,1976,421,537,961,7.8,14.5,10.2,57.2,43.2,51.8,52.4,36.6,46.5,29,16,44,23,22,45,109,95,204,84,57,142,481,94,573,16,18,36,40,40,81,531,153,684,1690,1214,2906,594,448,1035,1022,830,1850,1114,719,1831
SED53003,12921,13063,25984,5266,4206,9469,1178,1979,3161,492,524,1014,781,510,1297,7723,7211,14933,3458,4107,7564,10.1,7.1,8.7,59.8,55.2,57.5,53.7,51.4,52.5,202,335,536,133,307,447,920,1737,2657,674,1017,1693,2881,1226,4111,238,334,574,228,277,503,3355,1830,5183,11385,11421,22806,3311,3566,6879,6933,6793,13726,6608,7056,13667
SED53104,13445,14085,27533,6671,3350,10019,1802,4430,6234,441,455,896,678,514,1191,9596,8745,18345,3355,4886,8237,7.1,5.9,6.5,71.4,62.1,66.6,66.3,58.5,62.3,470,421,887,251,424,681,1985,2590,4575,1412,1579,2987,3605,1383,4987,103,209,317,203,460,666,3915,2055,5969,13850,14371,28217,1693,1734,3430,10381,10802,21185,4720,4873,9589
SED53205,25045,24932,49978,12010,6302,18306,2499,5951,8443,875,843,1721,1661,1544,3208,17048,14637,31678,6021,8508,14534,9.7,10.5,10.1,68.1,58.7,63.4,61.4,52.5,57,503,506,1006,188,426,621,1836,2929,4767,1708,2299,4004,6929,3589,10516,291,565,850,381,656,1036,7597,4804,12406,22660,23072,45740,5608,5881,11490,12037,12106,24145,14322,15084,29408
SED53306,16321,17915,34233,6132,3173,9307,1637,3808,5445,607,482,1090,1154,956,2110,9532,8421,17950,5572,8290,13865,12.1,11.4,11.8,58.4,47,52.4,51.3,41.7,46.3,244,250,492,117,269,387,930,1597,2529,1021,1620,2646,4832,2345,7175,199,339,541,274,502,775,5307,3188,8495,14708,15914,30625,3465,3728,7193,8356,8911,17264,9032,9977,19015
SED53402,16999,17545,34547,8328,5374,13701,2376,4281,6659,467,531,998,933,753,1691,12105,10940,23048,3633,5277,8908,7.7,6.9,7.3,71.2,62.4,66.7,65.7,58.1,61.8,996,1082,2076,405,646,1051,3438,4111,7550,1590,1832,3416,3127,1426,4562,130,189,320,232,372,602,3499,1987,5481,14634,15029,29663,3639,3659,7293,8880,9212,18089,8757,8845,17609
SED53502,16267,16751,33018,7281,4170,11458,1836,3966,5802,575,481,1058,1043,806,1855,10738,9434,20172,4234,6034,10273,9.7,8.5,9.2,66,56.3,61.1,59.6,51.4,55.5,350,335,683,158,330,483,1268,1899,3166,1174,1631,2807,4264,1978,6244,184,307,488,254,453,701,4698,2734,7434,15137,15222,30359,2798,2910,5707,9677,9747,19428,7524,7672,15195
SED53602,18290,17958,36250,7497,4042,11540,2600,4033,6639,580,527,1110,1355,1006,2362,12037,9616,21652,5012,7192,12200,11.3,10.5,10.9,65.8,53.5,59.7,58.4,47.9,53.2,454,407,864,147,230,380,1762,2142,3902,1415,1577,2993,3578,1835,5407,222,294,517,282,453,738,4082,2583,6664,17059,16807,33870,3518,3336,6856,10994,11107,22098,8548,8050,16593
SED53701,15411,14149,29554,6599,3112,9707,1526,3366,4893,677,490,1165,611,409,1019,9406,7385,16791,4492,5495,9986,6.5,5.5,6.1,61,52.2,56.8,57.1,49.2,53.3,128,162,289,68,212,282,691,1345,2034,780,1314,2099,4309,1489,5799,159,271,432,303,374,678,4773,2141,6917,14409,13183,27595,2210,2199,4413,9971,8886,18857,5888,5833,11723
SED53802,15922,16532,32454,7119,4192,11315,2250,4023,6272,421,468,883,934,722,1659,10732,9401,20131,4204,6170,10374,8.7,7.7,8.2,67.4,56.9,62,61.5,52.5,56.9,636,628,1259,224,387,612,2469,2916,5385,1547,1689,3234,3331,1386,4721,125,177,304,214,413,632,3672,1985,5653,14449,14869,29314,2975,2895,5873,9366,9980,19347,7393,7267,14658
SED53902,15800,17439,33233,7145,4617,11760,2360,4248,6608,427,521,947,777,646,1427,10710,10040,20748,3955,6124,10079,7.3,6.4,6.9,67.8,57.6,62.4,62.9,53.8,58.1,1025,1039,2063,385,628,1015,3402,3986,7388,1513,1696,3203,2630,1234,3863,109,156,267,207,401,610,2946,1792,4738,13660,14921,28579,3199,3336,6543,8674,9522,18194,7659,8237,15894
SED54006,16220,16378,32597,7130,3038,10162,1532,4285,5822,702,537,1238,865,690,1556,10220,8549,18772,4580,6520,11101,8.5,8.1,8.3,63,52.2,57.6,57.7,48,52.8,118,149,269,87,244,333,781,1496,2280,934,1419,2354,4968,2293,7262,194,347,541,291,450,738,5453,3086,8541,15603,15498,31098,2865,3000,5860,9822,9474,19293,7730,8218,15941
SED54104,16251,17282,33536,6823,4169,10992,2623,4320,6947,387,487,871,786,684,1469,10614,9666,20281,4597,6524,11127,7.4,7.1,7.2,65.3,55.9,60.5,60.5,51.9,56.1,2661,2075,4737,474,837,1309,5234,5670,10908,1083,1519,2604,1069,554,1621,69,114,180,138,262,399,1280,925,2199,13979,14716,28696,3912,4020,7931,8123,8851,16971,9368,9431,18798
SED54203,14090,7375,21470,7994,2596,10592,836,1251,2088,817,389,1212,303,217,523,9954,4452,14407,1527,1880,3412,3,4.9,3.6,70.6,60.4,67.1,68.5,57.4,64.7,194,114,310,85,120,204,951,886,1837,799,575,1371,4601,860,5456,148,182,323,205,173,384,4948,1218,6165,9681,6031,15707,3504,1843,5343,4716,3158,7879,7861,4209,12068
SED54304,16526,17092,33616,8848,4587,13434,2242,5621,7863,544,510,1048,949,787,1739,12583,11502,24086,3271,4961,8231,7.5,6.8,7.2,76.1,67.3,71.7,70.4,62.7,66.5,662,527,1184,284,452,739,2195,3157,5354,1676,2087,3760,4773,1755,6523,119,258,374,254,512,768,5145,2518,7666,16625,16849,33473,2852,2942,5796,10767,10945,21715,8205,8392,16595
SED54404,24186,23232,47415,11850,7963,19819,3151,5025,8174,691,745,1436,1244,1009,2253,16941,14749,31688,4275,5869,10144,7.3,6.8,7.1,70,63.5,66.8,64.9,59.1,62.1,2276,2090,4368,587,905,1495,6531,6819,13346,2058,2176,4236,2952,1338,4293,142,176,316,274,384,660,3372,1902,5270,16270,15740,32013,6924,6763,13685,8342,8363,16707,14276,13553,27825
SED54503,21342,14844,36191,12540,5327,17867,1180,2730,3906,1113,713,1823,672,658,1329,15505,9426,24932,2045,3455,5500,4.3,7,5.3,72.7,63.5,68.9,69.5,59.1,65.2,334,267,600,146,282,434,1379,1939,3319,1215,1374,2588,7021,1823,8849,214,380,598,279,322,606,7524,2526,10047,15454,11616,27069,6277,5254,11527,6389,4460,10850,13767,10946,24715
SED54605,14841,15665,30500,6551,3559,10110,2275,4276,6556,387,402,789,952,783,1739,10169,9020,19186,4222,6166,10387,9.4,8.7,9.1,68.5,57.6,62.9,62.1,52.6,57.2,1269,1003,2266,294,480,773,3191,3596,6789,1377,1627,3007,2577,1032,3615,96,170,262,187,382,570,2863,1583,4445,14770,15397,30172,2720,2700,5420,10226,10756,20981,6851,6942,13790
SED54705,15709,15948,31664,6244,3089,9340,1492,3376,4864,489,457,947,1065,779,1844,9294,7703,16997,4948,7083,12034,11.5,10.1,10.8,59.2,48.3,53.7,52.4,43.4,47.8,208,228,435,120,236,348,847,1436,2281,1160,1426,2586,4872,2000,6870,181,310,491,269,462,728,5318,2777,8095,13833,14027,27863,2730,2758,5497,9007,9200,18212,7045,7107,14147
SED54804,16148,17913,34063,8431,5633,14070,2064,4490,6553,480,568,1048,738,628,1361,11714,11320,23028,3157,5206,8368,6.3,5.5,5.9,72.5,63.2,67.6,68,59.7,63.6,1001,1025,2029,377,754,1131,3434,4490,7926,1529,1891,3423,3449,1338,4792,96,171,270,231,419,650,3780,1927,5706,13797,15017,28810,3540,3823,7363,7760,8628,16393,8953,9697,18646
SED54905,16080,17288,33372,7170,4613,11782,2340,4152,6490,404,467,870,832,670,1501,10745,9901,20648,4189,6079,10272,7.7,6.8,7.3,66.8,57.3,61.9,61.7,53.4,57.4,1605,1393,2999,443,698,1143,4073,4422,8500,1408,1701,3102,2022,980,3000,82,161,241,208,338,548,2309,1485,3793,13604,14344,27945,3559,3630,7186,7972,8865,16843,8780,8787,17575
SED55005,20414,20079,40497,10376,5590,15960,2662,5652,8316,632,625,1250,1216,1066,2278,14882,12931,27812,4769,6470,11232,8.2,8.2,8.2,72.9,64.4,68.7,67,59.1,63,1153,997,2153,243,415,660,3058,3775,6836,1704,2046,3756,4321,1908,6232,196,306,496,248,457,707,4760,2672,7430,20295,20520,40813,3432,3640,7070,12836,12998,25833,9792,9958,19750
SED55102,19996,18609,38610,9208,4939,14147,2113,5383,7494,690,598,1285,905,744,1645,12915,11660,24576,5842,5844,11686,7,6.4,6.7,64.6,62.7,63.7,60.1,58.7,59.4,418,485,905,241,453,690,1670,2626,4295,1599,2199,3803,5503,2301,7797,170,315,482,258,564,820,5932,3171,9103,17774,17907,35684,3262,3369,6631,11489,11390,22881,8723,9149,17868
SED55206,15200,16261,31460,6313,3036,9347,2141,4825,6967,659,569,1227,575,460,1033,9684,8893,18573,4283,6166,10449,5.9,5.2,5.6,63.7,54.7,59,60,51.8,55.8,251,258,512,158,379,538,1382,2255,3639,1122,1722,2840,4469,2100,6571,167,334,498,267,488,753,4905,2917,7819,14298,14964,29254,3086,3315,6395,8425,8585,17012,8163,8929,17095
