SED_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED30081,164,136,99,45,14,3,568,22,98,134,127,58,39,9,0,485,253,996,922,627,412,174,67,12,3466,197,599,732,767,510,255,79,11,3146,1258,2254,1895,1793,1228,613,184,41,9261,220,132,94,68,55,19,3,3,583,83,129,143,118,102,55,21,0,666,1561,2514,2131,1978,1383,689,208,46,10511,17,30,35,32,22,27,7,3,178,679,607,549,582,507,416,265,96,3705,2734,4950,4656,4252,2999,1649,647,170,22052
SED30082,256,334,281,155,28,7,1262,18,112,169,230,181,81,31,3,826,292,1178,1122,955,831,443,173,45,5040,192,536,617,779,619,401,148,40,3342,1156,1653,1331,1264,1071,621,242,62,7405,239,156,74,59,49,25,9,0,608,94,96,110,126,145,95,47,13,726,1486,1907,1516,1455,1268,746,297,73,8744,27,33,34,47,34,37,33,7,249,643,501,473,503,573,647,466,228,4040,2679,4453,4185,4299,3786,2518,1168,410,23496
SED30083,421,351,258,144,55,3,1597,13,140,167,179,158,74,23,5,758,367,1550,1260,885,705,456,212,61,5506,194,639,600,662,583,383,192,53,3302,1072,1720,1270,1146,954,573,302,110,7143,224,111,66,56,52,24,3,0,543,81,103,111,131,128,103,47,22,726,1375,1933,1446,1330,1136,706,357,132,8414,20,34,32,34,39,44,35,19,251,525,461,413,418,472,522,694,712,4221,2508,5097,4331,3854,3350,2338,1579,987,24047
SED30084,354,371,294,118,34,6,1520,23,187,199,172,124,58,10,0,774,438,1715,1333,1053,723,372,115,34,5793,223,627,683,754,610,290,99,40,3325,895,1751,1371,1371,1186,598,227,76,7480,199,95,88,64,52,12,4,0,509,57,93,93,127,119,78,27,13,609,1147,1950,1552,1560,1354,693,262,89,8600,30,32,45,57,56,43,25,10,295,717,851,689,790,725,551,315,163,4799,2597,5686,4850,4758,3886,2128,864,337,25101
SED30085,95,50,25,12,4,0,290,8,76,63,71,55,9,3,0,287,185,859,642,386,291,110,49,12,2531,98,433,489,566,405,182,46,14,2229,712,1372,1105,1028,822,351,137,19,5548,148,114,89,81,51,9,3,0,494,50,97,104,130,97,50,21,3,551,913,1582,1299,1241,966,416,159,18,6593,13,16,29,26,34,20,6,5,141,625,695,680,789,782,680,415,170,4831,1848,3746,3296,3121,2562,1425,680,216,16892
SED30086,202,135,86,45,19,0,709,22,116,114,99,92,39,7,3,487,264,1233,899,552,380,229,100,25,3689,416,988,861,663,521,302,101,31,3889,1458,2548,1988,1672,1275,848,311,86,10180,299,190,140,91,65,38,6,0,824,137,192,238,170,162,116,45,12,1062,1890,2927,2360,1935,1497,1003,357,97,12072,29,63,58,46,75,47,27,12,358,892,894,754,768,708,653,417,198,5285,3528,6429,5256,4199,3354,2314,1038,376,26499
SED30087,164,159,141,60,14,0,685,11,94,157,150,118,50,14,0,586,292,1268,1077,772,603,223,76,22,4334,213,739,848,848,705,311,93,20,3769,1135,2536,2438,2270,1636,803,273,54,11144,158,146,134,101,70,29,4,0,646,93,154,178,216,141,100,39,3,926,1382,2835,2749,2583,1848,938,315,52,12710,10,42,48,46,52,51,20,0,267,889,1159,987,1057,826,645,348,138,6046,2807,6267,6039,5618,4285,2273,876,237,28403
SED30088,282,139,61,34,7,0,829,10,77,100,81,38,19,3,0,335,253,1112,809,452,272,164,31,3,3098,407,852,781,597,423,177,41,6,3295,1213,2021,1705,1318,998,552,179,36,8021,313,186,115,112,60,36,0,0,830,137,208,210,159,127,70,16,7,933,1655,2417,2032,1588,1181,662,202,44,9787,39,69,58,58,45,38,5,3,321,1086,964,890,762,706,543,323,105,5380,3465,5785,4951,3684,2733,1638,618,167,23037
SED30089,1038,769,463,193,64,12,3681,40,356,385,363,223,100,29,4,1496,1030,3399,2524,1557,963,436,146,64,10117,424,840,809,774,500,267,128,45,3789,740,1193,924,918,649,369,236,90,5121,148,65,55,51,29,13,6,3,377,72,107,109,115,110,63,30,15,622,953,1364,1086,1089,789,450,274,103,6119,35,53,54,45,31,26,27,3,280,580,671,521,494,389,319,285,203,3463,3127,7759,6419,5089,3359,1791,945,437,28930
SED39494,41,38,38,25,3,0,266,7,23,12,19,36,19,0,0,118,200,451,125,104,130,115,21,3,1147,88,128,95,109,218,128,18,0,779,151,340,256,316,418,356,61,8,1898,27,17,16,13,24,16,0,0,113,19,42,19,24,60,37,4,0,202,197,398,300,349,497,411,64,9,2221,16,24,9,18,19,20,7,0,113,331,585,474,448,481,334,102,17,2765,839,1709,1058,1085,1426,1050,215,24,7409
SED39797,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,0,0,3,3,0,0,12,4,3,3,6,0,0,4,0,18,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,6,3,0,4,0,26,0,0,0,0,0,0,0,0,3,4,0,0,0,4,9,0,3,23,10,11,12,8,15,15,6,3,71
SED40001,757,560,447,344,133,35,3590,39,199,182,215,236,138,38,3,1051,1182,3075,1614,1123,1038,712,223,107,9083,471,606,450,530,524,381,145,55,3162,403,592,428,555,485,255,126,54,2898,82,52,50,38,17,27,4,0,267,50,87,73,101,108,81,43,16,551,538,733,549,691,604,364,169,65,3716,70,60,39,39,33,46,23,13,316,838,852,456,515,441,387,226,173,3890,3227,6746,4041,3674,3329,2372,963,460,24811
SED40002,601,268,237,108,41,9,2019,15,168,220,188,184,77,10,3,869,475,1922,1468,886,628,335,117,43,5872,169,558,546,563,494,291,115,41,2790,396,785,602,702,591,360,170,73,3685,74,67,46,35,34,16,4,0,284,42,67,93,105,100,80,46,17,549,509,920,746,846,722,462,222,96,4520,16,34,45,28,39,27,22,13,232,218,346,239,220,267,235,236,177,1936,1424,4679,3868,3006,2568,1541,767,383,18232
SED40003,698,763,603,464,171,38,3137,9,89,201,270,267,185,48,14,1085,441,1128,1668,1671,1371,926,363,144,7718,73,200,362,636,580,480,254,92,2669,167,237,292,430,389,276,137,70,2001,27,26,36,28,27,16,6,0,167,18,31,34,78,120,114,44,29,462,206,293,364,536,536,411,191,102,2628,9,12,47,47,53,57,43,18,299,170,95,155,187,254,275,216,265,1625,926,2207,3498,4114,3666,2804,1281,673,19166
SED40004,314,322,284,166,51,7,1391,0,85,148,170,193,103,18,0,718,255,976,1117,818,828,452,188,74,4705,84,310,570,687,689,475,163,80,3056,410,715,762,975,872,547,264,110,4657,75,52,49,32,41,32,12,0,299,31,63,95,125,149,135,48,35,681,518,826,910,1133,1063,712,321,144,5635,7,28,30,53,48,63,36,34,297,186,151,160,219,302,310,243,196,1777,1060,2618,3245,3409,3411,2278,1022,544,17580
SED40005,50,38,43,18,9,0,239,6,33,56,76,78,21,9,0,282,96,466,420,328,290,175,46,11,1831,79,271,355,415,458,261,82,29,1945,533,969,882,942,863,564,209,70,5031,92,86,85,77,61,23,11,3,442,59,75,111,113,113,76,20,9,581,690,1133,1075,1138,1034,665,243,86,6056,7,15,29,32,33,37,6,10,171,398,252,352,449,523,560,418,265,3216,1289,2238,2335,2468,2456,1735,813,395,13737
SED40006,265,120,87,29,6,3,901,13,107,129,89,63,21,3,0,425,347,1484,988,550,375,169,47,14,3971,155,608,564,547,415,185,48,23,2536,550,1216,971,1096,800,354,218,102,5316,113,109,65,51,36,20,5,8,401,51,92,125,126,89,48,17,8,562,710,1418,1165,1268,928,427,246,115,6284,15,42,44,49,40,23,17,8,235,341,372,306,363,365,375,276,146,2548,1607,4405,3466,2985,2265,1237,640,311,16908
SED40007,313,282,189,90,34,3,1223,8,88,127,134,151,53,18,3,579,318,1124,1096,827,636,344,143,41,4528,85,337,522,667,573,328,137,52,2699,379,708,677,903,704,541,319,126,4362,74,44,47,52,44,17,12,0,291,26,49,87,121,84,88,53,18,532,484,805,818,1069,833,650,375,148,5180,12,35,34,54,34,36,31,10,246,252,204,219,297,243,280,307,214,2024,1171,2900,3128,3344,2659,1775,1041,469,16477
SED40008,378,186,111,55,9,3,1283,20,157,154,120,98,30,4,0,578,509,1861,1137,659,438,164,40,19,4822,163,562,493,485,395,166,45,18,2334,416,852,731,864,656,326,178,65,4088,79,91,53,53,39,11,3,0,330,40,85,97,99,77,42,21,8,464,533,1021,881,1017,775,380,199,78,4880,22,62,42,41,28,19,11,11,231,314,383,322,382,296,236,241,157,2338,1594,4564,3406,2897,2133,1047,548,280,16463
SED40009,510,393,370,266,78,15,1943,5,96,215,261,238,153,38,7,1005,374,1169,1434,1085,868,630,210,72,5839,84,322,562,728,635,534,175,42,3090,401,589,745,887,697,510,208,73,4109,75,54,36,55,50,24,7,0,299,30,41,88,102,107,106,64,12,547,507,681,870,1037,852,637,281,85,4954,12,17,34,39,49,58,30,16,246,175,146,187,227,209,265,182,85,1471,1174,2732,3807,3769,3228,2535,986,315,18549
SED40010,717,522,409,250,89,25,2844,21,196,205,251,244,131,39,6,1094,625,2212,1606,1155,991,580,208,65,7440,110,450,482,551,539,394,119,62,2702,269,566,452,623,437,298,175,68,2881,65,46,33,49,23,17,5,9,247,27,45,73,89,85,84,25,25,455,362,652,560,758,553,399,203,103,3579,25,48,34,46,46,32,20,8,251,222,347,242,286,272,237,241,142,1986,1398,4708,3836,3565,3045,2023,925,412,19907
SED40011,451,197,147,54,10,3,1417,21,154,146,131,100,50,5,7,609,485,1782,1226,599,443,260,93,61,4943,162,543,531,492,407,272,115,54,2575,469,921,697,727,659,410,254,125,4273,96,88,50,68,45,23,0,6,378,36,59,97,79,79,87,43,23,497,608,1069,842,871,791,521,303,152,5147,22,48,38,28,34,22,25,19,241,248,330,250,270,309,293,322,200,2220,1562,4462,3479,2589,2229,1472,875,489,17161
SED40012,439,186,116,56,9,3,1459,13,119,125,113,107,42,5,0,524,448,1887,1256,590,409,208,61,24,4873,175,604,574,470,377,187,64,36,2489,460,953,836,721,581,300,177,88,4119,105,109,87,43,39,20,3,0,404,48,83,96,100,90,62,15,13,500,611,1137,1012,866,714,378,191,97,5021,25,75,56,35,42,25,17,8,284,329,419,398,352,352,283,240,224,2597,1622,4869,3859,2616,2114,1181,590,395,17250
SED40013,64,88,132,153,40,9,538,0,29,57,69,153,106,31,6,450,66,353,476,365,564,505,183,58,2570,52,237,322,473,614,605,212,49,2566,322,765,836,994,1053,910,453,127,5453,100,96,85,57,80,51,5,3,491,25,60,98,118,139,178,77,21,723,448,914,1022,1166,1274,1142,535,159,6666,7,18,17,28,47,61,32,23,227,320,208,268,365,528,633,492,320,3126,892,1813,2233,2554,3309,3198,1531,616,16153
SED40014,187,145,124,74,21,0,696,3,78,109,103,132,76,17,0,516,269,807,850,660,550,346,95,22,3600,88,431,592,717,665,354,127,41,3002,569,1194,1086,1190,1047,653,296,77,6112,78,80,94,61,58,31,8,0,407,40,72,113,144,140,117,57,31,711,681,1341,1292,1394,1247,804,364,110,7231,17,18,34,30,55,40,26,6,224,170,153,169,192,237,257,232,154,1562,1234,2964,3221,3241,2997,1946,877,334,16826
SED40015,54,40,46,39,3,0,242,7,38,62,74,84,45,4,4,317,114,541,470,343,313,169,61,10,2012,56,253,316,391,397,234,57,23,1725,464,1070,1024,970,866,456,169,45,5072,72,116,99,51,60,25,8,4,435,42,71,119,110,124,66,22,4,564,578,1260,1246,1125,1046,550,206,54,6064,10,34,23,32,32,25,16,7,192,431,423,451,530,576,470,312,226,3408,1195,2601,2621,2537,2493,1527,663,324,13958
SED40016,299,100,89,52,13,0,858,8,85,107,80,62,40,11,0,397,234,969,815,383,303,214,80,28,3027,107,434,532,455,397,313,112,38,2391,475,1017,890,875,765,583,345,98,5059,106,81,73,57,35,22,3,3,385,45,64,93,102,92,90,33,18,529,630,1159,1058,1032,892,697,384,118,5973,14,48,39,22,40,50,8,18,235,168,212,219,202,208,280,316,218,1821,1183,3194,3067,2267,2002,1635,929,424,14703
SED40017,60,61,59,35,7,0,280,4,51,55,73,89,42,14,0,329,128,482,406,347,381,232,66,17,2056,43,222,299,434,480,285,73,30,1867,529,1023,974,1035,949,627,248,63,5461,117,117,101,72,55,23,10,3,498,45,62,89,126,98,88,22,3,534,684,1203,1160,1241,1109,743,276,71,6485,7,14,28,30,30,40,21,7,178,315,257,276,399,511,517,397,182,2852,1198,2287,2288,2578,2658,1888,847,315,14049
SED40018,87,67,58,13,5,0,344,9,54,46,53,40,24,4,0,232,114,645,486,331,212,103,23,7,1916,64,243,320,404,319,128,37,9,1522,498,1240,1043,1239,937,529,299,57,5837,137,153,91,63,39,18,3,0,502,49,91,92,91,81,35,20,4,469,683,1479,1226,1395,1054,581,316,64,6807,12,25,25,30,16,28,8,0,138,524,566,437,589,498,449,365,149,3571,1403,3117,2628,2857,2197,1324,767,228,14525
SED40019,36,21,41,29,7,0,166,3,29,34,52,68,41,9,0,234,84,332,337,218,285,193,66,21,1533,47,173,231,389,436,314,92,27,1712,438,905,766,1062,1042,816,293,65,5384,67,109,72,65,48,32,5,0,399,47,77,104,115,140,110,29,6,621,556,1085,942,1236,1237,951,335,69,6403,3,17,20,17,37,42,15,9,159,313,248,282,406,546,685,465,294,3245,1008,1914,1886,2334,2649,2253,985,425,13452
SED40020,53,54,64,51,12,0,287,8,23,41,57,95,58,10,0,290,85,316,322,269,309,278,111,25,1710,91,209,270,391,409,424,124,29,1938,536,931,796,986,942,681,318,79,5277,113,109,105,66,63,46,11,3,520,57,88,115,104,132,102,44,8,641,705,1128,1016,1158,1135,835,373,93,6438,17,43,28,14,46,27,28,10,210,408,439,364,397,403,600,394,203,3210,1307,2200,2089,2348,2462,2273,1044,357,14081
SED40021,614,382,241,137,58,18,2111,10,138,172,163,159,93,27,3,763,448,1762,1455,850,644,472,208,79,5920,118,455,481,506,470,298,165,96,2592,308,613,544,720,545,355,271,93,3450,54,47,35,51,31,16,10,0,248,30,49,89,86,104,85,46,20,514,393,707,670,858,686,453,329,119,4209,15,47,44,49,38,47,40,24,302,189,236,215,263,214,282,360,232,1988,1203,3979,3654,3064,2458,1782,1180,566,17879
SED40022,333,398,348,241,64,15,1545,6,76,166,236,243,130,20,3,889,191,741,1165,1038,991,645,161,48,4978,65,266,502,720,702,512,153,50,2984,432,769,836,1016,882,522,185,57,4695,80,65,56,50,41,24,8,0,327,52,60,97,111,159,134,36,18,663,557,892,991,1177,1085,682,230,77,5688,5,19,28,40,35,67,27,14,232,300,181,279,352,359,344,217,141,2171,1133,2319,3466,3955,3769,2617,878,343,18483
SED40023,121,109,90,61,20,3,514,5,81,110,93,118,62,5,3,477,125,623,757,462,415,234,64,22,2698,129,489,565,641,508,294,111,19,2763,711,1511,1392,1252,964,586,273,85,6777,168,161,99,80,52,37,8,0,600,60,107,141,131,130,92,41,13,708,937,1782,1625,1462,1150,713,325,103,8094,17,27,31,46,28,42,20,4,206,383,371,364,394,381,392,346,241,2868,1602,3466,3576,3209,2688,1799,889,392,17622
SED40024,194,205,190,88,21,3,813,3,69,122,147,167,67,15,0,595,176,741,936,728,592,412,94,35,3711,106,373,608,771,608,388,121,28,3000,607,1203,1156,1218,914,517,179,50,5844,141,119,78,67,44,33,10,0,491,52,83,124,152,133,117,45,7,720,802,1410,1364,1436,1090,663,231,63,7057,9,21,36,49,37,35,20,5,218,386,267,302,336,418,340,245,106,2401,1489,2989,3568,3674,3105,1998,744,245,17797
SED40025,266,215,213,100,25,0,1024,8,95,152,135,155,75,10,3,631,183,907,841,687,581,386,112,36,3731,86,392,473,595,571,382,103,53,2651,448,987,791,954,857,598,280,118,5034,64,72,72,59,48,25,3,5,354,38,68,103,127,166,101,30,11,647,553,1130,958,1141,1072,724,319,134,6031,15,38,26,43,31,40,40,12,237,233,240,265,330,344,394,333,270,2415,1094,2986,2986,3148,2955,2097,944,510,16724
SED40026,116,104,67,27,20,0,443,13,41,75,88,93,49,11,0,365,222,588,544,376,321,167,55,17,2303,135,462,587,671,495,238,76,24,2692,846,1570,1195,1263,866,514,238,65,6560,156,177,79,72,39,26,10,0,566,56,93,107,146,104,81,30,8,618,1056,1846,1384,1483,1013,621,279,79,7745,16,28,25,42,34,39,14,6,216,346,319,284,355,338,305,269,168,2388,1791,3390,3022,3116,2367,1453,720,293,16152
SED40027,86,63,47,27,4,0,285,11,32,62,49,42,28,3,0,231,141,449,385,322,239,137,63,17,1754,121,395,408,427,414,227,66,23,2087,692,1264,975,1102,876,524,319,87,5839,191,204,103,76,59,19,4,0,663,60,114,111,111,103,74,33,13,619,948,1584,1184,1290,1041,616,356,105,7126,20,36,22,30,32,38,30,9,214,501,401,421,455,402,423,526,279,3408,1733,2950,2569,2642,2219,1496,1052,434,15101
SED40028,37,34,37,32,7,3,198,3,39,49,69,70,41,11,0,274,75,457,466,279,282,182,58,22,1830,37,221,338,403,431,243,84,18,1777,587,954,913,972,817,432,157,50,4872,111,103,100,63,61,26,3,0,466,55,86,132,145,103,77,15,5,622,755,1135,1139,1179,979,535,177,58,5960,3,16,27,31,33,32,20,12,174,330,307,305,437,425,467,339,273,2876,1215,2226,2365,2429,2255,1520,702,387,13087
SED40029,97,102,86,53,15,3,429,4,50,83,79,105,53,11,0,379,150,514,585,434,381,232,75,21,2392,70,351,488,593,519,262,104,21,2406,578,1204,1167,1217,985,679,264,66,6165,134,107,100,79,40,40,3,3,501,52,92,115,124,114,110,37,20,661,766,1403,1384,1418,1136,826,303,86,7323,11,26,36,35,39,33,25,7,211,253,222,256,294,352,368,224,148,2124,1273,2639,2927,2952,2614,1821,751,287,15274
SED40030,291,158,103,62,18,6,926,14,94,138,78,102,44,7,3,481,315,1339,1010,586,417,212,80,18,3978,116,558,592,589,501,266,96,29,2742,533,1361,1060,982,853,530,254,97,5668,106,93,77,55,49,23,10,0,425,36,64,121,105,122,79,22,11,561,679,1518,1255,1141,1024,630,289,105,6645,14,42,35,48,37,37,19,10,254,210,305,247,249,276,253,229,171,1930,1366,4137,3571,2851,2455,1499,745,341,16959
SED40031,378,328,231,119,41,8,1446,6,89,154,154,137,93,25,8,669,389,1216,1248,1009,682,451,152,33,5186,106,371,507,664,573,393,146,30,2796,368,649,751,991,666,519,315,79,4336,56,45,57,48,45,21,4,0,278,28,49,88,110,91,97,41,7,519,454,743,897,1143,806,639,363,86,5141,15,27,38,63,43,47,27,13,267,206,120,160,245,197,271,231,108,1553,1202,2878,3391,3608,2682,2029,993,283,17056
SED40032,348,272,246,130,41,11,1385,14,96,150,163,179,92,29,7,721,340,1311,1112,800,771,464,180,75,5040,111,388,514,563,572,421,180,73,2824,421,772,658,698,645,441,242,98,3968,66,59,59,31,35,26,8,4,293,44,43,85,114,134,116,52,30,616,523,876,812,843,809,584,306,129,4880,5,29,30,34,40,50,20,13,219,212,305,272,263,347,339,325,372,2425,1211,3325,3230,2937,2956,2086,1069,677,17496
SED40033,95,82,53,25,3,0,338,11,49,55,78,75,33,8,3,306,86,478,460,353,278,188,58,13,1917,72,204,307,419,360,219,66,26,1674,690,1204,1148,1133,826,475,183,61,5716,131,162,92,94,47,29,6,0,557,49,87,117,119,103,80,28,10,585,871,1453,1358,1340,982,578,216,63,6861,11,19,20,28,26,16,17,7,143,321,375,408,466,417,441,366,184,2978,1375,2644,2709,2765,2191,1496,736,303,14218
SED40034,69,59,47,18,7,3,286,6,47,39,44,34,18,4,0,199,128,487,359,231,181,99,24,5,1513,126,446,440,460,325,127,29,9,1962,847,1619,1159,1072,801,397,183,42,6103,248,241,112,102,54,21,3,0,777,70,132,125,115,94,43,18,5,598,1167,1990,1392,1283,946,456,200,47,7485,21,34,31,37,33,27,4,5,190,477,499,371,417,431,326,252,140,2925,1940,3584,2696,2543,1996,1073,520,208,14566
SED40035,176,137,104,65,17,4,656,11,97,122,115,95,54,17,0,510,223,881,828,489,442,360,96,17,3344,104,410,583,601,564,380,121,15,2778,529,1221,1067,1163,869,717,336,69,5979,82,79,67,52,42,27,10,3,362,22,66,106,120,129,120,34,7,614,631,1373,1247,1342,1044,869,377,83,6954,22,17,32,31,49,37,33,3,229,169,169,231,249,247,297,208,103,1665,1162,3101,3214,2959,2541,2059,870,234,16137
SED40036,271,131,56,25,10,0,742,6,61,75,87,46,26,12,0,313,244,927,803,399,259,181,58,12,2886,107,479,509,448,360,209,78,15,2199,497,1156,1022,1004,788,685,323,64,5544,109,122,106,58,40,19,7,3,454,50,88,105,104,91,78,31,8,562,656,1360,1234,1167,918,782,359,80,6559,9,42,45,20,40,32,21,3,226,381,614,498,396,329,370,266,115,2980,1404,3737,3437,2653,2004,1627,804,238,15910
SED40037,460,206,111,48,10,3,1359,10,103,136,93,76,28,12,0,455,337,1456,1006,530,383,185,45,20,3958,225,652,625,593,446,205,62,4,2820,629,1310,1055,1019,920,509,211,57,5709,117,120,90,67,46,23,3,3,468,50,93,123,129,99,74,28,8,601,795,1523,1266,1214,1063,600,237,68,6778,21,62,46,46,49,56,29,8,305,328,416,341,339,388,339,241,138,2529,1744,4714,3886,3019,2513,1466,631,239,18211
SED40038,140,49,26,11,0,0,411,9,54,39,25,27,16,0,0,171,195,703,476,251,186,79,32,6,1934,112,431,389,331,261,137,51,11,1725,647,1251,910,945,784,420,213,64,5230,159,165,104,86,57,17,4,0,592,52,140,106,120,89,44,27,3,580,852,1553,1113,1151,937,483,248,67,6402,28,54,35,39,31,28,12,3,232,380,437,327,374,371,337,323,150,2701,1589,3405,2520,2222,1834,1094,667,246,13566
SED40039,73,59,52,27,5,0,317,5,43,60,57,38,34,7,0,248,120,511,401,273,243,192,59,17,1810,101,400,407,433,349,249,71,27,2044,666,1439,1139,984,883,731,297,65,6208,151,171,122,51,54,17,7,0,580,53,116,130,106,93,87,42,11,638,875,1724,1390,1146,1030,837,350,72,7429,17,28,33,28,41,57,23,3,233,358,336,331,320,334,453,329,222,2690,1485,3141,2704,2305,2091,1852,848,346,14773
SED40040,122,96,111,69,12,3,477,0,40,79,98,136,60,14,0,425,114,505,605,494,444,287,99,20,2571,74,302,463,570,578,355,96,29,2466,477,1116,1119,1201,1072,637,229,59,5900,106,89,88,77,41,32,10,8,449,43,85,133,158,150,93,36,13,712,621,1290,1338,1434,1259,771,268,74,7063,0,9,29,31,44,46,17,13,202,373,225,291,438,503,411,303,174,2716,1192,2441,2938,3166,3069,1989,810,318,15917
SED40041,42,49,42,30,9,0,224,7,39,52,61,86,29,6,0,293,93,447,357,285,329,179,42,20,1749,53,186,263,391,438,247,54,15,1640,429,908,909,1029,1022,568,201,52,5120,106,125,84,71,52,34,10,0,486,36,59,88,104,104,75,18,10,491,563,1093,1088,1210,1178,678,230,63,6104,12,13,20,26,43,30,15,3,168,513,623,582,607,634,555,349,166,4036,1251,2448,2409,2623,2751,1753,712,267,14213
SED40042,88,38,19,7,0,0,277,12,53,47,25,26,11,0,0,179,183,575,413,218,154,67,15,6,1625,127,523,520,408,246,91,17,3,1932,814,1734,1220,1115,769,340,116,19,6129,184,201,122,68,41,11,3,0,641,57,118,119,128,77,36,16,0,548,1056,2056,1464,1310,889,391,137,25,7323,18,38,57,39,30,23,10,0,213,437,432,389,411,369,256,159,46,2495,1847,3778,2984,2456,1733,843,327,76,14043
SED40043,650,218,162,64,20,7,2017,14,163,198,113,83,47,7,3,627,416,2308,1559,718,457,258,96,15,5827,154,701,655,562,469,268,84,26,2913,464,945,765,779,614,448,266,78,4353,99,96,81,50,44,14,6,3,398,45,80,103,83,107,52,37,17,518,603,1119,951,917,764,514,307,100,5273,12,75,53,41,43,32,26,8,281,232,361,321,292,264,309,286,183,2245,1459,5583,4397,2856,2237,1496,830,336,19183
SED40044,745,662,489,325,120,43,3042,17,168,236,257,285,159,31,15,1167,527,1889,1699,1412,1193,801,282,158,7962,103,302,424,561,474,449,187,111,2617,231,368,332,446,345,248,122,82,2170,35,29,40,20,38,15,10,0,180,27,30,67,95,107,72,53,30,483,293,434,438,562,491,330,186,113,2835,19,37,48,46,36,62,27,37,306,202,217,254,250,273,267,231,283,1973,1200,3678,3841,3743,3248,2385,1058,760,19903
SED40045,529,583,470,281,111,17,2412,5,111,228,257,252,152,32,13,1047,390,1417,1492,1324,1144,761,272,129,6926,77,286,463,594,582,464,187,107,2772,278,461,462,601,509,351,213,95,2959,42,35,41,34,26,20,12,3,212,22,34,63,96,97,114,56,42,522,344,525,567,734,633,479,276,136,3692,12,24,31,36,42,43,26,28,238,189,164,196,237,215,260,262,276,1802,1039,2918,3519,3757,3329,2447,1168,707,18884
SED40046,524,226,124,66,18,8,1765,20,167,149,144,116,41,5,3,646,587,2202,1341,699,478,223,76,44,5648,213,697,494,536,402,194,75,35,2643,499,981,764,765,520,288,214,90,4127,95,79,53,54,33,16,7,6,342,50,71,85,98,80,51,30,21,487,639,1130,899,923,640,356,252,114,4952,19,58,35,35,37,30,17,16,242,274,408,281,290,256,270,305,408,2487,1790,5417,3723,2852,2046,1182,739,624,18377
