SED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SED30059,264,9,0,14,274,34,0,310,0,0,0,0,0,0,0,0,0,0,4,8,1345,172,30,28,1580,28,4,31,1615,82,4,1699,298,44,3,3,342,8,3,6,352,20,5,370,325,53,6,4,393,3,0,8,398,11,0,413,10,3,3,0,17,0,0,0,17,0,0,17,10,0,0,14,20,0,0,0,20,0,0,20,642,101,14,17,777,11,3,13,787,29,5,822,10,0,0,0,10,0,0,0,8,0,0,8,14,3,0,0,17,0,0,3,22,0,0,22,21,4,0,0,25,0,0,4,33,0,0,34,665,100,14,18,802,10,3,18,816,31,5,854,132,14,4,6,155,5,0,3,162,20,3,184,0,0,0,0,0,0,0,0,0,0,0,6,803,112,22,19,960,19,5,23,983,56,3,1041,419,65,3,0,493,7,3,13,502,19,0,521,416,67,11,8,498,3,0,4,505,29,0,531
SED30060,240,34,8,36,282,137,3,419,4,0,0,0,0,0,0,0,0,7,10,20,987,144,28,33,1184,68,16,91,1275,221,22,1519,253,31,3,0,292,4,3,9,292,18,0,313,230,40,3,6,275,9,3,13,285,26,0,310,6,0,4,0,14,0,0,0,18,0,0,17,4,0,0,8,6,0,0,0,8,4,0,13,495,65,10,15,587,9,8,17,605,45,0,658,3,3,0,3,7,8,0,8,11,12,0,22,8,0,0,0,14,0,4,4,14,3,0,17,14,5,0,3,16,8,4,11,28,12,0,41,510,69,10,14,605,17,9,24,635,57,0,691,90,11,0,3,106,16,8,21,133,94,0,226,0,0,0,0,0,0,0,0,0,0,9,8,596,84,10,21,717,31,15,52,764,151,9,924,341,32,9,7,394,4,0,11,399,26,0,423,252,51,7,7,314,14,3,18,331,26,0,356
SED30061,169,9,10,21,181,47,0,231,3,0,0,0,3,0,0,0,3,0,0,3,796,121,14,12,937,37,13,52,994,91,6,1090,250,27,3,0,282,7,0,8,293,19,0,311,209,31,0,3,246,6,0,6,251,13,0,262,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,5,0,0,5,463,65,3,3,535,15,3,14,549,30,0,582,4,4,0,0,13,4,0,4,19,0,0,19,13,0,0,0,11,7,0,7,19,0,0,20,21,5,0,0,27,8,0,8,34,0,0,34,483,65,3,4,563,22,3,27,583,32,0,616,75,13,0,0,86,3,0,3,96,38,0,132,0,0,0,0,0,0,0,0,0,0,0,3,562,79,5,4,648,29,5,30,677,68,3,750,326,39,17,3,372,13,0,13,385,32,0,412,239,24,5,3,273,6,0,10,285,12,0,291
SED30062,441,13,0,16,456,72,0,526,0,0,0,0,3,0,0,0,3,0,16,15,1689,174,36,44,1950,58,13,70,2020,137,18,2173,404,36,6,0,447,8,3,16,459,22,0,481,385,47,8,5,448,4,0,7,453,13,0,469,5,5,3,0,13,0,0,0,12,0,0,14,5,0,0,9,17,0,0,0,17,0,0,17,802,87,15,15,926,20,5,23,949,43,0,987,16,0,0,0,15,3,0,3,18,3,0,22,21,3,0,0,24,3,0,3,28,3,0,35,38,6,0,0,42,10,3,8,52,4,0,55,840,87,15,21,967,22,6,35,996,45,0,1046,188,25,7,10,228,15,0,15,244,46,0,290,0,0,0,0,0,0,0,0,0,0,8,5,1031,112,22,29,1199,36,6,42,1245,92,4,1344,549,48,8,5,614,14,3,15,626,45,0,674,452,58,7,3,524,12,0,10,534,15,0,553
SED30063,280,11,3,11,291,92,0,384,0,0,0,0,4,0,0,0,3,0,0,3,996,144,20,31,1188,22,7,31,1219,163,9,1385,215,19,0,0,241,3,0,3,244,20,0,266,254,39,9,0,302,3,0,0,306,21,0,327,12,0,3,0,14,3,0,3,13,0,0,15,4,0,0,3,5,0,0,0,5,0,0,7,483,64,13,9,562,5,0,10,571,40,0,617,4,0,0,0,11,5,0,5,14,3,0,14,3,3,0,0,5,0,0,0,5,4,0,6,9,4,0,0,10,5,0,5,15,3,0,20,492,67,13,9,577,13,0,10,586,49,0,635,105,20,0,3,134,8,4,11,143,69,0,214,3,0,0,0,3,0,0,0,3,0,0,8,603,88,15,10,714,19,3,27,736,115,0,853,243,25,4,3,270,3,0,3,277,20,0,296,274,50,9,3,337,3,0,3,344,17,0,360
SED30064,227,7,0,7,234,64,0,298,0,0,0,0,7,0,0,0,7,0,3,9,983,183,38,10,1218,30,4,37,1256,120,5,1383,204,39,4,0,249,7,0,6,252,12,0,264,284,49,7,3,345,6,0,6,349,25,0,374,5,3,5,0,11,0,0,0,11,0,0,14,3,0,0,3,6,0,0,0,7,0,3,10,497,94,12,5,610,15,0,11,623,38,3,667,3,0,0,0,3,0,0,4,4,4,0,13,9,0,0,0,9,0,0,0,9,0,0,12,10,0,0,0,12,0,0,4,17,3,0,24,509,94,12,5,623,11,3,19,643,42,4,689,110,12,3,0,129,7,0,10,136,37,0,173,0,0,0,0,3,0,0,0,3,0,0,3,620,109,19,10,756,18,5,25,779,79,4,856,244,58,4,0,311,9,3,6,319,13,0,330,319,65,3,0,389,6,0,6,395,17,0,416
SED30065,192,3,3,9,198,49,0,246,3,0,0,4,11,0,0,0,11,0,0,9,1058,191,20,24,1283,22,11,32,1316,102,4,1423,228,39,5,0,274,3,3,6,281,16,0,293,310,64,7,4,390,8,0,11,398,28,0,425,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,537,105,11,8,666,14,5,18,681,45,4,729,4,0,0,0,4,3,0,3,3,0,0,8,8,3,0,0,13,0,3,3,15,0,0,15,16,3,0,0,17,3,3,5,19,8,0,28,551,110,11,8,679,16,8,23,704,47,4,750,74,24,0,6,106,3,0,6,110,29,0,143,0,0,0,3,3,0,0,0,3,0,0,7,628,135,17,13,789,22,6,34,820,75,7,897,309,39,4,0,357,7,3,12,363,20,0,388,319,70,13,4,402,11,0,11,412,19,0,434
SED30066,171,8,0,8,181,41,0,222,0,0,0,0,0,0,0,0,0,0,9,9,850,124,13,15,1001,44,3,48,1051,69,4,1125,215,26,0,0,245,8,0,8,258,13,0,274,188,27,0,0,225,3,0,3,222,9,0,229,3,3,0,0,9,0,0,0,9,0,0,9,6,0,0,0,6,0,0,0,5,0,0,12,419,60,5,4,489,11,0,11,497,18,0,521,7,0,0,0,7,0,0,0,5,0,0,8,5,0,0,3,11,0,0,0,14,0,0,10,13,0,0,3,17,0,0,0,16,3,0,23,431,62,5,7,500,18,0,18,522,27,0,545,77,13,0,0,100,8,0,8,107,22,0,125,0,0,0,0,0,0,0,0,0,0,3,0,508,77,8,8,603,23,0,21,625,50,3,674,280,27,3,0,305,14,0,14,320,18,0,342,201,29,3,0,239,10,0,7,250,13,0,262
SED30067,286,7,0,12,296,33,0,326,3,0,0,0,3,0,0,0,3,0,3,5,1323,151,22,19,1515,31,3,34,1545,82,5,1639,294,26,3,0,324,3,0,5,328,17,0,350,321,24,4,3,357,11,0,16,368,13,0,380,12,3,0,0,15,0,0,0,19,4,0,17,0,3,0,3,6,0,0,0,6,0,0,6,628,56,9,9,702,12,3,18,723,33,0,753,9,0,0,0,10,3,0,3,9,0,0,9,12,3,0,0,17,0,0,0,19,0,0,19,21,3,0,0,26,0,0,0,32,0,0,32,656,62,9,9,733,18,3,22,754,33,0,785,165,22,4,0,192,6,0,8,198,21,0,215,0,0,0,0,5,0,0,0,5,0,3,3,817,82,10,9,922,27,3,30,952,53,3,1007,406,29,5,0,444,6,3,6,456,34,0,489,428,41,11,4,480,9,0,13,491,21,0,514
SED30068,207,18,8,30,232,72,0,303,0,0,0,0,0,0,0,0,0,0,0,0,712,115,23,13,858,44,11,60,919,138,4,1055,142,21,4,0,170,3,0,5,171,13,0,188,159,30,3,0,190,6,4,7,197,17,0,213,5,0,3,0,10,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,305,46,8,0,366,7,3,13,380,29,0,409,14,0,0,0,16,10,0,10,24,4,0,25,11,0,0,0,11,7,0,5,20,0,0,19,22,0,0,0,27,9,0,12,42,3,0,48,329,49,10,3,394,20,9,30,419,37,0,455,96,23,8,8,139,10,0,10,152,56,0,208,3,0,0,0,3,0,0,0,3,0,0,3,429,74,19,9,535,34,9,40,575,97,0,667,186,19,3,0,212,6,0,6,220,14,0,231,198,33,8,0,239,9,0,9,242,17,0,259
SED30069,186,10,0,12,193,43,0,233,0,0,0,0,0,0,0,0,0,0,0,3,714,108,19,12,848,27,7,31,885,96,5,982,162,21,3,0,188,0,0,3,187,8,0,199,192,21,5,3,218,3,0,3,219,20,3,240,6,3,5,0,10,0,0,0,10,0,0,10,3,0,0,0,7,0,0,0,4,0,0,4,362,41,14,3,416,3,0,4,426,28,3,456,8,0,0,0,9,4,0,4,11,4,0,20,6,0,0,0,6,0,0,0,7,0,0,7,21,0,0,0,20,4,0,4,22,4,0,26,375,41,14,8,437,8,0,10,448,33,3,480,81,17,0,7,104,6,0,6,106,26,0,132,0,0,0,0,0,0,0,0,0,0,3,3,460,60,14,13,537,15,0,12,552,56,3,613,259,24,3,3,284,9,3,7,289,17,0,306,221,33,12,0,266,11,3,12,274,24,0,297
SED30070,243,8,4,11,254,37,0,294,0,0,0,0,0,0,0,0,0,0,0,0,1276,114,17,19,1436,32,9,36,1476,87,3,1565,286,28,3,0,320,4,0,4,327,11,0,339,343,34,8,5,382,10,0,10,395,19,0,407,4,0,4,0,6,0,0,0,6,0,0,6,10,0,0,0,6,0,0,0,6,0,0,7,644,60,8,4,722,15,0,15,737,27,0,764,8,0,0,0,8,4,0,4,11,3,0,13,17,0,0,3,19,0,0,0,19,4,0,20,24,0,0,3,26,4,0,4,34,5,0,35,670,61,8,7,753,17,0,14,768,36,0,804,129,9,0,3,138,3,0,3,148,24,0,168,0,0,0,0,0,0,0,0,0,0,0,3,798,76,14,13,893,16,0,18,915,54,0,971,459,50,3,0,517,8,3,11,533,20,0,550,446,42,6,3,490,14,0,12,503,20,0,522
SED30071,208,15,3,19,219,52,0,276,0,0,0,0,0,0,0,0,0,0,0,0,821,70,15,22,929,49,8,56,983,102,0,1085,221,15,5,3,243,9,3,14,256,16,0,276,193,23,8,0,223,9,0,10,234,8,0,243,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,425,41,7,3,477,26,3,28,505,26,0,530,0,0,0,0,0,0,0,0,3,3,0,9,5,0,0,0,6,0,0,0,8,4,0,12,10,0,0,0,13,4,0,4,15,3,0,20,434,42,11,3,490,30,3,30,519,30,0,550,86,13,3,0,101,5,0,8,111,26,0,140,0,0,0,0,0,0,0,0,0,0,0,0,520,51,11,9,595,37,7,40,631,61,0,694,290,18,3,3,311,17,0,16,329,18,0,344,208,28,10,0,248,16,0,14,264,9,0,274
SED30072,220,5,0,5,223,34,0,255,0,0,0,0,3,0,0,0,3,0,4,6,1045,122,16,21,1207,29,4,36,1240,78,7,1323,230,25,5,0,257,3,0,3,266,18,0,278,257,27,0,3,285,5,0,5,291,11,0,298,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,13,4,0,11,497,49,5,5,554,7,0,10,566,23,0,593,10,3,0,0,14,0,0,0,11,0,0,11,16,0,0,0,18,0,0,0,20,0,0,16,20,3,0,0,26,0,0,3,27,3,0,33,522,53,3,5,584,12,0,13,594,32,0,623,80,17,4,3,102,3,0,3,109,23,0,132,0,0,0,4,3,0,0,0,3,0,3,7,602,69,10,16,691,17,0,13,704,54,4,767,347,31,3,5,382,5,5,13,387,29,0,416,293,38,9,6,338,4,0,3,342,14,0,355
SED30073,126,11,0,11,130,13,0,143,0,0,0,0,0,0,0,0,0,0,0,0,666,77,8,9,763,28,0,27,792,51,3,844,153,24,0,0,177,5,0,5,181,15,0,199,142,25,0,0,166,0,3,3,170,4,0,179,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,4,0,0,0,5,3,0,8,303,48,3,3,361,8,3,10,365,23,0,390,7,0,0,0,7,0,0,0,7,0,0,5,8,3,0,0,13,0,0,0,13,0,0,13,17,3,0,0,20,0,0,0,20,0,0,19,323,52,3,3,381,8,3,10,383,25,0,413,66,3,0,0,74,8,0,8,81,7,0,86,0,0,0,0,0,0,0,0,0,0,0,3,386,55,3,5,451,11,3,12,470,33,0,501,192,32,0,0,221,4,0,5,230,17,0,250,159,28,3,0,199,0,0,0,198,18,0,216
SED30074,239,3,3,5,241,91,3,341,3,0,0,0,3,0,0,0,3,3,3,7,951,135,21,28,1137,18,4,23,1162,151,7,1322,225,19,3,0,243,3,0,3,248,15,0,268,251,43,4,4,300,3,0,3,308,20,0,324,9,0,0,0,12,0,0,0,12,0,0,12,3,0,0,5,12,0,0,0,12,0,0,8,483,64,9,13,574,6,0,6,582,33,0,614,3,0,0,0,3,0,0,0,4,3,0,6,10,3,0,0,10,0,3,3,9,0,0,14,7,3,0,0,8,0,3,3,14,3,0,15,498,66,9,13,581,10,3,9,590,41,0,634,91,17,0,8,123,3,0,6,129,47,0,178,0,0,0,0,0,0,0,0,0,0,4,7,591,83,13,21,704,15,3,16,721,86,4,813,264,27,3,0,302,0,3,3,300,21,0,328,309,59,7,3,381,6,0,8,387,22,0,412
SED30075,175,7,3,10,182,47,0,237,0,0,0,0,3,0,0,0,3,0,0,6,758,149,17,18,938,25,10,31,966,83,0,1051,169,32,4,0,200,6,0,6,203,12,0,221,183,31,0,3,217,4,0,8,229,15,0,240,10,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,5,0,0,0,5,0,0,4,360,65,6,3,436,12,0,15,448,28,0,476,3,0,0,0,9,0,0,3,10,0,0,8,5,4,0,0,11,3,0,3,14,0,0,15,15,4,0,0,21,5,0,4,27,3,0,30,373,69,6,3,452,19,3,20,468,28,0,500,94,25,0,6,123,0,0,0,126,38,0,156,0,0,0,0,0,0,0,0,0,0,0,0,460,96,9,12,577,17,3,21,597,64,3,661,279,46,4,0,335,3,3,4,336,20,0,361,249,52,3,3,314,11,4,10,323,20,0,343
SED30076,236,3,3,11,245,33,0,275,0,0,0,0,0,0,0,0,0,0,3,0,1156,120,23,14,1316,20,3,23,1337,72,3,1409,281,33,0,0,315,6,0,6,326,10,0,331,266,27,0,3,300,3,0,3,307,11,0,310,5,0,6,0,12,0,0,0,12,0,0,10,4,0,0,3,5,0,0,0,5,0,0,6,556,68,8,6,634,12,0,12,643,18,0,662,14,0,0,0,14,0,0,0,14,0,0,14,15,0,0,3,22,0,0,0,22,0,0,22,25,0,0,3,30,0,0,0,30,0,0,30,577,68,9,6,662,12,0,12,676,18,0,696,106,14,0,4,122,0,0,0,127,22,0,149,0,0,0,0,0,0,0,0,0,0,0,0,682,85,14,10,790,12,0,12,805,43,0,842,394,43,9,4,443,17,0,17,462,17,0,475,314,41,6,3,372,7,3,9,381,11,3,393
SED30077,118,3,0,4,125,25,0,151,0,0,0,0,0,0,0,0,0,0,5,5,940,103,8,12,1054,24,7,29,1088,58,10,1151,225,25,0,0,256,7,0,7,261,9,0,272,250,24,4,3,273,5,0,10,285,4,0,284,8,0,0,0,10,0,0,0,10,0,0,11,3,0,0,7,5,0,0,0,5,0,0,5,484,46,5,6,549,11,4,10,556,14,0,573,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,10,0,0,0,10,0,0,6,11,0,0,0,13,0,0,0,13,0,0,14,492,51,5,6,557,11,4,10,573,14,0,588,56,7,0,0,65,3,0,3,65,12,0,79,0,0,0,0,0,0,0,0,0,0,4,0,552,57,9,11,623,15,4,15,640,32,7,670,279,38,0,0,321,7,0,9,326,23,0,348,310,33,3,6,355,3,3,6,360,13,0,371
SED30078,439,25,13,38,476,84,0,560,0,0,0,0,0,0,0,0,0,0,4,4,1193,238,9,21,1454,62,19,82,1543,127,5,1676,228,27,0,5,265,6,0,11,272,23,0,291,232,48,6,0,288,10,4,18,308,13,0,317,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,8,0,0,0,8,0,0,8,473,79,8,11,562,17,3,23,587,31,0,621,5,0,0,0,5,3,0,3,8,0,0,8,11,7,0,0,14,3,0,3,18,0,0,19,12,7,0,0,21,9,0,5,25,0,0,31,486,84,8,9,584,24,7,32,611,33,0,648,135,35,4,5,182,8,5,11,193,67,0,265,0,0,0,3,3,0,0,0,3,0,3,9,626,116,8,20,767,34,12,45,813,99,3,913,362,57,4,4,419,12,3,11,436,39,0,467,343,67,3,4,416,11,0,15,433,15,3,450
SED30079,227,16,8,27,249,103,0,358,0,0,0,3,3,0,0,0,3,0,10,10,652,140,14,27,832,53,12,68,893,151,10,1052,133,26,0,0,162,6,0,10,164,23,0,187,152,35,0,0,190,3,3,6,199,12,0,211,5,0,0,0,10,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,4,0,0,4,298,58,3,0,364,16,0,15,376,32,0,411,3,3,0,0,7,0,0,0,5,0,0,6,7,3,0,0,12,3,3,7,21,3,0,22,12,7,0,0,18,7,3,13,32,4,0,36,308,68,3,4,379,15,6,23,409,37,0,445,71,25,0,7,98,7,3,17,111,61,0,176,0,0,0,3,3,0,0,0,3,0,5,7,382,91,5,8,485,29,13,39,521,101,5,627,234,33,3,0,274,11,3,18,290,24,0,316,201,44,3,0,252,11,0,11,262,15,0,274
SED30080,173,6,0,6,181,29,0,209,0,0,0,0,3,0,0,0,3,0,3,8,693,125,11,17,844,26,6,32,869,72,3,948,173,27,0,0,201,0,3,3,209,11,0,219,186,32,0,0,224,0,0,0,227,8,0,231,3,0,3,0,14,0,0,0,14,0,0,14,6,0,0,3,8,0,0,0,8,0,0,8,374,64,3,3,445,0,3,8,452,16,0,467,3,3,0,0,10,0,0,0,10,0,0,10,11,3,0,0,12,0,0,0,12,3,0,13,17,5,0,0,23,0,0,0,23,3,0,24,390,72,3,7,471,0,3,8,477,23,0,495,97,9,0,0,106,8,0,8,117,27,0,142,0,0,0,0,3,0,0,0,3,0,0,3,486,82,8,9,580,8,3,14,592,42,0,638,265,33,4,0,301,8,4,6,309,16,0,326,263,38,0,3,303,3,0,3,310,22,0,332
SED30081,247,30,5,29,280,76,3,362,0,0,0,0,0,0,0,0,0,0,8,9,1104,128,29,24,1289,72,7,85,1372,151,10,1529,309,24,3,9,340,22,0,22,359,21,3,381,239,24,11,0,278,10,0,11,292,10,0,308,7,3,0,0,12,0,0,0,12,4,0,16,4,0,0,8,6,0,0,0,6,0,0,8,561,54,15,15,643,27,0,34,675,36,4,713,11,3,0,0,14,6,0,10,28,0,0,24,11,0,0,0,9,4,0,4,14,4,0,20,22,4,0,0,27,13,0,15,37,3,0,45,584,53,15,14,668,41,3,43,715,35,4,754,101,9,9,3,121,15,4,12,132,50,0,181,0,0,0,0,6,0,0,0,6,0,15,17,684,69,23,23,792,54,6,55,855,81,15,949,458,35,9,4,509,27,3,27,536,20,0,554,303,40,10,3,359,18,0,17,379,34,0,409
SED30082,241,8,0,12,249,43,0,292,0,0,0,0,0,0,0,0,0,0,3,4,1009,112,29,14,1163,28,10,33,1199,93,4,1292,270,23,6,3,301,7,0,7,303,13,0,320,274,29,3,3,316,0,0,0,321,12,0,330,11,0,8,0,15,0,0,0,15,0,0,18,5,0,0,0,9,0,0,0,9,0,0,9,556,54,19,4,640,4,0,6,647,30,0,674,4,0,0,0,4,0,0,0,4,3,0,3,8,0,0,0,8,3,0,3,14,0,0,15,10,0,0,0,10,3,0,3,18,0,0,16,569,54,19,4,651,8,4,13,664,30,0,690,104,18,3,0,123,3,0,10,129,28,0,156,0,0,0,0,0,0,0,0,0,0,3,3,674,69,19,4,775,13,3,17,793,59,3,850,346,26,3,3,384,11,0,9,393,29,0,425,331,46,7,3,392,0,0,3,392,24,0,412
SED30083,209,10,0,9,221,56,0,277,0,0,0,0,0,0,0,0,0,0,0,0,923,119,18,15,1073,33,5,40,1113,100,3,1217,211,29,0,3,241,5,5,10,253,12,0,269,241,38,3,0,288,6,0,6,295,9,0,308,11,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,3,0,0,3,465,71,7,3,538,19,7,23,560,22,0,588,15,3,0,0,15,0,0,0,18,0,0,18,13,3,0,0,20,0,0,0,20,3,0,21,26,6,0,0,35,0,0,3,33,3,0,40,485,74,7,5,576,17,6,26,597,24,0,626,92,18,4,0,114,10,0,6,124,29,0,151,0,0,0,0,0,0,0,0,0,0,0,0,578,92,5,4,688,23,8,34,721,54,0,779,301,26,8,3,338,11,3,11,357,16,0,372,301,40,3,8,342,10,0,9,356,17,0,378
