SED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SED30035,1168,70,0,1237,26,7,3,0,32,6,3,8,41,3,0,46,31,5,0,0,35,4,0,6,46,3,0,45,57,9,3,0,70,11,6,17,84,5,0,91,1009,160,23,11,1203,37,8,49,1251,73,0,1333,347,80,25,17,460,30,10,37,499,128,0,628,0,0,0,0,0,0,0,0,0,3,3,8,1361,238,45,29,1670,68,23,83,1754,205,4,1962,249,31,10,4,288,5,6,13,302,14,0,315,375,66,12,3,452,7,0,12,466,45,0,504,8,12,0,0,19,0,0,0,19,3,0,24,0,0,0,10,10,0,0,0,8,0,0,8,633,105,20,14,767,16,9,21,789,63,0,855,9,3,0,0,13,3,0,5,19,3,0,24,21,4,0,0,24,0,0,0,27,3,0,27,34,3,0,0,41,3,3,9,43,3,0,47,664,113,18,14,805,20,8,23,833,68,0,900,185,35,14,4
SED30036,1088,89,7,1178,12,11,0,0,22,10,3,15,39,10,0,51,35,9,0,3,48,10,0,10,51,10,0,63,45,13,3,3,71,19,3,23,91,19,0,108,858,195,39,21,1116,56,8,65,1180,109,7,1288,278,81,12,7,380,24,12,35,416,125,0,533,3,0,0,3,3,0,0,0,3,0,8,11,1134,279,46,33,1496,79,22,101,1599,230,14,1837,229,48,5,0,286,5,3,12,296,28,0,328,269,76,7,10,352,15,5,19,373,46,0,417,6,3,5,0,12,0,0,0,12,0,0,18,0,0,0,3,7,0,0,0,7,0,0,4,505,125,18,13,659,20,6,33,690,76,4,771,7,0,0,0,10,12,0,15,27,8,0,36,10,5,0,0,18,5,0,4,22,3,0,24,19,6,0,0,28,15,3,16,44,18,0,62,528,130,19,9,689,38,15,47,740,94,4,836,109,37,3,3
SED30037,1653,83,0,1738,21,5,0,0,28,10,0,10,36,3,0,37,21,5,6,0,30,11,4,14,45,3,0,48,46,10,6,0,57,18,4,23,78,10,0,86,1456,149,41,35,1673,52,7,61,1731,92,0,1831,406,44,16,17,482,35,0,35,519,90,0,613,3,0,0,0,3,0,0,0,3,0,4,10,1863,189,56,52,2159,85,7,96,2250,185,11,2449,369,38,8,3,413,7,0,8,421,22,3,444,427,52,11,3,493,8,0,11,506,23,0,526,9,6,3,0,19,0,0,0,19,0,0,19,3,0,0,5,10,0,0,0,10,3,0,15,810,98,24,12,939,17,0,15,956,44,6,1004,13,4,0,0,15,9,0,9,21,5,0,26,9,3,0,0,16,6,3,4,22,7,0,26,26,5,0,0,28,10,3,12,41,10,0,48,830,101,24,12,966,25,3,28,995,47,6,1050,158,19,7,12
SED30038,1390,86,0,1479,37,23,0,0,60,20,0,18,75,8,0,87,48,10,0,3,61,14,3,18,81,3,3,82,88,32,0,3,121,33,4,35,156,10,3,175,1199,211,20,35,1465,71,15,84,1548,94,10,1647,524,128,11,23,687,58,32,90,777,298,4,1083,3,3,0,3,8,0,0,0,8,0,13,27,1731,341,38,61,2158,133,43,174,2333,390,28,2755,280,49,3,4,342,17,0,17,356,25,0,389,303,59,7,4,377,10,4,10,388,32,0,421,18,0,4,0,18,0,0,0,18,0,0,18,0,0,0,10,6,0,0,0,10,3,0,16,601,112,14,15,738,28,4,32,771,62,0,840,19,5,0,0,32,5,0,5,35,4,0,42,23,4,0,0,32,9,6,15,45,6,0,46,44,10,0,3,58,20,6,24,81,7,0,90,650,122,17,13,802,40,13,52,856,70,0,928,219,63,6,9
SED30039,1397,42,0,1441,25,4,0,0,30,9,0,16,47,5,0,47,47,4,0,0,47,9,4,12,55,3,0,62,68,10,0,3,81,17,7,22,104,10,0,112,1254,149,8,18,1429,58,13,70,1497,50,0,1549,502,43,4,0,557,15,4,16,572,55,0,630,0,0,0,0,0,0,0,0,0,0,3,5,1761,193,13,24,1989,70,17,85,2075,102,3,2177,305,40,0,0,350,11,0,14,362,18,0,383,408,41,3,3,452,13,3,17,468,13,3,485,7,3,0,0,14,0,0,0,13,0,0,14,5,0,0,3,9,0,0,0,9,0,0,9,731,81,3,8,825,23,4,25,854,29,3,883,6,3,0,0,15,10,0,10,23,0,0,23,26,0,0,0,28,0,0,0,27,0,0,27,35,3,0,4,43,7,0,7,52,0,0,52,766,83,3,9,869,36,4,39,906,29,3,939,238,15,8,0
SED30040,1382,83,3,1466,50,5,0,0,55,10,0,10,69,4,0,70,52,9,0,0,64,11,4,16,72,0,0,72,102,14,0,0,122,16,4,22,143,4,0,145,1268,144,17,19,1447,57,12,76,1519,85,3,1607,539,89,13,9,655,21,3,29,675,120,0,804,3,0,0,3,5,0,0,0,5,0,6,15,1815,230,35,34,2107,82,17,100,2204,203,13,2422,295,38,6,0,335,10,3,13,348,26,0,374,366,41,4,3,419,9,3,12,428,19,0,447,22,0,5,0,28,0,0,0,29,0,0,24,4,0,0,15,16,0,0,0,19,0,0,21,686,79,16,16,798,20,7,29,821,49,0,873,21,0,0,3,28,0,0,0,25,0,0,28,17,3,0,4,23,4,3,6,25,0,0,25,38,3,0,8,47,6,3,12,54,0,0,53,720,87,16,20,838,31,9,36,878,52,0,930,230,45,5,4
SED30041,1591,100,4,1699,44,6,0,0,50,6,0,6,58,5,3,68,47,11,0,3,60,6,0,6,59,5,0,68,89,15,3,3,109,11,0,11,125,13,3,136,1447,153,26,26,1658,47,6,61,1718,111,7,1833,573,87,9,25,689,39,9,46,741,127,0,869,3,0,0,3,5,0,0,0,5,3,12,18,2026,242,33,47,2353,83,15,103,2461,243,20,2719,378,42,7,4,430,15,3,14,440,22,0,471,398,50,3,6,458,5,0,5,468,28,0,502,16,3,4,0,21,0,0,0,21,5,0,22,4,0,0,4,9,0,0,0,9,3,0,16,799,93,16,20,923,21,3,21,943,59,0,1009,28,0,0,0,27,11,0,11,31,3,0,34,26,3,0,5,32,0,0,0,38,0,0,38,50,7,0,5,63,12,0,12,73,3,0,73,846,98,16,21,984,31,3,32,1010,65,0,1082,256,33,8,7
SED30042,1863,67,0,1931,33,4,3,0,37,19,0,19,53,3,0,58,65,18,0,3,87,5,0,4,85,0,0,88,95,21,3,3,123,19,0,20,144,4,0,151,1706,173,40,16,1933,66,10,77,2012,66,0,2077,656,63,23,6,749,34,4,31,782,82,0,864,0,0,0,0,3,0,0,0,3,0,6,11,2360,233,63,23,2685,95,17,106,2794,149,13,2953,366,32,5,0,401,15,0,15,423,18,0,438,497,62,14,7,572,10,0,13,578,13,0,592,7,4,8,0,18,0,0,0,18,4,0,21,3,0,0,3,13,0,0,0,9,0,0,14,872,95,18,12,1003,27,3,30,1028,40,0,1071,15,0,0,0,17,6,0,6,19,3,0,22,36,5,0,5,44,3,0,3,44,0,0,44,48,10,0,5,63,11,0,11,68,3,0,72,926,103,25,15,1066,32,0,38,1103,40,0,1137,269,15,9,8
SED30043,1765,73,0,1835,25,6,0,0,26,7,0,7,29,3,0,33,58,3,0,3,66,0,3,3,65,0,0,65,82,5,0,3,89,6,3,10,98,8,0,103,1539,217,24,30,1808,41,11,56,1865,79,0,1942,383,52,14,18,466,25,7,28,496,53,4,551,0,0,0,0,0,0,0,0,0,0,9,13,1921,269,41,47,2281,62,17,84,2361,133,13,2508,374,48,6,0,431,10,0,14,445,11,0,457,556,75,11,5,646,14,7,16,662,18,0,676,9,3,6,0,20,0,0,0,20,0,0,22,0,0,0,3,10,0,0,0,11,0,0,11,941,129,22,13,1105,21,7,28,1129,28,0,1162,13,4,0,0,21,8,0,8,24,0,0,31,27,3,0,0,29,0,0,3,34,0,0,34,40,11,0,0,45,5,0,9,55,0,0,60,977,139,20,13,1147,30,9,42,1188,32,0,1224,174,25,7,0
SED30044,1758,69,3,1832,27,0,0,0,29,14,0,14,41,3,0,48,53,3,0,0,60,3,3,3,64,0,0,66,82,3,3,4,92,17,3,20,108,6,0,112,1596,141,37,23,1806,49,5,59,1860,74,3,1938,346,59,18,6,432,22,4,29,463,72,0,539,3,3,0,0,6,0,0,0,6,0,7,16,1945,208,55,31,2245,76,16,89,2336,150,13,2496,389,36,9,3,435,10,0,10,445,25,0,471,453,56,11,3,525,16,0,19,545,16,0,562,5,0,5,0,10,0,0,0,10,0,0,9,0,0,0,8,11,0,0,0,11,0,0,11,851,86,26,18,977,25,0,30,1011,46,0,1055,21,3,0,0,23,7,0,7,30,0,0,26,21,0,0,0,24,3,0,4,26,0,0,26,40,3,0,0,45,8,0,8,52,0,0,51,888,94,23,17,1023,36,0,37,1061,46,0,1109,160,24,3,4
SED30045,1852,79,0,1933,20,4,0,0,22,3,0,3,26,8,0,35,65,8,0,0,73,3,0,3,81,3,0,80,86,9,0,0,100,8,0,6,108,5,0,116,1710,151,40,23,1920,31,7,39,1955,84,0,2046,525,79,18,13,630,42,7,43,679,107,0,787,8,0,0,0,11,0,0,0,11,0,3,9,2238,230,51,40,2562,75,9,79,2643,189,6,2838,457,27,13,4,498,10,0,10,508,21,0,530,510,71,10,9,605,4,0,3,613,21,0,638,16,3,8,0,24,0,0,0,24,0,0,24,4,0,0,9,15,0,0,0,15,0,3,16,990,101,30,21,1145,11,0,14,1154,44,7,1209,15,0,0,0,20,3,0,3,19,4,0,22,32,0,0,3,39,0,0,0,42,3,0,45,50,4,0,3,57,3,0,3,62,7,0,69,1039,106,29,25,1199,12,3,17,1220,51,7,1273,270,37,17,4
SED30046,1603,68,0,1673,34,3,0,0,34,10,0,10,46,0,0,44,48,7,0,4,58,7,0,10,61,0,0,65,74,14,0,4,94,17,0,16,105,3,0,113,1438,170,33,24,1664,38,8,44,1708,71,0,1781,617,91,15,16,737,35,14,47,787,110,3,898,3,0,0,4,3,0,3,3,5,3,10,16,2061,258,51,42,2412,67,24,97,2503,180,15,2696,442,44,4,3,489,10,3,11,502,25,0,528,403,43,3,3,456,4,0,8,465,31,0,491,14,5,0,0,23,0,0,0,24,0,0,24,3,0,0,10,15,0,0,0,15,0,0,20,858,94,14,19,984,11,5,19,1001,56,0,1068,23,3,0,0,28,6,0,6,34,0,0,33,32,0,0,0,37,3,0,3,37,0,0,44,54,7,0,0,64,7,0,7,74,0,0,72,919,100,14,20,1051,18,5,21,1075,59,0,1140,328,61,17,13
SED30047,1709,55,0,1761,29,6,0,3,38,3,0,3,44,4,0,45,40,7,0,0,51,7,0,7,53,9,0,62,74,10,0,3,90,9,0,9,96,11,0,109,1557,164,30,25,1772,34,4,32,1806,62,0,1873,362,35,15,11,416,18,0,18,432,50,0,487,0,0,0,0,0,0,0,0,0,0,6,6,1921,202,43,33,2197,45,4,47,2241,113,6,2358,389,36,3,0,427,8,4,13,443,25,0,467,460,55,3,3,517,14,0,14,526,19,0,548,10,0,3,0,16,0,0,0,16,3,0,17,3,0,0,3,7,0,0,0,7,0,0,7,857,93,11,5,965,19,4,26,988,46,0,1032,15,5,0,0,20,0,0,0,19,4,0,26,17,0,0,0,14,0,0,0,15,0,0,21,30,5,0,0,35,6,0,6,41,7,0,44,888,98,11,5,1001,23,4,26,1030,53,0,1077,144,20,3,5
SED30048,1064,41,0,1104,22,3,0,0,22,4,0,4,30,10,0,37,51,11,0,0,60,4,0,3,65,7,0,69,67,16,0,0,82,9,0,12,95,11,0,106,956,87,25,31,1097,53,4,57,1152,54,0,1211,287,25,5,6,327,40,0,40,364,39,9,408,6,0,0,0,6,0,0,0,6,0,0,6,1246,115,28,39,1428,89,4,96,1526,95,8,1623,205,19,3,4,230,13,0,17,244,15,0,255,298,39,10,4,347,14,0,11,357,12,0,374,6,0,3,3,15,0,0,0,15,0,0,15,0,0,0,3,3,0,0,0,3,0,0,6,512,55,18,12,590,23,3,27,621,28,0,648,16,0,0,0,22,3,0,3,24,3,0,26,17,0,0,0,19,3,3,6,18,0,0,25,32,6,0,0,36,3,3,9,40,5,0,52,548,57,18,11,632,31,8,34,666,36,0,697,124,18,0,3
SED30049,1616,63,0,1679,29,0,0,0,36,8,0,8,45,4,0,52,41,3,0,0,45,7,9,13,54,0,0,50,70,7,0,0,76,15,9,18,93,4,0,105,1456,178,3,26,1658,44,6,56,1715,72,0,1783,382,53,8,12,450,11,3,13,459,54,0,515,3,0,0,0,0,3,0,3,9,0,3,10,1835,226,7,38,2115,55,10,70,2176,127,3,2309,385,43,3,3,432,13,4,16,440,34,0,479,523,47,0,5,572,10,4,11,584,24,0,609,8,0,0,0,16,0,0,0,16,0,0,16,0,0,0,4,8,0,0,0,8,0,0,8,919,92,5,8,1031,17,9,26,1055,60,0,1106,28,8,0,0,31,3,0,3,40,3,0,41,22,3,0,0,24,5,0,5,30,0,0,30,48,11,0,0,61,9,0,9,67,3,0,67,967,103,7,8,1084,24,9,32,1117,63,0,1178,181,23,0,3
SED30050,1212,56,3,1269,10,0,0,0,10,5,0,5,17,0,0,21,38,9,0,0,45,0,0,0,44,3,0,46,46,9,0,0,53,6,0,6,62,4,0,64,1031,173,19,7,1231,31,6,39,1274,60,3,1332,246,49,7,9,306,9,5,13,316,35,0,356,0,0,0,3,3,0,0,0,3,0,8,7,1278,226,23,13,1542,38,15,49,1594,93,10,1698,222,30,0,4,256,4,0,3,261,11,0,269,359,64,7,0,436,4,0,7,439,10,4,453,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,583,99,6,7,690,9,3,9,703,27,4,727,12,0,0,0,12,0,0,0,12,0,0,12,16,5,0,0,18,5,0,5,20,0,0,20,27,5,0,0,32,5,0,5,38,0,0,38,612,97,6,7,722,14,3,15,742,27,4,770,111,22,7,0
SED30051,998,105,3,1106,20,10,0,0,32,19,0,19,50,8,0,55,13,7,0,0,20,3,0,3,25,3,0,32,33,14,0,0,54,17,0,20,69,11,0,81,802,167,24,19,1010,49,6,59,1069,118,3,1190,309,62,26,10,402,54,11,66,465,158,6,630,3,0,0,0,0,0,0,0,0,0,15,13,1112,234,46,30,1415,108,15,123,1541,278,21,1840,242,33,10,3,291,7,0,11,294,31,4,334,289,49,4,4,357,17,0,13,371,35,3,403,14,4,4,0,25,3,0,3,23,0,0,23,9,0,0,9,14,0,0,0,14,0,0,13,557,84,19,18,681,27,0,29,706,66,6,774,10,0,0,0,14,10,0,10,22,9,0,29,11,0,0,0,16,3,0,3,17,5,0,24,22,7,0,0,25,14,0,14,40,14,0,55,576,91,21,18,700,37,0,36,742,78,6,824,156,27,11,9
SED30052,1389,61,3,1452,13,3,0,0,18,0,0,0,18,0,0,20,45,11,3,0,54,3,0,3,59,0,0,59,60,14,4,0,74,3,0,3,82,3,0,79,1213,183,14,14,1423,33,10,46,1466,59,3,1533,330,67,8,10,420,9,3,16,432,57,0,494,0,3,0,0,3,0,0,0,3,0,3,3,1544,256,21,23,1846,43,10,57,1905,118,8,2029,286,42,3,0,333,3,0,8,334,22,0,352,381,68,7,0,455,11,0,13,467,15,3,487,11,0,3,0,10,0,0,0,10,0,0,14,5,0,0,6,11,0,0,0,11,0,0,11,674,107,10,9,808,21,3,24,825,38,3,870,9,5,0,0,13,8,0,8,18,0,0,18,19,3,0,0,23,0,0,0,23,3,0,27,29,5,0,0,37,8,0,8,44,3,0,48,703,119,15,7,844,27,3,29,873,42,3,919,162,31,7,3
SED30053,1625,43,3,1668,22,9,3,3,35,6,0,6,42,8,0,49,73,0,3,0,80,0,0,3,80,0,0,80,98,5,3,3,115,10,0,10,123,8,0,130,1496,132,46,38,1708,40,3,42,1746,52,3,1798,618,38,33,28,720,23,0,28,746,61,0,805,4,0,0,0,7,0,0,0,3,0,5,16,2118,170,76,61,2428,60,0,66,2497,112,13,2614,308,19,7,0,333,10,0,10,348,8,0,356,535,47,14,4,598,4,0,4,606,16,0,621,12,4,4,0,15,0,0,0,15,0,0,15,9,0,3,13,18,0,0,0,18,3,0,26,856,73,27,17,971,15,0,13,987,31,0,1015,10,0,0,0,15,0,0,0,15,6,0,22,42,3,0,0,44,4,0,3,55,0,0,56,52,4,0,0,60,4,0,3,64,4,0,73,914,74,25,17,1034,19,3,20,1056,34,0,1088,234,21,5,6
SED30054,2145,58,0,2203,23,3,3,0,30,3,0,3,32,0,0,32,77,3,3,3,83,3,0,3,83,0,0,85,93,4,4,3,107,9,0,9,112,0,0,116,1937,213,35,30,2210,44,3,43,2257,62,0,2317,552,34,12,4,603,13,3,16,620,29,0,648,3,0,0,0,3,0,0,0,3,0,3,4,2487,252,51,30,2820,58,9,62,2879,94,3,2977,493,52,7,3,558,20,0,20,575,23,0,591,658,70,11,3,743,14,0,14,762,10,0,774,14,0,0,0,15,0,0,0,19,0,0,19,11,0,0,6,16,0,0,0,16,0,0,16,1177,128,14,21,1333,32,0,32,1369,33,0,1398,24,3,0,0,28,0,0,0,28,0,0,28,38,0,0,0,44,0,0,0,44,0,0,44,67,3,0,0,67,0,0,0,69,0,0,69,1241,126,18,22,1402,33,0,33,1437,33,0,1473,238,13,0,5
SED30055,1898,82,6,1986,22,3,0,0,31,5,0,4,36,7,0,44,62,8,0,3,69,7,0,7,76,12,0,94,86,13,0,5,102,11,0,11,115,19,0,138,1681,187,44,35,1955,48,10,60,2013,107,6,2123,686,81,20,29,816,30,14,46,861,139,3,1009,3,0,0,0,4,0,0,0,4,0,10,17,2370,272,63,67,2775,81,26,108,2875,248,24,3147,409,30,7,5,458,14,3,13,468,30,0,498,531,71,0,4,605,15,0,14,623,27,0,647,22,0,10,0,24,0,0,0,24,3,0,28,10,0,0,12,21,0,0,0,21,0,0,21,974,98,21,17,1105,27,0,27,1136,56,0,1193,17,3,6,3,22,9,0,9,34,0,0,31,31,3,0,3,37,3,0,3,42,7,0,48,40,9,3,3,56,9,0,9,74,11,0,82,1015,107,21,19,1164,39,0,40,1206,65,0,1274,348,42,13,10
SED30056,1328,30,0,1356,9,0,0,0,9,0,0,0,11,3,0,16,27,3,0,0,27,4,0,4,32,3,0,37,33,3,0,0,39,5,0,5,44,3,0,47,1195,129,4,6,1332,33,3,40,1371,35,0,1408,302,32,3,3,337,10,6,14,349,23,0,368,0,0,0,0,0,0,0,0,0,0,0,3,1492,161,6,7,1671,46,6,52,1723,59,0,1785,278,37,5,7,325,13,0,19,343,19,0,360,375,34,9,0,412,10,0,10,418,6,0,427,8,0,3,0,13,0,0,0,13,0,0,13,0,3,0,6,5,0,0,0,11,0,0,11,668,76,11,11,759,25,0,24,789,23,0,814,11,0,0,0,11,0,0,0,11,0,0,9,11,0,0,0,15,3,0,3,20,0,0,20,22,0,0,0,25,3,0,3,29,0,0,30,690,76,11,11,787,31,0,30,814,23,0,844,110,10,0,0
SED30057,978,46,0,1027,4,7,0,0,14,17,0,17,27,3,0,31,16,4,0,0,19,6,0,6,28,3,0,31,24,4,3,0,37,15,0,15,55,6,0,62,896,65,16,32,1003,26,3,34,1031,55,0,1085,287,48,4,21,369,24,7,34,399,85,3,481,7,0,0,0,7,3,0,3,9,0,14,24,1189,112,21,50,1377,55,15,63,1442,136,13,1593,274,7,5,0,291,8,0,8,297,23,0,316,198,25,0,6,230,7,0,8,240,7,0,247,3,3,0,0,6,0,0,0,6,0,0,6,0,0,0,8,5,0,0,0,5,0,0,8,483,35,6,11,532,14,0,11,548,34,0,579,5,0,0,0,9,0,0,0,9,0,0,12,9,3,0,0,11,4,0,3,15,0,0,20,20,4,0,0,20,4,0,7,28,0,0,29,500,38,11,14,553,15,0,21,577,31,0,611,130,26,3,6
SED30058,1930,61,0,1989,15,0,0,0,19,6,0,6,27,0,0,24,50,3,0,0,50,0,0,0,50,3,0,55,62,4,0,0,74,6,0,6,76,3,0,79,1729,185,17,19,1953,52,3,54,2006,65,0,2069,425,34,9,7,475,31,5,29,506,60,0,569,6,0,0,0,6,0,0,0,6,0,3,5,2157,218,24,27,2434,82,3,84,2514,125,5,2651,419,44,0,0,469,18,3,16,489,17,0,503,510,50,7,4,569,12,0,12,580,18,3,597,16,0,3,0,19,0,0,0,19,0,0,19,10,3,0,6,18,0,0,0,18,0,0,14,947,100,7,6,1068,22,3,25,1097,36,5,1135,5,0,0,0,5,0,0,0,6,0,0,4,19,3,0,0,15,0,0,0,20,3,0,20,19,3,0,0,19,0,3,3,23,3,0,25,971,106,7,6,1094,22,7,29,1124,39,5,1166,184,16,3,3
